,R,L
18445,-3,-14
18446,0,-7
18447,-4,-2
18448,14,7
18449,21,17
18450,37,22
18451,30,33
18452,26,24
18453,10,15
18454,13,18
18455,9,4
18456,2,1
18457,-6,-1
18458,-20,-8
18459,-1,-12
18460,-8,-2
18461,-3,2
18462,-1,-4
18463,3,1
18464,15,10
18465,23,15
18466,24,18
18467,16,17
18468,20,3
18469,-4,-7
18470,-6,-10
18471,-1,-18
18472,-25,-19
18473,-14,-10
18474,-7,-11
18475,-10,-7
18476,0,0
18477,-8,-5
18478,-13,-1
18479,-5,-2
18480,-6,-1
18481,-1,12
18482,6,16
18483,12,26
18484,18,24
18485,10,24
18486,13,24
18487,5,16
18488,-1,7
18489,-7,-9
18490,-27,-22
18491,-24,-33
18492,-24,-33
18493,-33,-35
18494,-30,-42
18495,-33,-46
18496,-36,-47
18497,-31,-35
18498,-21,-33
18499,-24,-29
18500,-22,-28
18501,-16,-15
18502,-12,-9
18503,4,13
18504,18,16
18505,24,28
18506,38,40
18507,42,50
18508,43,49
18509,35,36
18510,21,29
18511,11,9
18512,-8,-6
18513,-7,-18
18514,-4,-20
18515,-12,-26
18516,-10,-19
18517,-9,-14
18518,-3,-22
18519,-9,-7
18520,-13,-14
18521,-13,-4
18522,-8,0
18523,-1,-2
18524,1,2
18525,15,14
18526,27,31
18527,34,42
18528,42,41
18529,41,42
18530,44,51
18531,37,49
18532,25,30
18533,23,21
18534,15,21
18535,6,9
18536,-2,-4
18537,-7,-15
18538,-23,-25
18539,-27,-39
18540,-37,-45
18541,-46,-55
18542,-53,-47
18543,-58,-42
18544,-42,-36
18545,-33,-27
18546,-8,-5
18547,-1,-3
18548,3,7
18549,12,20
18550,24,25
18551,30,30
18552,27,32
18553,30,40
18554,30,32
18555,34,28
18556,24,20
18557,7,8
18558,0,4
18559,-11,-10
18560,-17,-26
18561,-23,-31
18562,-35,-35
18563,-37,-34
18564,-35,-39
18565,-37,-36
18566,-18,-28
18567,-6,-16
18568,5,-4
18569,8,9
18570,14,14
18571,19,26
18572,27,31
18573,21,25
18574,17,20
18575,3,13
18576,4,7
18577,-8,-4
18578,-8,-1
18579,0,-10
18580,-9,-15
18581,-12,-19
18582,-9,-23
18583,-24,-19
18584,-19,-19
18585,-11,-15
18586,-1,-12
18587,-10,-5
18588,-8,-2
18589,17,7
18590,15,8
18591,15,13
18592,14,17
18593,19,20
18594,28,16
18595,30,17
18596,17,25
18597,15,24
18598,6,9
18599,1,6
18600,-4,7
18601,-2,6
18602,6,7
18603,-2,-1
18604,-5,-1
18605,2,-8
18606,-15,-16
18607,-15,-20
18608,-12,-21
18609,-12,-14
18610,-3,-6
18611,5,-4
18612,15,13
18613,13,21
18614,9,17
18615,13,30
18616,13,21
18617,9,19
18618,7,12
18619,4,8
18620,-3,11
18621,-7,5
18622,-8,-3
18623,-12,-2
18624,-11,-7
18625,-14,-6
18626,-15,-19
18627,-13,-24
18628,-17,-17
18629,-14,-16
18630,-7,-16
18631,-10,-19
18632,-10,-17
18633,-9,-16
18634,-11,-16
18635,-12,-14
18636,-3,1
18637,11,-3
18638,-2,0
18639,2,6
18640,5,6
18641,2,12
18642,5,7
18643,6,7
18644,5,11
18645,4,8
18646,14,10
18647,4,1
18648,6,2
18649,15,8
18650,15,9
18651,17,14
18652,13,13
18653,14,7
18654,18,6
18655,12,10
18656,13,3
18657,0,-4
18658,-8,-11
18659,-13,-9
18660,-16,-17
18661,-24,-22
18662,-32,-21
18663,-27,-26
18664,-40,-29
18665,-39,-22
18666,-23,-16
18667,-21,-21
18668,-8,-12
18669,-1,-9
18670,4,3
18671,9,4
18672,10,3
18673,18,15
18674,17,17
18675,21,26
18676,28,25
18677,18,30
18678,27,26
18679,17,14
18680,4,14
18681,5,2
18682,-6,-6
18683,-4,-11
18684,-13,-18
18685,-12,-19
18686,-14,-14
18687,-16,-11
18688,-4,-12
18689,-6,-14
18690,-2,-5
18691,-6,-5
18692,0,1
18693,2,1
18694,1,-3
18695,1,4
18696,-1,8
18697,5,11
18698,3,0
18699,-1,5
18700,-3,1
18701,-2,2
18702,0,-3
18703,-4,-4
18704,-1,4
18705,12,-2
18706,2,5
18707,4,0
18708,1,1
18709,-8,-1
18710,-3,-6
18711,-15,1
18712,-3,-3
18713,-7,5
18714,-5,4
18715,4,2
18716,-3,3
18717,5,-1
18718,-4,-3
18719,-4,-4
18720,-7,-14
18721,-8,-11
18722,-11,-11
18723,-10,-15
18724,-1,-10
18725,1,-4
18726,3,-1
18727,6,7
18728,6,11
18729,12,6
18730,9,0
18731,-1,2
18732,-2,6
18733,-2,2
18734,1,-2
18735,5,1
18736,6,10
18737,8,7
18738,1,4
18739,1,-3
18740,-7,-8
18741,-9,-4
18742,-6,-8
18743,-11,-12
18744,-6,-11
18745,-3,-1
18746,8,11
18747,16,10
18748,12,11
18749,17,15
18750,12,14
18751,2,11
18752,1,2
18753,-6,-4
18754,-13,-5
18755,-13,-14
18756,-16,-18
18757,-15,-18
18758,-19,-18
18759,-13,-20
18760,-13,-14
18761,-4,-10
18762,-2,-8
18763,-2,-8
18764,-1,-3
18765,7,0
18766,9,1
18767,2,6
18768,4,4
18769,3,7
18770,3,5
18771,3,4
18772,2,7
18773,2,5
18774,6,5
18775,8,7
18776,4,6
18777,6,7
18778,7,6
18779,4,7
18780,-4,2
18781,-3,-8
18782,-10,-3
18783,0,-5
18784,-5,-2
18785,-5,-7
18786,0,-3
18787,2,4
18788,7,-7
18789,-8,-8
18790,-12,-12
18791,-12,-6
18792,-7,-5
18793,-5,-8
18794,-3,0
18795,9,3
18796,10,9
18797,15,14
18798,15,12
18799,11,17
18800,11,11
18801,7,7
18802,3,-1
18803,-8,-6
18804,-11,-7
18805,-11,-13
18806,-15,-13
18807,-20,-21
18808,-25,-18
18809,-26,-19
18810,-24,-31
18811,-29,-24
18812,-18,-22
18813,-21,-15
18814,-15,-11
18815,-10,-11
18816,-6,-5
18817,-1,-3
18818,2,7
18819,11,8
18820,19,11
18821,20,15
18822,27,13
18823,23,21
18824,26,18
18825,17,14
18826,8,5
18827,0,0
18828,-4,-3
18829,-16,-7
18830,-15,-12
18831,-20,-16
18832,-15,-8
18833,-3,-2
18834,5,3
18835,12,11
18836,15,13
18837,18,16
18838,15,18
18839,15,15
18840,12,10
18841,9,11
18842,16,15
18843,16,13
18844,11,11
18845,10,8
18846,6,11
18847,1,5
18848,-6,-5
18849,-10,-8
18850,-15,-10
18851,-14,-14
18852,-19,-9
18853,-10,-9
18854,-9,-8
18855,-9,-5
18856,-4,-11
18857,-10,-8
18858,-8,-7
18859,-4,-8
18860,6,-3
18861,4,-2
18862,0,-4
18863,1,-2
18864,3,8
18865,-1,-1
18866,-4,-6
18867,-8,-4
18868,-13,-5
18869,-15,-4
18870,-7,-6
18871,-3,-2
18872,-1,-1
18873,2,5
18874,9,7
18875,21,11
18876,19,16
18877,23,19
18878,20,19
18879,22,20
18880,14,11
18881,8,5
18882,2,-1
18883,-6,-6
18884,-17,-9
18885,-15,-11
18886,-18,-14
18887,-22,-18
18888,-19,-24
18889,-24,-23
18890,-26,-22
18891,-24,-24
18892,-20,-16
18893,-6,-4
18894,2,5
18895,13,14
18896,21,22
18897,31,36
18898,39,35
18899,29,26
18900,20,28
18901,15,21
18902,5,3
18903,-10,-4
18904,-16,-13
18905,-20,-21
18906,-23,-29
18907,-27,-30
18908,-30,-32
18909,-24,-31
18910,-24,-27
18911,-15,-24
18912,-11,-16
18913,-8,-8
18914,3,0
18915,6,7
18916,12,15
18917,12,18
18918,19,19
18919,20,21
18920,19,19
18921,14,17
18922,11,9
18923,4,4
18924,1,1
18925,1,0
18926,-4,-2
18927,-7,-7
18928,-9,-9
18929,-5,-6
18930,-1,-3
18931,-2,-1
18932,1,3
18933,7,8
18934,13,12
18935,15,13
18936,9,13
18937,6,8
18938,5,9
18939,2,7
18940,2,-2
18941,2,0
18942,3,-4
18943,-3,-7
18944,-5,-9
18945,-3,-9
18946,-3,1
18947,0,4
18948,8,10
18949,10,12
18950,10,16
18951,15,15
18952,10,11
18953,6,5
18954,6,5
18955,1,3
18956,-4,-7
18957,-13,-11
18958,-18,-17
18959,-23,-24
18960,-22,-26
18961,-18,-25
18962,-17,-18
18963,-13,-15
18964,-8,-9
18965,-4,-6
18966,-3,-1
18967,2,2
18968,0,1
18969,-3,3
18970,0,6
18971,2,8
18972,6,12
18973,5,8
18974,3,-1
18975,-3,-1
18976,-6,-3
18977,-5,-8
18978,-11,-15
18979,-12,-11
18980,-10,-9
18981,-3,-6
18982,-2,-3
18983,-1,-4
18984,1,4
18985,3,0
18986,4,2
18987,4,5
18988,10,4
18989,9,10
18990,12,7
18991,11,7
18992,11,7
18993,9,6
18994,5,4
18995,4,2
18996,4,2
18997,5,-1
18998,5,3
18999,2,0
19000,0,0
19001,-2,0
19002,-1,0
19003,-7,-4
19004,-12,-5
19005,-10,-1
19006,-9,-2
19007,-10,-7
19008,-14,-12
19009,-11,-11
19010,-6,-8
19011,-5,-11
19012,-6,-12
19013,-10,-15
19014,-6,-8
19015,-2,-6
19016,0,-5
19017,4,-2
19018,5,1
19019,4,2
19020,9,5
19021,13,10
19022,14,9
19023,12,9
19024,5,8
19025,5,5
19026,-3,7
19027,1,5
19028,-1,5
19029,6,3
19030,4,2
19031,4,4
19032,2,-4
19033,-5,-4
19034,-2,-6
19035,-5,-4
19036,-5,-2
19037,0,-1
19038,2,0
19039,7,3
19040,5,6
19041,4,8
19042,2,12
19043,4,6
19044,0,1
19045,-8,-2
19046,-6,-4
19047,-7,-4
19048,-10,-7
19049,-8,-4
19050,-7,-6
19051,-9,-6
19052,-6,-7
19053,-5,-9
19054,-7,-9
19055,-4,-11
19056,-5,-9
19057,-6,-8
19058,-3,-11
19059,-4,-4
19060,-1,-2
19061,1,6
19062,6,6
19063,5,3
19064,4,8
19065,5,4
19066,2,3
19067,1,2
19068,3,0
19069,1,-2
19070,2,-2
19071,0,-5
19072,-3,-8
19073,-4,-8
19074,-1,-1
19075,3,-1
19076,4,4
19077,6,4
19078,8,3
19079,2,4
19080,0,5
19081,2,2
19082,-4,0
19083,-4,3
19084,-2,0
19085,-1,0
19086,-3,0
19087,-2,2
19088,-3,-3
19089,-4,1
19090,0,1
19091,-2,2
19092,2,4
19093,2,9
19094,8,12
19095,9,9
19096,11,8
19097,10,10
19098,11,7
19099,6,3
19100,3,3
19101,1,1
19102,-3,-1
19103,-5,-6
19104,-13,-14
19105,-16,-17
19106,-20,-23
19107,-24,-28
19108,-26,-28
19109,-21,-23
19110,-21,-23
19111,-15,-20
19112,-12,-17
19113,-12,-13
19114,-8,-9
19115,-8,-4
19116,4,2
19117,8,11
19118,17,18
19119,24,23
19120,22,22
19121,26,27
19122,18,27
19123,16,22
19124,11,15
19125,8,9
19126,2,2
19127,-4,-11
19128,-12,-20
19129,-13,-21
19130,-14,-24
19131,-14,-19
19132,-14,-18
19133,-14,-17
19134,-4,-8
19135,1,-4
19136,2,-2
19137,2,6
19138,9,13
19139,15,18
19140,16,21
19141,15,21
19142,11,16
19143,10,14
19144,5,8
19145,2,-2
19146,-4,-8
19147,-10,-10
19148,-13,-13
19149,-11,-19
19150,-9,-19
19151,-7,-14
19152,-5,-9
19153,-6,-7
19154,0,-2
19155,2,2
19156,1,2
19157,2,2
19158,-3,2
19159,-2,6
19160,0,0
19161,-2,2
19162,-5,4
19163,-4,-1
19164,-10,1
19165,-9,-3
19166,-8,-4
19167,-7,-5
19168,-8,-8
19169,-6,-6
19170,2,-5
19171,0,-4
19172,0,-4
19173,2,-2
19174,3,2
19175,3,1
19176,4,0
19177,7,4
19178,7,7
19179,7,5
19180,8,0
19181,1,3
19182,0,2
19183,2,3
19184,0,1
19185,-1,3
19186,3,7
19187,11,5
19188,4,7
19189,7,6
19190,2,3
19191,0,2
19192,0,0
19193,-5,0
19194,-6,2
19195,-2,-4
19196,-1,-2
19197,-1,1
19198,-2,-3
19199,-1,2
19200,0,0
19201,-1,-1
19202,-5,-2
19203,0,1
19204,1,-1
19205,-3,-2
19206,-2,-5
19207,-7,-7
19208,-3,-4
19209,0,-4
19210,-1,-5
19211,-3,-1
19212,2,0
19213,1,4
19214,1,3
19215,0,-1
19216,-2,-1
19217,-1,-2
19218,-1,-1
19219,-3,-3
19220,-2,-4
19221,-7,-6
19222,-4,-6
19223,-5,-9
19224,-9,-7
19225,-6,-5
19226,-5,-6
19227,-1,-6
19228,0,-2
19229,3,1
19230,7,3
19231,6,2
19232,7,5
19233,9,9
19234,15,18
19235,18,19
19236,18,18
19237,16,20
19238,18,17
19239,18,17
19240,12,13
19241,8,5
19242,9,8
19243,1,0
19244,-6,-1
19245,-8,-6
19246,-9,-7
19247,-9,-4
19248,-9,-4
19249,-9,-5
19250,-9,-7
19251,-8,-4
19252,-6,-5
19253,-7,-2
19254,0,2
19255,2,-2
19256,-4,1
19257,1,-1
19258,-2,0
19259,-3,1
19260,-3,-2
19261,-5,-8
19262,-8,-8
19263,-10,-9
19264,-6,-9
19265,-8,-5
19266,-10,-7
19267,-11,-7
19268,-8,-4
19269,-5,-7
19270,-5,-3
19271,0,-6
19272,-5,-5
19273,-3,-7
19274,-5,-6
19275,-4,-3
19276,-2,0
19277,2,-2
19278,2,-1
19279,3,1
19280,9,4
19281,7,3
19282,4,7
19283,7,6
19284,9,5
19285,5,3
19286,7,5
19287,8,4
19288,4,4
19289,7,4
19290,7,1
19291,3,3
19292,2,5
19293,5,7
19294,9,8
19295,9,10
19296,8,9
19297,5,10
19298,7,6
19299,9,5
19300,4,3
19301,0,-1
19302,-1,0
19303,-5,-3
19304,-2,-2
19305,-11,-3
19306,-10,-8
19307,-11,-13
19308,-11,-14
19309,-11,-16
19310,-18,-19
19311,-14,-19
19312,-15,-16
19313,-13,-11
19314,-8,-7
19315,-9,-6
19316,-8,-3
19317,-4,1
19318,-4,2
19319,1,5
19320,2,4
19321,3,8
19322,2,5
19323,0,0
19324,0,-4
19325,-4,-3
19326,-5,-4
19327,-4,-9
19328,-10,-9
19329,-7,-12
19330,-8,-9
19331,-9,-10
19332,-7,-7
19333,-8,-7
19334,-5,-2
19335,1,1
19336,4,4
19337,5,6
19338,11,6
19339,13,8
19340,14,5
19341,14,9
19342,14,11
19343,13,13
19344,15,12
19345,13,11
19346,10,8
19347,6,3
19348,6,-1
19349,-3,-7
19350,-4,-9
19351,-7,-8
19352,-6,-8
19353,-4,-7
19354,0,-2
19355,4,0
19356,-2,1
19357,0,2
19358,5,4
19359,4,6
19360,7,6
19361,1,4
19362,2,2
19363,-3,1
19364,-4,0
19365,-5,-5
19366,-10,-4
19367,-5,-5
19368,-6,-6
19369,-4,-4
19370,-2,-6
19371,-5,-4
19372,-6,-4
19373,-3,1
19374,0,1
19375,0,5
19376,5,4
19377,6,7
19378,6,5
19379,4,5
19380,2,3
19381,2,-3
19382,-5,-5
19383,-8,-9
19384,-10,-11
19385,-6,-8
19386,-3,-5
19387,-2,-1
19388,-3,-1
19389,-3,-2
19390,-1,-2
19391,-2,-1
19392,-3,-2
19393,-5,-2
19394,-5,-1
19395,-5,-3
19396,-4,-2
19397,0,-2
19398,2,2
19399,-1,0
19400,1,0
19401,-1,0
19402,-2,0
19403,0,2
19404,-1,3
19405,0,5
19406,3,10
19407,6,12
19408,11,11
19409,14,8
19410,10,5
19411,7,2
19412,3,1
19413,1,4
19414,-3,1
19415,-3,0
19416,-2,1
19417,-5,-4
19418,-4,-8
19419,-5,-7
19420,-6,-8
19421,-7,-8
19422,-7,-10
19423,-7,-7
19424,-5,-5
19425,-1,-2
19426,0,-1
19427,1,-1
19428,-1,-3
19429,-2,-3
19430,0,-3
19431,-3,-4
19432,-1,-4
19433,-6,-6
19434,-6,-4
19435,-7,-8
19436,-10,-7
19437,-12,-8
19438,-11,-8
19439,-10,-3
19440,-3,-1
19441,-3,-5
19442,-1,-3
19443,2,-4
19444,2,-1
19445,5,0
19446,3,1
19447,1,2
19448,3,3
19449,3,1
19450,0,0
19451,-3,-3
19452,-9,-4
19453,-6,-4
19454,-9,-4
19455,-12,-5
19456,-11,-7
19457,-7,-3
19458,-7,-4
19459,-3,-2
19460,-2,0
19461,2,2
19462,8,4
19463,7,1
19464,10,1
19465,7,2
19466,5,1
19467,2,0
19468,2,-1
19469,-1,-4
19470,-3,-4
19471,-4,-6
19472,-7,-6
19473,-7,-9
19474,-10,-9
19475,-7,-6
19476,-5,-5
19477,-1,-4
19478,-2,1
19479,-2,1
19480,0,2
19481,2,5
19482,3,9
19483,5,7
19484,5,9
19485,7,10
19486,11,9
19487,11,11
19488,9,9
19489,5,9
19490,7,7
19491,4,4
19492,4,5
19493,4,6
19494,4,4
19495,4,7
19496,7,6
19497,8,5
19498,8,5
19499,8,3
19500,8,4
19501,6,4
19502,5,3
19503,6,6
19504,7,7
19505,6,8
19506,7,7
19507,5,5
19508,0,1
19509,-2,-4
19510,-7,-5
19511,-7,-7
19512,-8,-6
19513,-9,-5
19514,-8,-6
19515,-6,-6
19516,-6,-1
19517,-6,-1
19518,-8,-2
19519,-7,-2
19520,-7,-1
19521,-1,-1
19522,0,-1
19523,-1,1
19524,-3,-2
19525,-2,0
19526,0,3
19527,2,0
19528,4,0
19529,2,-2
19530,1,0
19531,0,0
19532,2,3
19533,2,6
19534,5,7
19535,7,5
19536,5,-1
19537,0,0
19538,-4,-2
19539,-6,-2
19540,-8,-3
19541,-9,-6
19542,-10,-6
19543,-8,-9
19544,-10,-9
19545,-9,-12
19546,-7,-10
19547,-8,-11
19548,-8,-11
19549,-11,-8
19550,-8,-4
19551,-6,-1
19552,-1,1
19553,3,5
19554,5,5
19555,4,7
19556,6,4
19557,7,8
19558,8,8
19559,11,11
19560,13,11
19561,11,12
19562,16,14
19563,12,11
19564,10,8
19565,4,5
19566,0,-1
19567,-5,-4
19568,-8,-6
19569,-8,-9
19570,-11,-7
19571,-7,-8
19572,-8,-4
19573,-6,-3
19574,-8,-6
19575,-1,1
19576,4,3
19577,6,4
19578,8,7
19579,7,6
19580,5,5
19581,3,6
19582,4,3
19583,1,4
19584,-2,2
19585,0,1
19586,-5,-5
19587,-8,-5
19588,-9,-5
19589,-8,-4
19590,-4,-4
19591,-4,-2
19592,0,2
19593,5,5
19594,6,7
19595,6,7
19596,5,5
19597,5,3
19598,3,-1
19599,2,-1
19600,0,1
19601,0,1
19602,-1,3
19603,0,1
19604,3,-1
19605,-1,-3
19606,-1,-7
19607,-4,-7
19608,-5,-8
19609,-6,-7
19610,-4,-6
19611,-3,-5
19612,-4,-6
19613,-2,-3
19614,1,-2
19615,0,1
19616,2,3
19617,3,0
19618,1,-3
19619,-1,-3
19620,-2,-5
19621,-6,-7
19622,-7,-8
19623,-5,-8
19624,-6,-8
19625,-4,-6
19626,-6,-8
19627,-3,-8
19628,-3,-9
19629,-4,-5
19630,0,-4
19631,-5,-4
19632,-4,0
19633,-2,3
19634,-1,5
19635,2,4
19636,0,2
19637,2,1
19638,1,3
19639,-1,3
19640,-3,1
19641,-3,3
19642,-2,1
19643,-4,0
19644,0,2
19645,1,4
19646,1,5
19647,2,2
19648,1,2
19649,0,2
19650,1,3
19651,1,5
19652,1,5
19653,1,2
19654,1,1
19655,-1,-2
19656,-3,-1
19657,-7,-6
19658,-4,-5
19659,-4,-2
19660,-4,-4
19661,-3,-5
19662,-2,-6
19663,1,-4
19664,1,-3
19665,2,-2
19666,2,-3
19667,-2,-5
19668,-2,-2
19669,-2,-1
19670,-3,2
19671,0,3
19672,2,4
19673,4,5
19674,2,3
19675,6,2
19676,4,-1
19677,2,-1
19678,1,1
19679,2,1
19680,1,1
19681,0,0
19682,-2,-3
19683,-3,-7
19684,-5,-7
19685,-6,-7
19686,-7,-8
19687,-7,-7
19688,-6,-6
19689,-7,-4
19690,-3,-2
19691,1,1
19692,1,3
19693,3,5
19694,4,6
19695,3,8
19696,2,6
19697,4,3
19698,1,3
19699,2,2
19700,2,0
19701,-3,0
19702,0,2
19703,1,4
19704,2,5
19705,4,5
19706,8,4
19707,6,1
19708,4,-1
19709,0,-5
19710,-3,-8
19711,-5,-9
19712,-8,-9
19713,-7,-10
19714,-7,-7
19715,-6,-6
19716,-4,-3
19717,-1,-2
19718,0,1
19719,3,2
19720,4,3
19721,3,2
19722,1,2
19723,2,5
19724,5,8
19725,6,6
19726,6,4
19727,7,1
19728,1,2
19729,0,4
19730,1,4
19731,1,6
19732,4,5
19733,3,2
19734,2,1
19735,-1,0
19736,-3,-3
19737,-6,-3
19738,-8,-4
19739,-4,-4
19740,-7,-5
19741,-5,-6
19742,-8,-8
19743,-10,-11
19744,-10,-8
19745,-12,-7
19746,-8,-6
19747,-6,-4
19748,-5,-3
19749,-1,-4
19750,-3,-6
19751,-7,-5
19752,-7,-7
19753,-11,-8
19754,-6,-7
19755,-7,-8
19756,-1,-4
19757,1,0
19758,4,3
19759,8,2
19760,7,5
19761,7,4
19762,6,4
19763,4,4
19764,2,2
19765,0,0
19766,1,-1
19767,-2,-4
19768,0,-3
19769,0,-5
19770,0,-3
19771,0,-3
19772,1,-2
19773,1,0
19774,0,-1
19775,-2,-1
19776,0,-1
19777,-1,0
19778,0,2
19779,2,3
19780,3,5
19781,5,5
19782,4,5
19783,4,6
19784,6,7
19785,6,5
19786,5,3
19787,4,2
19788,1,0
19789,2,-1
19790,0,-3
19791,1,-4
19792,-1,-6
19793,-6,-7
19794,-8,-7
19795,-7,-4
19796,-8,-3
19797,-4,-3
19798,-5,-3
19799,-4,-5
19800,-6,-5
19801,-8,-6
19802,-7,-6
19803,-8,-3
19804,-6,1
19805,0,6
19806,4,5
19807,4,7
19808,4,2
19809,1,-2
19810,-4,-7
19811,-7,-6
19812,-8,-7
19813,-6,-5
19814,0,2
19815,4,2
19816,4,4
19817,5,2
19818,5,2
19819,2,2
19820,3,0
19821,-1,1
19822,1,3
19823,2,5
19824,1,5
19825,3,3
19826,3,1
19827,-1,1
19828,-2,1
19829,-1,0
19830,-2,1
19831,-2,-1
19832,-2,-3
19833,-2,-2
19834,-2,-3
19835,-3,0
19836,-2,2
19837,1,4
19838,0,4
19839,4,3
19840,1,0
19841,-1,-2
19842,-5,-3
19843,-6,-2
19844,-6,0
19845,-4,0
19846,-1,1
19847,1,3
19848,4,4
19849,6,5
19850,6,6
19851,4,4
19852,4,3
19853,2,4
19854,0,3
19855,2,1
19856,4,2
19857,5,1
19858,2,1
19859,2,-3
19860,0,-4
19861,-4,-6
19862,-4,-6
19863,-6,-7
19864,-5,-4
19865,-6,-3
19866,-3,-2
19867,-4,-3
19868,-1,-4
19869,-1,-1
19870,-1,-3
19871,0,-4
19872,-1,-5
19873,-3,-3
19874,-2,-2
19875,0,0
19876,2,3
19877,3,4
19878,4,4
19879,3,2
19880,0,1
19881,-1,-1
19882,-3,-2
19883,-5,-3
19884,-4,-2
19885,-3,-1
19886,-3,-4
19887,-3,-3
19888,-5,-4
19889,-2,-5
19890,-3,-3
19891,-2,0
19892,2,1
19893,7,5
19894,2,2
19895,0,-1
19896,1,1
19897,2,3
19898,3,1
19899,2,4
19900,4,5
19901,8,8
19902,10,14
19903,14,12
19904,13,12
19905,9,9
19906,7,6
19907,4,4
19908,1,1
19909,-4,-4
19910,-8,-8
19911,-6,-11
19912,-12,-13
19913,-12,-15
19914,-13,-12
19915,-10,-10
19916,-8,-8
19917,-6,-5
19918,-4,-1
19919,-1,1
19920,3,5
19921,3,8
19922,4,7
19923,4,6
19924,3,4
19925,2,1
19926,-1,-1
19927,-1,0
19928,-1,-4
19929,-2,-4
19930,-2,-4
19931,-3,-6
19932,-1,-1
19933,3,1
19934,5,3
19935,6,5
19936,7,4
19937,6,7
19938,5,4
19939,2,5
19940,-1,3
19941,0,1
19942,-1,1
19943,-1,0
19944,0,-1
19945,0,-1
19946,1,-1
19947,0,-3
19948,3,-4
19949,0,-4
19950,2,-2
19951,-2,-4
19952,-3,-3
19953,-3,-3
19954,-2,-1
19955,-1,0
19956,-1,-4
19957,-3,-4
19958,-5,-5
19959,-7,-5
19960,-8,-2
19961,-5,0
19962,-3,2
19963,-1,2
19964,1,0
19965,2,0
19966,1,0
19967,3,2
19968,5,4
19969,5,5
19970,5,4
19971,2,2
19972,0,-1
19973,-5,-9
19974,-6,-10
19975,-7,-11
19976,-6,-10
19977,-4,-8
19978,-6,-7
19979,-5,-5
19980,-5,-4
19981,-2,2
19982,2,5
19983,3,4
19984,5,6
19985,4,3
19986,5,2
19987,2,2
19988,3,2
19989,2,5
19990,4,5
19991,4,4
19992,0,0
19993,0,-3
19994,-1,-6
19995,-2,-5
19996,-1,-5
19997,0,-1
19998,3,1
19999,1,-2
20000,0,-1
20001,0,0
20002,0,1
20003,1,2
20004,2,5
20005,3,4
20006,5,7
20007,5,9
20008,6,9
20009,8,8
20010,4,7
20011,3,2
20012,1,-1
20013,-3,-3
20014,-4,-7
20015,-5,-6
20016,-7,-10
20017,-9,-10
20018,-10,-8
20019,-10,-8
20020,-8,-10
20021,-7,-7
20022,-8,-7
20023,-5,-4
20024,-6,-2
20025,-4,-1
20026,-2,0
20027,2,1
20028,3,-1
20029,1,-1
20030,2,-1
20031,3,0
20032,1,-1
20033,2,-2
20034,-1,-2
20035,-2,-1
20036,-1,0
20037,2,2
20038,4,4
20039,6,3
20040,5,5
20041,2,4
20042,-1,1
20043,-2,-2
20044,-3,-5
20045,-4,-3
20046,-5,-5
20047,-8,-6
20048,-6,-6
20049,-6,-6
20050,-7,-6
20051,-3,-6
20052,-5,-3
20053,-3,2
20054,-2,2
20055,0,4
20056,1,5
20057,1,4
20058,2,0
20059,-1,0
20060,0,1
20061,1,2
20062,1,4
20063,5,5
20064,7,8
20065,8,8
20066,10,8
20067,12,6
20068,8,-1
20069,1,-4
20070,-4,-7
20071,-7,-5
20072,-3,-1
20073,1,1
20074,3,6
20075,7,6
20076,9,8
20077,8,7
20078,7,4
20079,1,0
20080,-1,-1
20081,-1,0
20082,1,0
20083,0,1
20084,0,1
20085,2,-1
20086,1,-1
20087,-1,-4
20088,-2,-8
20089,-4,-9
20090,-7,-11
20091,-7,-13
20092,-10,-12
20093,-8,-9
20094,-7,-6
20095,-4,-4
20096,-1,-2
20097,2,0
20098,2,1
20099,1,0
20100,-1,-1
20101,-1,-2
20102,-2,-1
20103,-3,-3
20104,-1,-1
20105,-4,-5
20106,-5,-7
20107,-6,-5
20108,-6,-5
20109,-5,-2
20110,-3,-3
20111,-2,-7
20112,-3,-10
20113,-1,-9
20114,-1,-5
20115,1,-2
20116,3,2
20117,3,3
20118,3,1
20119,1,0
20120,-2,-1
20121,-2,1
20122,0,4
20123,3,4
20124,2,4
20125,3,4
20126,2,2
20127,-1,-3
20128,-4,-6
20129,-5,-6
20130,-8,-5
20131,-7,-5
20132,-6,-5
20133,-6,-7
20134,-4,-5
20135,-2,-3
20136,-1,-3
20137,-3,-3
20138,-1,-1
20139,0,1
20140,0,1
20141,2,3
20142,4,6
20143,5,9
20144,7,10
20145,8,9
20146,7,8
20147,5,6
20148,2,3
20149,-2,2
20150,-3,2
20151,-1,2
20152,0,5
20153,3,2
20154,3,2
20155,3,-1
20156,2,-6
20157,-6,-7
20158,-9,-11
20159,-9,-7
20160,-9,-4
20161,-4,-1
20162,-1,3
20163,0,1
20164,2,0
20165,0,-2
20166,-2,-5
20167,-4,-4
20168,-5,-6
20169,-7,-6
20170,-3,-2
20171,-3,0
20172,3,5
20173,8,8
20174,8,10
20175,12,8
20176,9,8
20177,8,5
20178,5,1
20179,1,-1
20180,-5,-5
20181,-5,-2
20182,-5,-4
20183,-2,-5
20184,-3,-4
20185,-3,-4
20186,-3,-3
20187,-4,-3
20188,-1,-1
20189,-2,1
20190,-1,1
20191,2,4
20192,5,4
20193,6,7
20194,6,7
20195,6,8
