,R,L
22035,-1,-1
22036,-1,-2
22037,-1,-2
22038,-3,-3
22039,-1,-3
22040,-1,-2
22041,-1,-2
22042,0,-1
22043,0,-1
22044,0,-2
22045,1,-1
22046,1,-3
22047,-1,-4
22048,-1,-2
22049,0,-2
22050,0,-2
22051,-1,-3
22052,-1,-3
22053,-1,-3
22054,0,-2
22055,-2,-2
22056,0,0
22057,0,1
22058,-1,0
22059,-3,0
22060,-3,-2
22061,-2,-3
22062,-3,-3
22063,-4,-3
22064,-3,-2
22065,-3,-3
22066,-3,-2
22067,-2,-1
22068,-1,-2
22069,-1,-1
22070,-1,-1
22071,-1,-1
22072,-2,-2
22073,-2,-4
22074,-3,-4
22075,-4,-4
22076,-3,-3
22077,0,-2
22078,-1,-4
22079,-2,-2
22080,-1,-1
22081,1,0
22082,0,-2
22083,1,-3
22084,1,0
22085,0,-1
22086,1,1
22087,1,0
22088,-1,-1
22089,-2,-1
22090,-1,0
22091,1,-1
22092,-1,-2
22093,-1,-3
22094,-2,0
22095,-1,0
22096,1,2
22097,2,2
22098,0,0
22099,-1,0
22100,0,0
22101,4,-1
22102,1,1
22103,1,1
22104,3,2
22105,2,0
22106,4,1
22107,3,2
22108,0,2
22109,0,3
22110,-1,2
22111,1,1
22112,3,2
22113,1,2
22114,2,2
22115,0,0
22116,-2,0
22117,-4,-1
22118,-4,-1
22119,-2,-4
22120,-2,-3
22121,-4,-1
22122,-2,-1
22123,-1,-1
22124,-5,0
22125,0,0
22126,1,1
22127,2,1
22128,-4,-1
22129,-3,0
22130,-1,-1
22131,1,0
22132,2,2
22133,-1,3
22134,-1,2
22135,-1,1
22136,-1,-1
22137,1,-3
22138,0,-1
22139,0,0
22140,-1,0
22141,1,1
22142,1,1
22143,0,1
22144,1,0
22145,2,0
22146,-1,-2
22147,0,-1
22148,-2,-2
22149,-3,-5
22150,-2,-3
22151,-2,-3
22152,0,0
22153,0,0
22154,0,-3
22155,0,-4
22156,0,-3
22157,-2,-2
22158,-1,-2
22159,2,1
22160,0,0
22161,1,0
22162,1,-3
22163,0,-1
22164,0,0
22165,0,0
22166,-3,-1
22167,-3,-1
22168,-1,-1
22169,1,-2
22170,2,0
22171,1,2
22172,1,0
22173,2,0
22174,0,-1
22175,0,-1
22176,1,0
22177,1,2
22178,2,3
22179,2,3
22180,2,1
22181,0,0
22182,1,1
22183,0,1
22184,1,1
22185,3,3
22186,2,3
22187,3,2
22188,1,4
22189,1,1
22190,2,2
22191,0,1
22192,1,2
22193,1,1
22194,1,0
22195,1,1
22196,0,1
22197,2,2
22198,-1,1
22199,0,0
22200,-1,-2
22201,-1,-1
22202,0,0
22203,1,1
22204,1,2
22205,0,2
22206,1,1
22207,-2,1
22208,-3,-2
22209,-2,-4
22210,-3,-4
22211,-1,-4
22212,-1,-2
22213,-5,-2
22214,-3,-4
22215,-2,-5
22216,-4,-5
22217,-5,-3
22218,-3,-5
22219,-1,-4
22220,-3,-3
22221,-2,-3
22222,-3,-4
22223,-3,-4
22224,-4,-4
22225,-4,-6
22226,-3,-4
22227,-3,-3
22228,-2,-3
22229,-3,-2
22230,-1,-2
22231,1,0
22232,-4,-3
22233,-3,-2
22234,-4,-3
22235,-3,-4
22236,-3,-3
22237,-2,-3
22238,1,0
22239,1,1
22240,0,0
22241,1,-1
22242,0,-1
22243,-1,-1
22244,0,0
22245,2,1
22246,2,2
22247,3,3
22248,2,3
22249,2,2
22250,1,2
22251,0,0
22252,1,1
22253,1,-1
22254,-2,-1
22255,-1,-2
22256,1,0
22257,1,1
22258,1,0
22259,2,2
22260,1,0
22261,1,1
22262,2,-2
22263,2,-1
22264,0,0
22265,2,3
22266,1,2
22267,1,3
22268,2,2
22269,1,1
22270,-1,-1
22271,-2,-1
22272,-3,-1
22273,-1,-2
22274,1,-1
22275,2,3
22276,1,3
22277,2,2
22278,0,1
22279,1,0
22280,-3,1
22281,-2,0
22282,-1,1
22283,-1,1
22284,-1,2
22285,1,1
22286,0,1
22287,-1,0
22288,-1,0
22289,-3,-2
22290,-3,-1
22291,-2,0
22292,-1,1
22293,0,-1
22294,-2,0
22295,-4,-1
22296,-3,-3
22297,-3,-3
22298,-5,-2
22299,-1,-1
22300,-1,-2
22301,-1,0
22302,0,2
22303,1,1
22304,-1,-3
22305,0,-1
22306,2,1
22307,2,0
22308,0,1
22309,1,0
22310,1,1
22311,3,2
22312,2,1
22313,3,1
22314,3,1
22315,3,1
22316,3,1
22317,2,0
22318,1,-1
22319,0,0
22320,1,-1
22321,2,0
22322,3,1
22323,3,0
22324,-1,-2
22325,0,0
22326,-2,-4
22327,0,-6
22328,-3,-3
22329,-2,-3
22330,0,-1
22331,0,-1
22332,1,1
22333,1,0
22334,1,3
22335,-1,1
22336,0,2
22337,3,0
22338,0,2
22339,-1,1
22340,1,-1
22341,-2,-4
22342,-3,-2
22343,-3,0
22344,-2,0
22345,-1,-3
22346,0,-2
22347,-2,0
22348,-2,0
22349,-2,-1
22350,-2,-1
22351,-1,-3
22352,-1,0
22353,-3,0
22354,-6,-3
22355,-3,-2
22356,-4,-3
22357,-2,-4
22358,-2,-2
22359,-3,-1
22360,-5,-1
22361,-3,-3
22362,-2,-2
22363,-1,-1
22364,-1,-2
22365,-3,-1
22366,-3,-3
22367,-2,-2
22368,0,-1
22369,0,-2
22370,-1,-2
22371,-1,-3
22372,-1,-4
22373,-2,-2
22374,-3,-3
22375,-2,-3
22376,-1,-2
22377,0,1
22378,0,1
22379,1,1
22380,2,0
22381,2,2
22382,0,-1
22383,-3,-2
22384,-3,-4
22385,-2,-2
22386,-1,-2
22387,-2,-1
22388,0,-3
22389,1,-1
22390,2,0
22391,0,0
22392,3,0
22393,2,0
22394,1,0
22395,2,1
22396,3,0
22397,0,0
22398,1,0
22399,-1,0
22400,-1,-3
22401,-2,-2
22402,0,-2
22403,0,-1
22404,0,-2
22405,-1,0
22406,0,0
22407,-2,-2
22408,-2,-2
22409,2,1
22410,1,1
22411,0,0
22412,1,0
22413,-2,-1
22414,-1,0
22415,0,-1
22416,1,-1
22417,0,-2
22418,-3,-2
22419,-4,-1
22420,-3,-2
22421,-1,0
22422,-1,0
22423,2,1
22424,2,1
22425,0,0
22426,0,-2
22427,0,-2
22428,0,-2
22429,-1,-2
22430,0,-2
22431,2,1
22432,-1,1
22433,-1,2
22434,0,2
22435,1,-1
22436,0,0
22437,1,-2
22438,1,-2
22439,0,0
22440,-1,1
22441,1,-1
22442,1,-2
22443,-2,-2
22444,0,-2
22445,2,0
22446,2,0
22447,-1,2
22448,1,2
22449,3,1
22450,1,0
22451,0,1
22452,1,1
22453,2,2
22454,3,2
22455,1,1
22456,1,-1
22457,1,-1
22458,1,1
22459,2,1
22460,1,0
22461,2,2
22462,2,1
22463,1,1
22464,0,1
22465,-1,0
22466,2,1
22467,1,2
22468,-1,0
22469,1,1
22470,0,0
22471,0,1
22472,0,2
22473,2,2
22474,1,2
22475,0,1
22476,0,1
22477,-2,0
22478,-2,0
22479,0,0
22480,0,-1
22481,-2,-2
22482,-1,-2
22483,-2,-2
22484,-2,-3
22485,-1,-2
22486,-1,-1
22487,-2,-3
22488,-3,-3
22489,1,-2
22490,3,1
22491,0,0
22492,-1,1
22493,0,-2
22494,0,-2
22495,-2,-2
22496,-3,-1
22497,-2,0
22498,-2,1
22499,-2,0
22500,-2,-1
22501,-3,-2
22502,-2,-2
22503,-1,0
22504,-1,-1
22505,0,0
22506,1,0
22507,0,1
22508,1,1
22509,2,3
22510,1,1
22511,1,1
22512,1,2
22513,1,0
22514,-1,1
22515,0,0
22516,1,1
22517,1,1
22518,1,-1
22519,0,-1
22520,0,-1
22521,1,0
22522,1,1
22523,1,2
22524,2,1
22525,1,1
22526,0,1
22527,1,1
22528,2,0
22529,3,1
22530,0,3
22531,0,0
22532,-1,-1
22533,-3,-3
22534,-3,-4
22535,-2,-2
22536,-2,0
22537,-3,-2
22538,-3,-1
22539,-3,-3
22540,-2,-2
22541,-1,-3
22542,-1,-5
22543,-2,-4
22544,-3,-3
22545,-4,-4
22546,-1,-5
22547,-2,-6
22548,-1,-2
22549,-1,-3
22550,-3,-3
22551,-4,-4
22552,-1,-4
22553,-4,-5
22554,-4,-4
22555,-1,-1
22556,0,-3
22557,-2,-4
22558,-2,-3
22559,-4,-2
22560,-6,-4
22561,-5,-3
22562,-1,-3
22563,-2,-2
22564,-1,-2
22565,-1,0
22566,-2,0
22567,-1,1
22568,-1,2
22569,5,2
22570,3,1
22571,1,2
22572,-1,2
22573,2,1
22574,2,1
22575,2,4
22576,5,4
22577,3,5
22578,4,5
22579,1,4
22580,2,1
22581,1,0
22582,1,-1
22583,1,1
22584,1,2
22585,0,1
22586,-1,1
22587,2,2
22588,2,-1
22589,0,-2
22590,0,0
22591,0,0
22592,1,1
22593,-1,2
22594,0,0
22595,-1,-1
22596,-1,-1
22597,-1,-1
22598,-3,-2
22599,-3,-2
22600,-1,-1
22601,1,-2
22602,1,0
22603,2,2
22604,3,3
22605,3,2
22606,2,-1
22607,-2,-2
22608,-2,-4
22609,-4,-3
22610,-6,-1
22611,-3,-2
22612,-2,-3
22613,-3,-3
22614,-4,-2
22615,-3,0
22616,-5,-3
22617,-4,-3
22618,-3,-3
22619,-2,-1
22620,-1,-2
22621,0,-2
22622,0,2
22623,-1,1
22624,1,0
22625,0,1
22626,-2,0
22627,-1,-1
22628,-1,0
22629,1,2
22630,0,3
22631,1,1
22632,0,1
22633,1,1
22634,3,1
22635,1,0
22636,3,1
22637,1,1
22638,2,2
22639,0,1
22640,2,-1
22641,1,-2
22642,-1,-1
22643,-1,-2
22644,-2,-2
22645,0,-1
22646,0,0
22647,2,1
22648,0,1
22649,2,1
22650,1,0
22651,1,1
22652,2,3
22653,1,2
22654,1,2
22655,-1,2
22656,0,1
22657,-2,2
22658,0,2
22659,0,0
22660,-1,0
22661,-1,0
22662,1,0
22663,0,1
22664,0,2
22665,-2,2
22666,0,1
22667,-1,1
22668,-1,0
22669,-1,0
22670,-3,-2
22671,-3,-3
22672,1,1
22673,-1,0
22674,-3,0
22675,-3,-2
22676,-5,-5
22677,-5,-4
22678,-3,-3
22679,-1,-1
22680,1,-1
22681,-1,1
22682,-1,0
22683,-1,-1
22684,-2,-2
22685,-1,-2
22686,-2,0
22687,1,-1
22688,0,-1
22689,0,0
22690,-2,-2
22691,-1,-3
22692,-2,-3
22693,-1,-3
22694,-1,-3
22695,1,-2
22696,-1,-1
22697,0,0
22698,1,-1
22699,-1,-2
22700,-2,-4
22701,-4,-3
22702,-3,-6
22703,-3,-4
22704,-1,-3
22705,0,-1
22706,2,-1
22707,1,0
22708,0,-1
22709,-1,-2
22710,-1,-3
22711,2,-2
22712,-1,-1
22713,1,-2
22714,0,0
22715,1,-2
22716,2,-1
22717,0,0
22718,0,-1
22719,-1,-1
22720,1,-1
22721,0,1
22722,-2,-1
22723,-3,-3
22724,-2,-4
22725,0,-3
22726,0,-1
22727,0,-1
22728,0,1
22729,-2,-1
22730,-1,-2
22731,-1,-3
22732,-1,-2
22733,0,0
22734,-1,0
22735,-4,-1
22736,-2,-1
22737,-2,-2
22738,-1,-1
22739,-1,0
22740,1,1
22741,1,1
22742,1,2
22743,1,1
22744,0,0
22745,0,1
22746,1,0
22747,1,0
22748,1,0
22749,0,1
22750,0,-1
22751,0,-1
22752,1,3
22753,1,1
22754,2,4
22755,1,3
22756,2,0
22757,1,1
22758,-1,1
22759,-1,0
22760,1,4
22761,0,5
22762,2,2
22763,2,2
22764,0,2
22765,-1,2
22766,-3,2
22767,0,3
22768,-1,1
22769,0,0
22770,-1,-1
22771,0,1
22772,0,3
22773,-1,1
22774,-1,0
22775,0,-1
22776,1,-1
22777,-1,-2
22778,-2,-1
22779,-1,1
22780,1,2
22781,1,-1
22782,1,-3
22783,-1,-2
22784,-4,-1
22785,-6,-2
22786,-2,0
22787,1,-2
22788,1,1
22789,2,-2
22790,1,-1
22791,-1,-1
22792,-3,-1
22793,-2,1
22794,-1,-1
22795,1,-1
22796,2,0
22797,-1,1
22798,-2,-1
22799,-1,-2
22800,-2,-1
22801,1,-1
22802,3,1
22803,0,1
22804,-3,-2
22805,-3,-3
22806,-2,-2
22807,0,0
22808,-1,0
22809,-2,-1
22810,0,1
22811,0,-1
22812,0,-3
22813,2,-2
22814,1,-1
22815,1,0
22816,0,2
22817,1,1
22818,1,3
22819,-1,3
22820,-1,0
22821,1,-1
22822,0,-1
22823,-2,-1
22824,-2,-1
22825,0,-1
22826,2,0
22827,1,2
22828,2,2
22829,1,1
22830,1,1
22831,2,-1
22832,-1,-1
22833,-3,-2
22834,0,-1
22835,-2,0
22836,-2,1
22837,1,0
22838,0,0
22839,1,1
22840,4,1
22841,3,1
22842,2,2
22843,1,0
22844,2,-1
22845,-1,-2
22846,0,-1
22847,-1,-3
22848,0,-3
22849,-1,-3
22850,-3,-1
22851,-3,-3
22852,-4,-3
22853,-4,-5
22854,-1,-4
22855,-1,-3
22856,1,-1
22857,1,0
22858,1,0
22859,0,-1
22860,-1,0
22861,-1,1
22862,0,1
22863,3,2
22864,2,2
22865,1,0
22866,2,0
22867,0,-1
22868,-1,-1
22869,-1,-1
22870,-1,-2
22871,-1,0
22872,-3,-1
22873,-1,0
22874,-1,-1
22875,0,-2
22876,0,0
22877,2,1
22878,0,0
22879,-1,0
22880,-2,-1
22881,0,0
22882,0,0
22883,0,0
22884,0,0
22885,0,-1
22886,-2,-3
22887,-2,-3
22888,-1,-2
22889,0,-1
22890,1,0
22891,1,0
22892,0,0
22893,-2,-2
22894,-3,-3
22895,-2,-3
22896,-1,-2
22897,1,1
22898,1,2
22899,2,2
22900,0,1
22901,0,-1
22902,-1,-1
22903,-2,-2
22904,-3,-4
22905,-3,-4
22906,-3,-5
22907,-3,-4
22908,-1,-3
22909,-3,-1
22910,-4,-3
22911,-4,-4
22912,-3,-4
22913,-3,-5
22914,-2,-2
22915,-1,-1
22916,0,-1
22917,1,0
22918,0,0
22919,-1,-2
22920,0,-4
22921,-2,-3
22922,-1,-2
22923,1,-1
22924,0,1
22925,-2,0
22926,-1,0
22927,-1,-1
22928,-4,-2
22929,0,-1
22930,2,1
22931,3,2
22932,1,3
22933,2,1
22934,0,1
22935,0,1
22936,2,2
22937,2,3
22938,3,3
22939,3,3
22940,3,3
22941,4,3
22942,2,3
22943,2,1
22944,3,2
22945,2,2
22946,3,3
22947,3,4
22948,2,4
22949,1,2
22950,2,0
22951,0,1
22952,0,0
22953,1,0
22954,-1,-1
22955,-1,2
22956,-1,2
22957,1,1
22958,1,1
22959,-1,0
22960,0,0
22961,-1,-3
22962,-4,-1
22963,-4,0
22964,-1,-2
22965,-4,-3
22966,-5,-2
22967,-4,-3
22968,-6,-4
22969,-4,-3
22970,-4,-2
22971,-2,-1
22972,-1,0
22973,-1,1
22974,-1,0
22975,-4,-2
22976,-5,-2
22977,-2,-2
22978,1,-1
22979,0,1
22980,0,1
22981,-1,1
22982,0,1
22983,-1,0
22984,0,0
22985,0,1
22986,1,4
22987,2,2
22988,3,1
22989,3,1
22990,0,0
22991,1,-1
22992,1,0
22993,0,-1
22994,0,-2
22995,-1,0
22996,0,-1
22997,4,2
22998,2,2
22999,0,-1
23000,3,1
23001,0,1
23002,0,-2
23003,-1,-3
23004,-2,-2
23005,0,-1
23006,1,-1
23007,-1,-3
23008,-3,-2
23009,-6,-4
23010,-8,-6
23011,-7,-6
23012,-3,-6
23013,-3,-4
23014,-2,-3
23015,-2,-3
23016,-4,-3
23017,-5,-4
23018,-4,-3
23019,-2,-5
23020,-1,-5
23021,-4,-9
23022,-6,-6
23023,-4,-6
23024,-3,-5
23025,-3,-2
23026,1,-2
23027,3,0
23028,1,1
23029,0,0
23030,0,-1
23031,-1,-1
23032,-2,-1
23033,-3,-1
23034,-1,0
23035,-2,0
23036,-2,-1
23037,1,-1
23038,3,0
23039,-1,-2
23040,-2,-2
23041,-1,-1
23042,0,1
23043,-1,1
23044,-1,2
23045,1,1
23046,-1,-1
23047,-1,-1
23048,-1,-1
23049,-2,-2
23050,-3,-2
23051,0,-1
23052,0,1
23053,0,3
23054,3,2
23055,3,3
23056,3,3
23057,1,2
23058,1,2
23059,0,2
23060,1,2
23061,0,2
23062,0,1
23063,0,3
23064,1,1
23065,1,1
23066,-1,0
23067,-3,-1
23068,-2,1
23069,-2,-1
23070,-2,-1
23071,0,0
23072,0,3
23073,0,2
23074,-1,1
23075,-2,1
23076,-2,-2
23077,-3,-4
23078,-3,-4
23079,-4,-4
23080,-3,-3
23081,-2,-2
23082,-3,-3
23083,-3,-4
23084,-3,-2
23085,-2,-2
23086,-3,-2
23087,-3,-2
23088,-1,-1
23089,-1,-2
23090,-2,-3
23091,-2,-2
23092,-2,0
23093,-3,-4
23094,-8,-2
23095,-7,-10
23096,-13,-9
23097,-9,-14
23098,-20,-11
23099,16,-16
23100,75,60
23101,46,39
23102,41,44
23103,16,33
23104,17,27
23105,-17,-2
23106,-12,-23
23107,-1,7
23108,-36,-24
23109,-15,-24
23110,3,16
23111,3,-1
23112,-6,-19
23113,-2,-9
23114,35,27
23115,45,31
23116,52,31
23117,16,57
23118,9,20
23119,16,9
23120,51,26
23121,51,61
23122,32,11
23123,54,66
23124,7,46
23125,-21,-19
23126,-30,-28
23127,-110,-79
23128,-102,-89
23129,-45,-74
23130,-25,-16
23131,-43,-43
23132,-18,-22
23133,10,13
23134,-49,-52
23135,-27,-36
23136,9,7
23137,-36,-25
23138,-32,-24
23139,-25,-24
23140,-37,-23
23141,-23,-43
23142,-21,-18
23143,-12,13
23144,-26,-43
23145,-17,-34
23146,-16,7
23147,-5,-14
23148,-64,-48
23149,17,-18
23150,11,30
23151,12,-15
23152,20,38
23153,80,26
23154,-52,74
23155,36,-126
23156,121,208
23157,-74,-81
23158,145,106
23159,-71,16
23160,78,-44
23161,68,115
23162,-91,-27
23163,-98,-125
23164,115,71
23165,45,51
23166,-73,-75
23167,68,41
23168,88,143
23169,-9,-28
23170,25,-28
23171,-13,69
23172,-76,-43
23173,-66,-102
23174,94,51
23175,-82,-2
23176,91,-18
23177,162,138
23178,-22,65
23179,56,25
23180,38,15
23181,-134,-55
23182,77,48
23183,-65,-110
23184,11,77
23185,-132,-121
23186,-47,-43
23187,-20,19
23188,-1,-65
23189,-116,-122
23190,8,36
23191,24,-6
23192,-53,-28
23193,-51,-45
23194,34,9
23195,-45,-23
23196,35,16
23197,-17,1
23198,8,28
23199,39,-14
23200,-7,21
23201,22,42
23202,-43,-57
23203,30,-12
23204,-25,-4
23205,-37,-6
23206,44,22
23207,43,-17
23208,-9,32
23209,-30,8
23210,112,27
23211,6,6
23212,-46,56
23213,68,24
23214,7,-28
23215,9,39
23216,-24,-10
23217,27,-27
23218,10,34
23219,32,17
23220,7,27
23221,-11,-19
23222,45,41
23223,-51,-4
23224,18,-35
23225,-21,21
23226,-32,-32
23227,27,-6
23228,-26,13
23229,-18,-32
23230,-35,-26
23231,2,-21
23232,41,38
23233,-20,5
23234,-41,-18
23235,-5,-31
23236,-1,0
23237,-32,-12
23238,-8,-37
23239,-2,18
23240,0,-30
23241,34,31
23242,-14,14
23243,-31,-40
23244,-10,18
23245,15,-10
23246,35,-16
23247,-30,38
23248,-11,-11
23249,21,-18
23250,17,26
23251,23,35
23252,-6,-15
23253,34,8
23254,14,43
23255,-3,-16
23256,-15,-1
23257,15,7
23258,13,13
23259,-3,-5
23260,40,46
23261,21,-2
23262,-31,-6
23263,6,12
23264,29,18
23265,-4,-26
23266,-6,5
23267,-4,19
23268,15,-29
23269,6,32
23270,-24,-16
23271,9,-13
23272,-27,-2
23273,3,-15
23274,6,29
23275,-25,-36
23276,17,21
23277,-57,-46
23278,60,58
23279,-68,-41
23280,51,5
23281,-24,6
23282,-2,-17
23283,-15,0
23284,-2,-22
23285,-15,4
23286,-15,-23
23287,0,3
23288,3,9
23289,0,-9
23290,-25,-14
23291,1,6
23292,-1,-20
23293,2,-12
23294,-51,5
23295,25,-11
23296,-8,-10
23297,-7,-15
23298,-3,31
23299,19,-24
23300,8,10
23301,-3,24
23302,-6,-19
23303,-7,-3
23304,31,16
23305,-6,-5
23306,7,12
23307,6,21
23308,30,5
23309,-4,14
23310,6,7
23311,-10,-34
23312,0,7
23313,20,32
23314,-1,-26
23315,-4,11
23316,7,-17
23317,1,28
23318,2,-16
23319,13,27
23320,-18,-9
23321,2,-7
23322,3,-3
23323,3,7
23324,9,1
23325,-33,-17
23326,15,0
23327,-13,-1
23328,-18,-12
23329,7,-12
23330,-16,-11
23331,-26,7
23332,53,15
23333,-24,-38
23334,-24,18
23335,18,3
23336,-3,-8
23337,4,-3
23338,1,-2
23339,-20,25
23340,5,-21
23341,20,10
23342,-12,-3
23343,-16,10
23344,13,-8
23345,17,-10
23346,-26,10
23347,-6,-12
23348,20,14
23349,-2,-7
23350,-20,-17
23351,-22,-6
23352,12,18
23353,5,-11
23354,3,-27
23355,-25,18
23356,22,7
23357,24,-8
23358,-43,-6
23359,21,29
23360,-1,-18
23361,24,6
23362,-20,-4
23363,-25,-19
23364,21,17
23365,2,-23
23366,-19,6
23367,5,-10
23368,-3,-3
23369,-11,-5
23370,4,-15
23371,-10,5
23372,4,-5
23373,-10,-5
23374,-9,-14
23375,12,7
23376,2,1
23377,1,1
23378,-6,-4
23379,3,20
23380,13,-5
23381,5,2
23382,-13,-4
23383,14,13
23384,-5,-2
23385,23,0
23386,-9,1
23387,20,12
23388,7,16
23389,-19,-12
23390,8,-1
23391,1,6
23392,-10,0
23393,-9,-30
23394,-4,4
23395,-4,10
23396,10,-3
23397,-8,-8
23398,-3,18
23399,4,2
23400,17,-2
23401,-19,-8
23402,-19,4
23403,34,10
23404,-22,-17
23405,-7,1
23406,20,12
23407,-5,-1
23408,15,16
23409,-33,-9
23410,30,-4
23411,-10,26
23412,-2,-17
23413,-11,0
23414,16,10
23415,7,-2
23416,-18,-9
23417,-4,9
23418,41,7
23419,-3,8
23420,-12,10
23421,15,-11
23422,-10,1
23423,-10,-9
23424,-14,-1
23425,20,-6
23426,-13,-8
23427,14,14
23428,-12,-6
23429,-8,-2
23430,-2,-16
23431,4,11
23432,-10,1
23433,-1,-12
23434,-24,5
23435,11,-15
23436,-5,8
23437,-1,0
23438,0,0
23439,-7,-2
23440,-14,-16
23441,13,12
23442,-21,-14
23443,0,-17
23444,-28,-10
23445,10,-6
23446,5,6
23447,4,10
23448,-2,-12
23449,13,22
23450,-6,9
23451,-6,-11
23452,0,-7
23453,-22,-7
23454,9,0
23455,-20,-6
23456,23,3
23457,0,26
23458,7,-13
23459,2,17
23460,-3,-5
23461,2,4
23462,4,0
23463,27,19
23464,-5,8
23465,14,10
23466,22,20
23467,-6,-9
23468,-11,-5
23469,18,8
23470,9,15
23471,6,1
23472,-11,-13
23473,-9,4
23474,24,4
23475,-14,-3
23476,-6,-8
23477,10,13
23478,9,2
23479,10,8
23480,8,-4
23481,-10,3
23482,-19,-4
23483,3,-17
23484,5,8
23485,-10,-24
23486,-3,8
23487,-19,-3
23488,2,-9
23489,0,-20
23490,1,11
23491,2,-8
23492,-3,-4
23493,-9,-2
23494,-19,-14
23495,-6,0
23496,-6,-10
23497,-3,-14
23498,-5,1
23499,-13,0
23500,-19,-2
23501,18,-13
23502,-9,-4
23503,-22,-6
23504,6,-2
23505,2,2
23506,12,-3
23507,-7,6
23508,7,1
23509,15,5
23510,-5,4
23511,4,8
23512,-5,-6
23513,15,0
23514,-6,4
23515,2,-12
23516,-12,2
23517,11,1
23518,7,0
23519,-12,11
23520,8,-2
23521,8,-1
23522,2,13
23523,25,8
23524,-4,-2
23525,-4,3
23526,7,0
23527,-14,7
23528,14,-24
23529,-14,14
23530,8,6
23531,4,-7
23532,-9,15
23533,10,-13
23534,-9,8
23535,-8,-8
23536,-1,-6
23537,9,14
23538,-7,0
23539,-8,-1
23540,-19,-24
23541,14,10
23542,-14,-16
23543,-14,-12
23544,2,7
23545,-10,-12
23546,-8,-6
23547,-12,-12
23548,-3,-9
23549,-17,-17
23550,3,5
23551,-2,4
23552,8,-4
23553,-7,-2
23554,12,4
23555,-11,5
23556,5,-5
23557,11,13
23558,16,3
23559,-1,12
23560,-19,-4
23561,13,-3
23562,-6,4
23563,14,13
23564,-5,10
23565,20,9
23566,18,3
23567,-4,3
23568,3,16
23569,21,3
23570,-3,5
23571,-2,5
23572,16,4
23573,-6,3
23574,11,-2
23575,-8,24
23576,21,-15
23577,-8,13
23578,2,2
23579,-8,5
23580,14,-6
23581,3,4
23582,-7,1
23583,-8,-5
23584,2,3
23585,9,-3
23586,-2,-1
23587,-3,-5
23588,4,-2
23589,-21,-20
23590,-5,-4
23591,-5,4
23592,0,-26
23593,-14,2
23594,-18,-11
23595,2,-18
23596,-22,2
23597,18,-8
23598,-18,2
23599,-7,-16
23600,-3,0
23601,-6,-19
23602,-5,4
23603,-11,4
23604,4,-6
23605,6,5
23606,-22,-11
23607,-1,-7
23608,-6,-5
23609,-2,-3
23610,11,8
23611,4,1
23612,-1,7
23613,3,10
23614,12,2
23615,-5,2
23616,0,2
23617,-3,-6
23618,24,19
23619,-3,-4
23620,17,14
23621,14,13
23622,-30,5
23623,18,0
23624,21,10
23625,4,15
23626,-2,-7
23627,15,0
23628,-7,22
23629,2,-9
23630,16,13
23631,3,4
23632,-4,2
23633,6,2
23634,6,10
23635,-4,-8
23636,-6,9
23637,7,0
23638,0,-6
23639,-9,4
23640,10,9
23641,-12,-9
23642,-6,1
23643,3,4
23644,1,-11
23645,-8,-11
23646,-13,-2
23647,-3,-8
23648,7,-5
23649,-5,-9
23650,-4,-4
23651,-11,-16
23652,0,3
23653,-7,-5
23654,-4,-4
23655,-2,-11
23656,-9,2
23657,1,-13
23658,-16,0
23659,-8,2
23660,0,-12
23661,-6,-6
23662,-19,-4
23663,13,9
23664,-6,-22
23665,-13,-8
23666,-3,13
23667,5,-4
23668,-9,-5
23669,3,-6
23670,-4,8
23671,0,-12
23672,10,7
23673,-17,-4
23674,3,-3
23675,0,1
23676,6,-5
23677,-15,-4
23678,-2,-12
23679,13,13
23680,4,-7
23681,-19,3
23682,30,12
23683,-1,-8
23684,-4,1
23685,-4,4
23686,-5,-1
23687,20,3
23688,-11,-11
23689,-10,1
23690,13,9
23691,7,0
23692,-12,-6
23693,-17,-10
23694,5,-1
23695,8,5
23696,-7,-23
23697,-7,8
23698,-6,-5
23699,15,0
23700,-14,11
23701,-5,-8
23702,5,-2
23703,5,6
23704,-5,-12
23705,-7,2
23706,10,5
23707,7,-4
23708,-2,1
23709,-4,5
23710,0,-3
23711,6,1
23712,5,-2
23713,-16,5
23714,9,1
23715,24,-2
23716,-18,9
23717,2,-3
23718,6,7
23719,4,-2
23720,-6,7
23721,2,4
23722,15,-3
23723,-9,-2
23724,3,12
23725,4,5
23726,2,-10
23727,-4,6
23728,-3,1
23729,1,-6
23730,-4,5
23731,12,9
23732,-3,2
23733,-8,-5
23734,3,-1
23735,-3,1
23736,-5,-3
23737,3,3
23738,-1,0
23739,-1,3
23740,9,0
23741,-6,0
23742,0,2
23743,3,12
23744,2,-7
23745,-22,-2
23746,4,-5
23747,5,-1
23748,-3,10
23749,-4,-9
23750,0,3
23751,-2,8
23752,0,-10
23753,-4,5
23754,-9,-4
23755,-3,-2
23756,9,9
23757,-8,-6
23758,3,9
23759,10,7
23760,-7,-14
23761,-6,1
23762,9,14
23763,-3,1
23764,-8,-2
23765,4,-12
23766,-5,4
23767,-9,-2
23768,-3,-10
23769,5,3
23770,-5,2
23771,1,-9
23772,-10,-2
23773,0,2
23774,5,-10
23775,-10,0
23776,6,1
23777,1,-2
23778,-1,1
23779,-1,-3
23780,16,5
23781,-16,4
23782,5,-1
23783,4,-10
23784,-6,-2
23785,2,9
