,R,L
404,5,6
405,5,4
406,6,5
407,6,5
408,3,3
409,2,0
410,0,-2
411,1,-1
412,3,0
413,0,1
414,3,2
415,4,3
416,2,2
417,1,1
418,0,1
419,0,3
420,-1,1
421,0,1
422,-1,0
423,-1,-2
424,-3,-1
425,-3,-1
426,-4,-4
427,-7,-5
428,-6,-4
429,-3,-2
430,1,-1
431,1,0
432,1,0
433,3,2
434,1,0
435,0,-1
436,1,-1
437,1,-1
438,1,-1
439,4,1
440,5,1
441,3,-1
442,-1,-2
443,-2,-3
444,-1,-2
445,-3,-5
446,-1,-4
447,-3,-4
448,-3,-6
449,-6,-5
450,-8,-7
451,-6,-7
452,-5,-8
453,-3,-6
454,-2,-5
455,-1,-4
456,-2,0
457,-2,-2
458,-1,-4
459,0,-2
460,1,-2
461,3,2
462,3,2
463,5,2
464,2,2
465,0,1
466,-3,0
467,-2,-1
468,1,-1
469,1,-1
470,3,0
471,2,4
472,3,4
473,4,3
474,1,3
475,-1,1
476,-1,-1
477,1,0
478,1,1
479,0,0
480,1,2
481,-1,1
482,-1,-1
483,0,-2
484,2,1
485,-1,3
486,-3,0
487,-1,-1
488,0,-1
489,-2,-1
490,-1,0
491,-3,0
492,0,-2
493,-2,-2
494,-5,-3
495,-1,-3
496,1,-4
497,-2,-3
498,-1,-3
499,0,1
500,-1,1
501,-1,0
502,1,1
503,2,1
504,1,1
505,1,-1
506,-1,0
507,-3,-4
508,-6,-4
509,-5,-4
510,-3,-6
511,-2,-6
512,-4,-5
513,-6,-4
514,-3,-4
515,0,-2
516,2,1
517,4,1
518,3,3
519,2,2
520,-1,0
521,0,-1
522,0,-1
523,1,-1
524,-1,-1
525,-4,0
526,-2,-2
527,-2,-1
528,0,-2
529,0,-2
530,0,1
531,-1,2
532,0,1
533,2,1
534,-3,1
535,-1,0
536,1,2
537,2,3
538,3,4
539,-1,0
540,-2,0
541,-2,-1
542,-2,0
543,-1,2
544,4,3
545,3,3
546,2,1
547,2,-1
548,-1,0
549,-2,-3
550,-2,-3
551,-2,-2
552,-2,0
553,-1,-1
554,-1,0
555,1,2
556,3,4
557,3,4
558,2,4
559,4,3
560,6,4
561,5,5
562,6,5
563,5,7
564,5,4
565,2,1
566,0,0
567,-1,-2
568,0,-2
569,0,-2
570,2,1
571,1,1
572,0,-1
573,0,0
574,1,-1
575,1,-3
576,1,-2
577,1,0
578,3,0
579,3,1
580,2,2
581,2,4
582,0,1
583,-1,1
584,-2,-1
585,1,0
586,0,2
587,0,2
588,1,1
589,2,0
590,1,1
591,0,0
592,-2,1
593,0,0
594,1,-1
595,-1,0
596,0,0
597,-1,-1
598,0,0
599,0,0
600,0,1
601,0,0
602,-2,-2
603,-3,-2
604,-1,-4
605,-3,-4
606,-2,-4
607,-3,-3
608,-3,-2
609,-4,-3
610,-5,-3
611,-4,-5
612,-4,-6
613,-2,-4
614,-3,-5
615,-3,-5
616,-5,-4
617,-4,-3
618,-5,-5
619,-5,-4
620,-2,-5
621,-2,-4
622,-4,-3
623,-6,-4
624,-6,-8
625,-6,-5
626,-7,-6
627,-8,-7
628,-8,-6
629,-7,-6
630,-9,-8
631,-8,-6
632,-5,-4
633,-4,-2
634,0,-2
635,-2,-1
636,-1,-1
637,0,0
638,0,0
639,1,0
640,3,2
641,3,3
642,3,2
643,0,-1
644,2,0
645,-2,-1
646,1,1
647,0,1
648,1,2
649,0,2
650,-2,0
651,0,-1
652,-2,-3
653,-1,1
654,1,2
655,4,5
656,5,7
657,6,6
658,9,9
659,8,7
660,4,6
661,2,3
662,1,2
663,2,1
664,2,3
665,3,5
666,6,6
667,5,5
668,3,3
669,4,3
670,5,1
671,3,0
672,2,2
673,1,1
674,3,1
675,2,1
676,2,0
677,1,1
678,-1,1
679,1,1
680,1,1
681,-1,-1
682,0,-2
683,1,-1
684,-2,-2
685,-4,-3
686,-3,-4
687,-2,-5
688,-5,-5
689,-6,-6
690,-3,-5
691,-5,-5
692,-3,-4
693,-2,0
694,1,0
695,0,-1
696,-1,1
697,2,1
698,2,2
699,-1,0
700,-2,0
701,-2,-2
702,-1,-3
703,0,-1
704,-1,1
705,-1,-1
706,-5,-1
707,-2,-2
708,0,-3
709,-1,-2
710,-2,-1
711,0,0
712,-1,0
713,-2,1
714,-3,-2
715,-4,-3
716,-3,-2
717,-3,-3
718,-1,-4
719,-4,-4
720,-2,1
721,-1,-2
722,0,-3
723,-2,-2
724,-3,-2
725,-4,-2
726,-6,-3
727,-5,-4
728,-1,-4
729,-5,-2
730,-2,-1
731,0,0
732,0,-2
733,-2,0
734,-2,2
735,4,3
736,4,1
737,4,3
738,2,6
739,5,5
740,4,7
741,1,6
742,4,6
743,2,6
744,0,4
745,-2,2
746,1,3
747,2,3
748,3,5
749,1,5
750,3,3
751,2,4
752,3,6
753,4,4
754,2,1
755,-1,0
756,1,2
757,1,2
758,-1,2
759,-4,2
760,-2,1
761,1,1
762,2,0
763,0,1
764,-3,0
765,-5,-3
766,-3,-6
767,-2,-6
768,-2,-4
769,-3,-4
770,-2,-2
771,0,-3
772,0,-5
773,-1,-5
774,0,-3
775,-1,-2
776,-4,-3
777,-3,-4
778,-2,-4
779,-3,-4
780,-4,-3
781,-2,-3
782,-3,-4
783,-4,-3
784,-3,-4
785,-2,-4
786,-4,-5
787,-3,-4
788,-3,-4
789,-4,-4
790,-4,-5
791,-3,-4
792,-3,-4
793,-3,-4
794,0,-3
795,0,-3
796,0,-1
797,-2,-3
798,-1,-4
799,-1,-3
800,0,-1
801,-1,-2
802,-1,-1
803,-1,-2
804,-1,-3
805,-1,-1
806,1,-1
807,1,1
808,2,1
809,2,1
810,2,3
811,1,1
812,0,1
813,2,0
814,1,-1
815,-1,1
816,0,-1
817,-1,1
818,-1,0
819,0,0
820,-2,1
821,-1,0
822,-3,-1
823,-3,-2
824,-1,0
825,0,-1
826,-1,1
827,0,0
828,0,0
829,0,2
830,1,1
831,4,1
832,4,2
833,2,2
834,3,2
835,1,1
836,2,2
837,2,1
838,4,1
839,1,1
840,1,3
841,2,2
842,3,2
843,4,3
844,3,2
845,-1,2
846,2,1
847,2,1
848,0,2
849,1,2
850,1,2
851,-2,1
852,-2,1
853,-2,-1
854,0,1
855,-3,-1
856,-4,-4
857,0,1
858,-1,1
859,-3,-1
860,-2,-4
861,-3,-3
862,-4,-1
863,-4,-1
864,-1,0
865,1,0
866,-2,-1
867,-2,0
868,-1,1
869,-2,-4
870,-2,-2
871,0,-1
872,-2,-3
873,-2,-3
874,-1,-2
875,-2,-2
876,1,-3
877,-3,-4
878,-3,-4
879,-3,-5
880,-4,-4
881,-5,-4
882,-2,-3
883,0,-1
884,-4,-4
885,-5,-5
886,-4,-4
887,-2,-2
888,0,1
889,1,0
890,0,-1
891,1,-1
892,5,3
893,5,6
894,5,5
895,3,3
896,2,3
897,-1,4
898,0,3
899,2,3
900,1,3
901,0,2
902,0,-1
903,0,1
904,0,3
905,3,3
906,2,1
907,1,1
908,2,2
909,3,2
910,2,4
911,3,5
912,5,5
913,3,4
914,0,2
915,0,-1
916,2,-2
917,1,1
918,2,3
919,3,-1
920,0,1
921,-2,-1
922,1,1
923,-2,-2
924,-4,-2
925,-3,-2
926,-3,-3
927,-2,-3
928,-1,-2
929,2,0
930,-3,0
931,-4,-2
932,-2,-4
933,-3,-4
934,-1,-4
935,-1,0
936,-4,-2
937,-2,-2
938,-3,-1
939,-4,-3
940,-3,-4
941,-3,-3
942,-1,-7
943,-4,-7
944,-3,-5
945,0,-5
946,-1,-4
947,-4,-5
948,-2,-5
949,-2,-4
950,-3,-4
951,-5,-4
952,0,-4
953,0,-3
954,-2,-4
955,0,-1
956,-1,-4
957,-5,-4
958,-4,-2
959,-1,-2
960,0,-4
961,-3,-5
962,-5,-2
963,-5,-4
964,-2,-4
965,-3,-1
966,1,1
967,4,1
968,1,2
969,-1,1
970,-2,-1
971,-1,-2
972,1,0
973,2,0
974,-1,0
975,-1,0
976,2,1
977,2,1
978,2,0
979,2,1
980,0,0
981,-2,-2
982,0,-1
983,1,2
984,0,2
985,0,-1
986,0,-2
987,1,0
988,-1,0
989,1,1
990,1,2
991,2,2
992,2,4
993,2,5
994,3,5
995,2,5
996,4,2
997,4,3
998,-1,2
999,-1,1
1000,0,1
1001,-1,1
1002,0,0
1003,0,0
1004,2,2
1005,2,2
1006,3,3
1007,1,2
1008,1,2
1009,2,2
1010,2,1
1011,1,0
1012,0,1
1013,-1,-1
1014,0,-1
1015,-3,-3
1016,-4,-3
1017,-3,-3
1018,-3,-3
1019,-2,-5
1020,0,-2
1021,0,0
1022,2,2
1023,0,1
1024,1,0
1025,-1,-1
1026,-2,-2
1027,-3,-4
1028,-4,-5
1029,-3,-3
1030,-1,-3
1031,-3,-6
1032,-4,-6
1033,-3,-5
1034,-6,-4
1035,-5,-4
1036,-3,-3
1037,-3,-3
1038,-2,-3
1039,-2,-3
1040,0,-2
1041,0,-2
1042,1,-1
1043,1,-1
1044,0,-1
1045,0,-1
1046,0,-1
1047,1,0
1048,0,1
1049,1,2
1050,0,1
1051,-1,0
1052,1,-2
1053,2,-1
1054,1,2
1055,5,3
1056,3,4
1057,2,4
1058,1,3
1059,3,2
1060,1,4
1061,4,7
1062,6,7
1063,5,6
1064,6,5
1065,4,6
1066,2,5
1067,2,3
1068,4,3
1069,5,5
1070,3,5
1071,3,4
1072,2,5
1073,2,6
1074,2,2
1075,0,0
1076,0,1
1077,-1,0
1078,-1,-1
1079,-4,-2
1080,-2,-1
1081,-1,0
1082,-2,-2
1083,-4,-3
1084,-5,-3
1085,-6,-5
1086,-7,-6
1087,-10,-8
1088,-5,-6
1089,-4,-6
1090,-5,-5
1091,-5,-5
1092,-6,-8
1093,-6,-7
1094,-7,-7
1095,-5,-8
1096,-4,-3
1097,-3,-5
1098,-1,-4
1099,-1,-4
1100,-2,-3
1101,-3,-3
1102,-2,-3
1103,-1,-3
1104,-2,-4
1105,-1,-2
1106,1,-1
1107,0,-3
1108,-2,0
1109,-2,-3
1110,-2,-3
1111,-2,-4
1112,-3,-3
1113,0,1
1114,0,1
1115,3,2
1116,3,3
1117,2,4
1118,2,3
1119,3,2
1120,4,2
1121,3,3
1122,3,4
1123,3,6
1124,1,5
1125,2,4
1126,5,4
1127,6,5
1128,3,4
1129,2,3
1130,4,3
1131,3,3
1132,4,2
1133,1,1
1134,2,2
1135,4,3
1136,2,2
1137,1,0
1138,-1,-1
1139,-3,-3
1140,-4,-5
1141,-2,-4
1142,-1,-1
1143,-2,0
1144,-3,-2
1145,-2,-2
1146,-3,-2
1147,-1,-1
1148,-4,-4
1149,-5,-5
1150,-6,-4
1151,-7,-4
1152,-2,-3
1153,0,-1
1154,1,1
1155,0,-1
1156,-4,-2
1157,-5,-3
1158,0,-1
1159,-2,-2
1160,-2,-1
1161,0,1
1162,0,0
1163,0,1
1164,-3,-1
1165,0,-2
1166,0,0
1167,-1,-2
1168,1,-2
1169,0,0
1170,1,0
1171,3,2
1172,2,-2
1173,0,-2
1174,1,1
1175,-1,0
1176,-1,1
1177,1,-1
1178,4,1
1179,0,0
1180,3,1
1181,2,1
1182,-1,-1
1183,0,2
1184,-1,1
1185,2,0
1186,0,-1
1187,-2,0
1188,-1,2
1189,0,0
1190,-1,0
1191,1,0
1192,3,2
1193,2,1
1194,1,1
1195,-1,-1
1196,-1,-1
1197,0,-2
1198,2,-2
1199,-2,0
1200,-2,1
1201,-1,1
1202,0,0
1203,3,-1
1204,3,-1
1205,-2,-3
1206,-4,-3
1207,-3,-2
1208,0,0
1209,1,0
1210,3,1
1211,4,2
1212,2,-1
1213,-1,1
1214,1,1
1215,-1,1
1216,0,-1
1217,2,0
1218,2,3
1219,1,5
1220,1,4
1221,4,2
1222,3,3
1223,-1,0
1224,1,-1
1225,3,2
1226,2,4
1227,1,2
1228,0,-3
1229,-3,-3
1230,-2,-1
1231,-1,-1
1232,-1,-2
1233,-1,-1
1234,-1,-1
1235,-1,-2
1236,-1,-2
1237,-1,-2
1238,-2,-2
1239,-2,-1
1240,-2,-2
1241,-4,-4
1242,-3,-5
1243,-2,-4
1244,-1,-3
1245,-2,-3
1246,-2,-2
1247,-3,-4
1248,-4,-4
1249,-4,-5
1250,-2,-3
1251,-2,-5
1252,-2,-2
1253,-5,-3
1254,-6,-5
1255,-5,-5
1256,-2,-3
1257,-1,-3
1258,0,-3
1259,-1,-2
1260,-3,-4
1261,-3,-5
1262,-5,-5
1263,-4,-3
1264,-5,-4
1265,-3,-3
1266,-3,-3
1267,-4,-3
1268,-1,-1
1269,-3,-2
1270,0,-3
1271,2,-1
1272,-1,-1
1273,1,0
1274,1,0
1275,3,2
1276,2,1
1277,3,1
1278,4,3
1279,2,0
1280,2,1
1281,2,1
1282,2,0
1283,0,2
1284,1,-1
1285,0,-1
1286,-1,-2
1287,0,0
1288,0,-1
1289,0,-2
1290,0,-1
1291,0,-2
1292,1,0
1293,0,-1
1294,1,0
1295,1,0
1296,2,2
1297,1,2
1298,-1,-1
1299,-1,-1
1300,0,-1
1301,1,-1
1302,-1,-1
1303,-3,-1
1304,-1,-2
1305,-2,-1
1306,-5,-1
1307,-4,-3
1308,-1,-2
1309,1,-2
1310,1,0
1311,1,0
1312,0,0
1313,-2,0
1314,-1,-1
1315,-1,-1
1316,-2,-1
1317,0,0
1318,-2,-2
1319,-2,-2
1320,-2,-1
1321,-2,-1
1322,-1,-1
1323,-2,-2
1324,-2,-1
1325,-2,-2
1326,-1,-3
1327,-2,-3
1328,-3,-3
1329,-5,-3
1330,-2,-2
1331,-4,-3
1332,-2,0
1333,-1,0
1334,-1,1
1335,-2,-2
1336,0,-1
1337,0,-1
1338,0,2
1339,2,1
1340,0,2
1341,0,1
1342,-1,-1
1343,0,-1
1344,1,-2
1345,0,-1
1346,0,1
1347,1,0
1348,1,0
1349,1,2
1350,3,2
1351,3,3
1352,3,4
1353,2,4
1354,3,3
1355,2,1
1356,-1,1
1357,-2,1
1358,-3,1
1359,-4,0
1360,-1,1
1361,-1,1
1362,-2,1
1363,-2,2
1364,0,2
1365,1,0
1366,3,1
1367,2,1
1368,1,2
1369,2,2
1370,2,2
1371,-1,1
1372,-1,0
1373,1,-1
1374,0,-1
1375,0,0
1376,1,1
1377,1,2
1378,0,-1
1379,-1,-1
1380,0,-3
1381,-1,-1
1382,0,-2
1383,2,-1
1384,1,0
1385,-3,0
1386,0,0
1387,2,1
1388,3,0
1389,3,0
1390,1,0
1391,2,3
1392,2,1
1393,2,1
1394,-2,-1
1395,-1,-1
1396,1,-1
1397,0,-3
1398,0,-3
1399,-2,-2
1400,-2,-3
1401,-5,-3
1402,-4,-3
1403,1,-1
1404,1,2
1405,2,-2
1406,1,1
1407,-2,-2
1408,-3,-1
1409,-3,-1
1410,1,-1
1411,1,-3
1412,-1,-2
1413,-1,0
1414,-3,-1
1415,-1,-1
1416,-2,0
1417,1,2
1418,0,1
1419,-1,-2
1420,-4,-2
1421,-5,-3
1422,-2,-5
1423,2,-1
1424,0,0
1425,-2,0
1426,-1,-2
1427,0,-2
1428,2,-3
1429,1,-3
1430,-1,-2
1431,-1,0
1432,1,1
1433,1,1
1434,0,2
1435,-1,1
1436,1,0
1437,-1,-1
1438,-2,-3
1439,-2,-2
1440,-4,-3
1441,-3,-2
1442,-1,-1
1443,0,1
1444,-2,0
1445,-4,0
1446,-3,-3
1447,-1,-3
1448,-2,-1
1449,-2,-3
1450,-2,-1
1451,-4,0
1452,-3,0
1453,0,0
1454,-1,-1
1455,-1,0
1456,1,-1
1457,-1,-1
1458,-1,0
1459,2,0
1460,1,2
1461,0,4
1462,1,2
1463,-1,-2
1464,-1,-2
1465,-2,-3
1466,-1,-2
1467,-1,-1
1468,-1,0
1469,1,0
1470,2,0
1471,1,2
1472,0,0
1473,1,-1
1474,-2,-2
1475,-1,-3
1476,-1,-2
1477,-2,-2
1478,-2,-1
1479,-1,-1
1480,1,0
1481,0,0
1482,2,-1
1483,1,-1
1484,-2,-4
1485,0,-2
1486,1,-1
1487,0,0
1488,-1,0
1489,0,0
1490,-2,0
1491,-1,-2
1492,-2,-3
1493,-3,-3
1494,-4,-2
1495,-4,-3
1496,-3,-2
1497,-2,-2
1498,-3,-3
1499,-3,-2
1500,-4,-2
1501,-3,-2
1502,1,0
1503,1,3
1504,0,1
1505,2,2
1506,4,4
1507,3,4
1508,2,4
1509,2,4
1510,4,5
1511,4,3
1512,5,4
1513,4,4
1514,1,4
1515,1,5
1516,2,2
1517,3,3
1518,3,3
1519,1,3
1520,2,2
1521,3,3
1522,1,4
1523,3,2
1524,2,1
1525,2,2
1526,3,3
1527,1,3
1528,2,2
1529,3,2
1530,1,1
1531,1,-1
1532,-1,-1
1533,-1,-2
1534,-3,-1
1535,0,-2
1536,-1,-3
1537,-2,-2
1538,-2,-4
1539,-3,-5
1540,-3,-5
1541,-3,-4
1542,0,-4
1543,0,-3
1544,-1,-2
1545,-3,-3
1546,-2,-1
1547,-3,-1
1548,-3,-3
1549,-4,-4
1550,-4,-5
1551,-4,-4
1552,-4,-4
1553,-4,-5
1554,-5,-4
1555,-7,-6
1556,-6,-5
1557,-8,-7
1558,-6,-6
1559,-8,-9
1560,-9,-9
1561,-10,-8
1562,-9,-10
1563,-8,-6
1564,-8,-7
1565,-9,-9
1566,-13,-10
1567,-16,-12
1568,-18,-17
1569,-27,-20
1570,-34,-33
1571,-2,-19
1572,59,36
1573,24,37
1574,27,5
1575,30,64
1576,9,-9
1577,114,91
1578,107,103
1579,112,109
1580,22,69
1581,27,31
1582,96,97
1583,176,107
1584,311,222
1585,398,332
1586,313,316
1587,13,165
1588,-356,-146
1589,-633,-409
1590,-508,-592
1591,-28,-300
1592,-197,-129
1593,-37,-195
1594,466,445
1595,209,374
1596,-237,-215
1597,-389,-376
1598,-132,-172
1599,-52,-136
1600,106,-54
1601,-75,278
1602,-228,-219
1603,542,221
1604,294,366
1605,-148,-158
1606,-531,-343
1607,-540,-491
1608,-195,-222
1609,28,-39
1610,-69,-187
1611,79,34
1612,444,456
1613,118,126
1614,-429,-186
1615,-36,-83
1616,128,-6
1617,320,207
1618,120,137
1619,-398,-126
1620,146,96
1621,389,234
1622,2,9
1623,-78,-177
1624,-113,-162
1625,-81,92
1626,181,217
1627,53,59
1628,-93,-135
1629,200,76
1630,290,271
1631,-57,-32
1632,-333,-188
1633,-174,-65
1634,402,219
1635,132,151
1636,89,99
1637,235,165
1638,139,160
1639,97,140
1640,65,7
1641,-15,-91
1642,-132,-65
1643,9,99
1644,4,50
1645,-193,-238
1646,-15,-42
1647,233,132
1648,23,74
1649,-349,-75
1650,-338,-231
1651,-97,-214
1652,30,-59
1653,-13,-74
1654,19,-74
1655,-45,84
1656,29,43
1657,48,5
1658,-12,8
1659,-57,-80
1660,-56,34
1661,-99,-78
1662,48,-112
1663,-65,-83
1664,-104,18
1665,-7,28
1666,-6,-28
1667,-25,-3
1668,-83,-85
1669,28,11
1670,7,-73
1671,-16,-125
1672,43,30
1673,9,40
1674,-5,20
1675,36,101
1676,101,79
1677,75,37
1678,-58,-45
1679,-21,3
1680,106,57
1681,95,4
1682,-83,63
1683,48,72
1684,91,50
1685,34,-52
1686,-22,77
1687,-29,-67
1688,98,-63
1689,21,82
1690,30,124
1691,38,8
1692,-41,-70
1693,-17,131
1694,85,63
1695,-46,-141
1696,-49,-30
1697,1,57
1698,-25,-90
1699,-26,-21
1700,19,33
1701,93,51
1702,-35,48
1703,-116,-86
1704,26,-38
1705,-72,35
1706,-28,-105
1707,96,12
1708,89,118
1709,7,30
1710,-62,18
1711,-1,17
1712,-4,-28
1713,-124,-127
1714,37,24
1715,48,50
1716,-7,-68
1717,29,9
1718,-17,50
1719,-24,11
1720,116,65
1721,10,54
1722,-88,-57
1723,54,-14
1724,89,51
1725,17,58
1726,-12,17
1727,-71,-36
1728,-32,-47
1729,-16,-3
1730,78,-7
1731,13,-16
1732,-162,-100
1733,-71,-37
1734,13,-10
1735,43,34
1736,-26,-16
1737,-31,-24
1738,-5,11
1739,11,-15
1740,16,35
1741,-21,-46
1742,23,-22
1743,18,88
1744,-49,17
1745,-8,-58
1746,27,-33
1747,-40,-35
1748,33,-2
1749,60,63
1750,-8,19
1751,-58,-65
1752,-92,-73
1753,-28,-26
1754,-84,-44
1755,-83,-78
1756,63,18
1757,64,65
1758,46,39
1759,32,-4
1760,-60,-65
1761,4,15
1762,-29,28
1763,-32,13
1764,82,-71
1765,7,41
1766,-38,59
1767,51,0
1768,115,53
1769,-30,-40
1770,-9,67
1771,42,52
1772,7,-34
1773,-17,-48
1774,12,16
1775,36,37
1776,48,51
1777,77,51
1778,-5,17
1779,-21,-22
1780,24,11
1781,45,81
1782,52,44
1783,8,16
1784,-47,-19
1785,-35,-45
1786,-23,-99
1787,-77,-14
1788,-14,20
1789,1,19
1790,42,-14
1791,-8,14
1792,0,-17
1793,-14,-6
1794,-53,55
1795,76,-44
1796,-13,2
1797,-96,-32
1798,-47,-54
1799,95,25
1800,10,24
1801,-71,4
1802,7,-51
1803,-52,-62
1804,-69,-41
1805,-37,-22
1806,10,6
1807,-8,-6
1808,-36,-39
1809,36,-6
1810,27,21
1811,-39,3
1812,-4,16
1813,25,-4
1814,-56,-45
1815,1,12
1816,-2,-21
1817,12,3
1818,14,13
1819,42,19
1820,-24,13
1821,-18,-15
1822,97,70
1823,77,50
1824,-26,-7
1825,-34,-7
1826,13,-26
1827,3,-59
1828,-26,37
1829,-16,62
1830,80,23
1831,44,13
1832,-78,-35
1833,-22,-44
1834,67,57
1835,-18,28
1836,1,-31
1837,26,27
1838,-42,2
1839,40,-8
1840,49,38
1841,15,34
1842,-30,5
1843,-33,-22
1844,35,-43
1845,7,-12
1846,1,32
1847,-21,26
1848,0,0
1849,52,13
1850,39,26
1851,-27,-7
1852,-23,-4
1853,-2,-4
1854,13,-28
1855,-22,-14
1856,-48,-24
1857,13,-13
1858,21,32
1859,-36,16
1860,-61,-51
1861,-13,-64
1862,-15,-16
1863,-8,-20
1864,-3,-11
1865,-15,25
1866,1,64
1867,84,25
1868,-15,-59
1869,-47,-33
1870,-41,-25
1871,-7,-16
1872,-14,-10
1873,-97,-19
