,R,L
180,0,3
181,0,4
182,0,4
183,3,5
184,2,3
185,3,4
186,6,5
187,3,3
188,2,3
189,0,2
190,1,3
191,-2,2
192,0,2
193,0,1
194,-1,0
195,-2,1
196,-1,1
197,-2,1
198,-2,-1
199,-2,-1
200,0,0
201,1,0
202,2,2
203,1,2
204,1,0
205,-1,0
206,-1,0
207,2,-1
208,-1,1
209,-1,0
210,0,-1
211,-1,1
212,0,2
213,-1,1
214,2,-1
215,0,0
216,-1,-2
217,-1,-2
218,-2,-3
219,-4,-3
220,-3,-3
221,-2,-4
222,-2,-4
223,1,-3
224,1,-1
225,-1,-2
226,0,-2
227,0,-2
228,-1,0
229,-1,1
230,0,0
231,0,2
232,-1,2
233,-1,2
234,-3,-2
235,-3,0
236,-2,1
237,1,1
238,-2,0
239,-1,2
240,3,4
241,1,1
242,1,0
243,2,2
244,1,3
245,1,2
246,1,4
247,5,3
248,5,2
249,0,1
250,3,2
251,4,1
252,0,0
253,-3,-1
254,-1,0
255,1,-2
256,-1,-3
257,-3,-2
258,-4,-2
259,-3,0
260,-3,1
261,1,1
262,3,2
263,-2,2
264,-5,-3
265,-6,-5
266,-7,-7
267,-4,-6
268,0,-2
269,-1,-1
270,-4,-2
271,-4,-3
272,-4,-7
273,-2,-7
274,-1,-7
275,-1,-6
276,-2,-4
277,-4,-4
278,-2,-2
279,-3,-4
280,-1,-4
281,-1,-2
282,-2,-2
283,-1,-2
284,-1,-2
285,0,1
286,0,0
287,1,0
288,0,1
289,1,-1
290,-1,-2
291,0,-4
292,1,-1
293,-2,-2
294,-1,-2
295,0,-1
296,1,-1
297,-1,-2
298,-2,-2
299,-1,-3
300,-1,-1
301,-1,-1
302,-1,-1
303,-1,-2
304,0,0
305,-1,0
306,2,-1
307,-1,-1
308,-2,-1
309,-1,-1
310,-2,-3
311,-4,-1
312,-4,-3
313,-2,-2
314,-1,-1
315,-2,-1
316,-1,-1
317,1,1
318,3,4
319,3,3
320,5,5
321,4,5
322,-2,3
323,-1,3
324,-1,1
325,-2,0
326,1,2
327,2,2
328,-1,3
329,-1,2
330,0,2
331,0,1
332,-1,1
333,-1,1
334,0,0
335,-1,1
336,-1,1
337,0,1
338,1,0
339,0,-1
340,1,-1
341,1,0
342,1,0
343,2,0
344,1,2
345,0,1
346,1,-1
347,0,0
348,0,-4
349,-1,-3
350,-1,-2
351,1,-1
352,1,-1
353,2,-1
354,3,-2
355,1,-2
356,1,-1
357,0,0
358,2,-1
359,2,-1
360,1,0
361,2,1
362,0,1
363,-2,0
364,-2,-2
365,-3,-5
366,-3,-4
367,-3,-1
368,-2,-1
369,-4,0
370,-4,-3
371,-3,-4
372,-4,-4
373,-7,-4
374,-6,-5
375,-4,-3
376,-3,-2
377,2,1
378,1,1
379,0,0
380,-1,0
381,-1,1
382,-1,0
383,0,1
384,0,2
385,0,1
386,-1,-1
387,-2,0
388,-2,0
389,0,1
390,1,0
391,-1,2
392,-3,2
393,-1,-2
394,0,-1
395,0,-1
396,2,0
397,2,3
398,0,5
399,0,3
400,2,3
401,1,2
402,1,2
403,2,2
404,2,1
405,0,0
406,2,3
407,1,3
408,-2,1
409,-1,0
410,0,-1
411,0,0
412,0,-1
413,0,0
414,0,0
415,-1,-1
416,0,0
417,-1,-1
418,-2,-1
419,-1,-1
420,2,-1
421,0,0
422,2,0
423,3,0
424,4,0
425,1,-1
426,-2,-3
427,0,-4
428,-2,-4
429,-1,-2
430,0,-1
431,1,1
432,-1,1
433,2,1
434,1,0
435,-1,0
436,-1,-2
437,0,1
438,1,0
439,0,-1
440,2,-1
441,1,1
442,2,0
443,1,0
444,0,-1
445,-2,-1
446,-1,-2
447,-2,-3
448,-1,-2
449,1,-1
450,1,-2
451,-4,-3
452,-1,-1
453,-3,-2
454,-2,-3
455,-2,-1
456,-3,-2
457,0,-1
458,-1,0
459,-1,0
460,0,2
461,-1,2
462,-2,-2
463,-1,0
464,-4,-3
465,1,0
466,0,-1
467,-1,-1
468,-1,-2
469,-3,-3
470,-4,-2
471,-4,-4
472,-1,-4
473,0,-2
474,-2,-2
475,-1,-3
476,-1,-1
477,-3,-5
478,-5,-3
479,-3,-3
480,-1,-4
481,-3,-5
482,-3,-2
483,-4,-3
484,-1,-4
485,-3,-1
486,-3,0
487,0,-1
488,0,1
489,0,2
490,-1,1
491,0,1
492,1,-1
493,2,-1
494,1,0
495,0,-1
496,-1,0
497,-1,0
498,1,-2
499,1,-3
500,2,0
501,4,1
502,0,1
503,-1,3
504,0,0
505,1,-1
506,1,0
507,0,1
508,0,1
509,-1,1
510,-1,-1
511,-1,-2
512,2,0
513,0,2
514,1,2
515,2,3
516,4,0
517,3,0
518,-2,1
519,0,0
520,-1,0
521,-2,-1
522,1,-1
523,-1,-1
524,-3,-2
525,0,-1
526,-1,-2
527,-3,0
528,-3,0
529,-1,-1
530,-3,1
531,-1,-1
532,-1,0
533,-4,1
534,0,0
535,-2,-2
536,-3,-3
537,-4,-1
538,-2,-1
539,-1,1
540,0,1
541,-2,-1
542,-3,-1
543,-3,0
544,-1,0
545,1,1
546,2,2
547,-1,3
548,0,1
549,2,2
550,1,3
551,0,1
552,0,0
553,1,2
554,1,3
555,0,3
556,0,3
557,2,4
558,0,1
559,1,3
560,1,1
561,1,-1
562,-1,-1
563,0,0
564,2,1
565,1,0
566,0,3
567,3,1
568,1,0
569,0,1
570,1,-1
571,2,-1
572,1,0
573,1,1
574,0,0
575,0,1
576,1,-2
577,-1,0
578,-2,-2
579,-1,-4
580,-1,-1
581,-1,-2
582,0,0
583,-1,-3
584,-2,-3
585,-4,-4
586,-4,-4
587,-2,-3
588,0,-1
589,-1,-1
590,-3,-1
591,-2,-1
592,-3,-2
593,-3,-2
594,-1,-2
595,-3,-3
596,-3,-2
597,-3,-4
598,-3,-4
599,-5,-3
600,-6,-6
601,-5,-5
602,-5,-4
603,-4,-5
604,-4,-3
605,-4,-4
606,-5,-5
607,-5,-5
608,-3,-4
609,-3,-3
610,-3,-3
611,-1,-3
612,-4,-3
613,-3,-3
614,-2,-2
615,-2,-3
616,-1,-2
617,0,-1
618,1,-1
619,-2,0
620,-1,0
621,-1,-2
622,-4,-3
623,-1,-1
624,2,-1
625,0,0
626,0,1
627,-2,0
628,-2,0
629,-2,-2
630,1,-2
631,-1,-2
632,-1,-1
633,1,0
634,3,2
635,3,2
636,2,1
637,4,2
638,3,3
639,2,3
640,2,1
641,0,1
642,1,0
643,-1,3
644,4,3
645,5,2
646,1,1
647,-1,0
648,-1,-1
649,-1,0
650,0,0
651,0,-1
652,-1,-1
653,-2,-2
654,-2,-4
655,-3,-3
656,0,-3
657,0,0
658,1,2
659,2,1
660,2,-1
661,0,1
662,-1,-2
663,-3,-3
664,-2,-1
665,-1,0
666,0,2
667,1,2
668,1,1
669,1,3
670,0,2
671,0,1
672,1,-1
673,3,1
674,2,1
675,1,1
676,0,3
677,2,3
678,-1,1
679,0,-1
680,1,1
681,0,1
682,1,1
683,0,3
684,-2,0
685,-3,2
686,-2,2
687,-1,0
688,-2,0
689,-3,-1
690,-2,0
691,-2,-2
692,-2,-4
693,-1,0
694,-3,2
695,-4,-1
696,-6,-2
697,-3,-4
698,-2,-3
699,-4,-5
700,-1,-3
701,-3,-2
702,-5,-3
703,-3,-3
704,-3,-2
705,1,-4
706,0,-3
707,-3,-1
708,-3,-1
709,0,-1
710,-2,0
711,0,1
712,1,3
713,-1,2
714,-1,-1
715,-4,-3
716,-1,-3
717,0,-2
718,0,1
719,0,2
720,2,2
721,-1,2
722,-1,2
723,1,1
724,-1,0
725,-1,1
726,3,3
727,3,4
728,2,6
729,2,4
730,1,4
731,1,3
732,4,2
733,3,3
734,0,0
735,-1,1
736,-1,0
737,-1,0
738,-1,2
739,1,1
740,0,0
741,1,-1
742,-1,-2
743,-1,-2
744,-1,-3
745,-3,-2
746,-4,-4
747,-5,-5
748,-3,-5
749,-4,-5
750,-3,-3
751,-2,-4
752,-4,-3
753,-2,-5
754,-1,-4
755,-3,-5
756,-1,-3
757,-2,-4
758,-5,-6
759,-4,-7
760,-3,-7
761,-4,-5
762,-1,-4
763,1,-1
764,-1,0
765,0,-1
766,-2,-2
767,-2,-2
768,-2,-3
769,-1,-2
770,0,-1
771,-2,-1
772,-1,-1
773,0,1
774,0,2
775,0,-1
776,-1,-1
777,0,-2
778,1,-2
779,2,1
780,1,2
781,2,2
782,2,3
783,3,2
784,1,2
785,2,1
786,1,1
787,3,3
788,2,3
789,1,2
790,1,1
791,0,1
792,-1,0
793,0,0
794,-1,0
795,-1,2
796,1,2
797,0,2
798,0,3
799,-1,2
800,-1,2
801,-1,3
802,-1,2
803,0,-1
804,-2,-3
805,-2,-1
806,-1,-3
807,0,-1
808,-2,1
809,-1,-1
810,-1,1
811,-4,-1
812,-2,-3
813,1,-1
814,-1,-1
815,-1,0
816,-1,-1
817,1,-1
818,0,-1
819,0,-1
820,1,2
821,1,0
822,0,1
823,-1,-1
824,-2,0
825,-2,1
826,-2,1
827,-2,1
828,-2,-1
829,-3,-2
830,-2,-1
831,-2,-2
832,-1,-2
833,-3,-1
834,-3,-4
835,-2,-5
836,-4,-5
837,-3,-5
838,-1,-3
839,0,0
840,0,2
841,2,1
842,-1,0
843,0,-2
844,0,-1
845,1,0
846,2,0
847,3,0
848,2,1
849,0,1
850,1,2
851,3,2
852,2,1
853,0,2
854,1,0
855,1,-1
856,-1,-1
857,2,-1
858,1,0
859,1,2
860,0,1
861,1,0
862,1,-1
863,0,-2
864,-2,0
865,-2,0
866,0,2
867,0,2
868,0,4
869,0,2
870,-1,1
871,3,2
872,3,4
873,0,1
874,-2,1
875,1,2
876,1,3
877,2,4
878,2,5
879,1,4
880,-1,2
881,-2,-1
882,-3,-1
883,-2,0
884,-2,-2
885,-2,-4
886,-3,-2
887,-4,-2
888,-4,-4
889,-1,-3
890,-2,-2
891,-2,-1
892,-2,-1
893,-3,-3
894,-4,-2
895,-4,-2
896,-2,-1
897,0,0
898,-3,-1
899,0,-1
900,-2,-1
901,-1,-1
902,-1,-2
903,-3,-2
904,-2,-3
905,-3,-3
906,-1,-3
907,0,0
908,-3,-2
909,-2,-4
910,-3,-3
911,-4,-4
912,-3,-5
913,-5,-4
914,-3,-3
915,0,-1
916,1,-3
917,0,0
918,-1,-1
919,-3,0
920,-4,-1
921,-3,-3
922,0,-3
923,-4,0
924,-2,0
925,3,0
926,-2,0
927,-3,0
928,-1,2
929,2,5
930,2,2
931,-1,0
932,-2,-1
933,-2,-1
934,1,1
935,0,2
936,2,2
937,2,3
938,-1,1
939,-3,-1
940,-3,-3
941,-1,-5
942,0,-5
943,-1,-1
944,-2,0
945,-3,-1
946,-4,-2
947,-2,-5
948,0,-3
949,0,-4
950,-2,-3
951,-2,-2
952,-2,-1
953,-1,1
954,2,3
955,3,4
956,1,2
957,0,1
958,0,-1
959,0,-1
960,1,0
961,3,0
962,2,2
963,1,2
964,1,2
965,2,-1
966,1,-2
967,-2,0
968,-2,0
969,-1,-2
970,0,0
971,0,1
972,0,0
973,-2,-1
974,-3,-1
975,1,-1
976,1,-2
977,1,0
978,2,-1
979,0,-1
980,-1,0
981,-1,-1
982,-1,-1
983,0,-1
984,1,-1
985,1,1
986,1,0
987,2,0
988,2,0
989,0,-3
990,-2,-2
991,-1,-1
992,-2,-3
993,0,-2
994,-2,0
995,-2,-1
996,-1,-3
997,-1,-2
998,0,-3
999,3,1
1000,2,0
1001,0,-1
1002,1,-1
1003,-1,-2
1004,-3,-2
1005,-3,-2
1006,-1,0
1007,0,-1
1008,1,1
1009,1,2
1010,0,-1
1011,-1,-3
1012,-2,-1
1013,-3,-1
1014,-2,0
1015,2,1
1016,0,3
1017,-2,2
1018,-1,1
1019,1,1
1020,-1,2
1021,-1,2
1022,-2,0
1023,-5,-1
1024,-2,1
1025,0,2
1026,2,2
1027,1,2
1028,0,0
1029,-2,-1
1030,-3,-3
1031,-1,-2
1032,-1,2
1033,0,1
1034,1,1
1035,1,2
1036,-1,1
1037,-1,0
1038,1,-1
1039,-2,0
1040,-1,1
1041,-1,1
1042,-1,2
1043,0,2
1044,0,1
1045,-1,1
1046,-1,1
1047,1,1
1048,0,0
1049,0,0
1050,1,2
1051,0,2
1052,2,1
1053,0,0
1054,-1,0
1055,-1,-1
1056,-2,-2
1057,-2,-2
1058,0,-1
1059,1,-1
1060,0,-2
1061,-1,-2
1062,-2,-2
1063,-2,-2
1064,-2,-5
1065,0,-4
1066,-1,-5
1067,-1,-3
1068,-1,-4
1069,-1,-4
1070,0,-2
1071,0,-1
1072,0,-3
1073,-1,-2
1074,1,-2
1075,0,-1
1076,0,-1
1077,-1,-2
1078,-1,-2
1079,-1,-1
1080,0,0
1081,1,0
1082,0,1
1083,0,-1
1084,3,-2
1085,0,-2
1086,-3,-2
1087,-1,-2
1088,-1,-1
1089,-2,-1
1090,1,1
1091,3,3
1092,3,2
1093,2,3
1094,3,4
1095,3,3
1096,1,2
1097,-1,2
1098,1,1
1099,0,1
1100,0,3
1101,-1,3
1102,2,2
1103,-1,2
1104,-2,1
1105,-1,-1
1106,-2,-3
1107,-4,-2
1108,-5,-1
1109,-3,-1
1110,-4,-4
1111,-4,-4
1112,-4,-3
1113,-3,-2
1114,-1,-2
1115,-1,-1
1116,-1,-1
1117,-1,0
1118,-4,-4
1119,-6,-5
1120,-4,-5
1121,-2,-6
1122,-3,-4
1123,-3,-4
1124,-3,-4
1125,-2,-1
1126,-3,-2
1127,1,-3
1128,1,-1
1129,0,-2
1130,-2,-3
1131,0,-3
1132,2,0
1133,3,2
1134,0,1
1135,0,2
1136,0,1
1137,0,-1
1138,-3,-1
1139,-2,-1
1140,3,1
1141,3,2
1142,2,1
1143,1,1
1144,-3,1
1145,-3,-2
1146,-3,-2
1147,2,-1
1148,4,2
1149,2,3
1150,6,5
1151,1,4
1152,1,3
1153,-1,4
1154,0,2
1155,1,1
1156,-1,-2
1157,-2,1
1158,-2,2
1159,1,-1
1160,-3,0
1161,-1,0
1162,0,-1
1163,-2,-3
1164,-2,-5
1165,-5,-4
1166,-2,-3
1167,-1,-3
1168,1,-1
1169,-1,-1
1170,-3,-2
1171,-2,-2
1172,0,-2
1173,0,-3
1174,0,-2
1175,0,-2
1176,1,-1
1177,2,1
1178,0,0
1179,-2,-1
1180,-2,-1
1181,-1,-1
1182,1,-2
1183,0,1
1184,-3,-1
1185,-1,-1
1186,0,-1
1187,1,1
1188,2,2
1189,4,3
1190,4,3
1191,5,1
1192,2,2
1193,3,0
1194,4,3
1195,3,2
1196,2,2
1197,2,2
1198,1,0
1199,2,0
1200,3,2
1201,0,1
1202,1,1
1203,0,0
1204,3,0
1205,0,2
1206,3,1
1207,1,0
1208,2,0
1209,1,-1
1210,0,0
1211,-1,-1
1212,-1,0
1213,0,0
1214,0,1
1215,-1,0
1216,0,0
1217,-1,-2
1218,-2,-1
1219,-5,-2
1220,-3,-3
1221,-2,-2
1222,-2,-3
1223,-3,-2
1224,-2,-3
1225,-4,-3
1226,-5,-3
1227,-3,-2
1228,-4,-4
1229,-1,0
1230,-3,0
1231,-1,-1
1232,-4,-3
1233,-3,-4
1234,-5,-5
1235,-6,-3
1236,-4,-4
1237,-3,-3
1238,-3,-3
1239,-4,-5
1240,-4,-5
1241,-2,-3
1242,-2,-4
1243,-1,-3
1244,0,-2
1245,-1,-2
1246,-1,-2
1247,-1,-2
1248,-1,-1
1249,-1,0
1250,0,-1
1251,1,0
1252,0,0
1253,0,-1
1254,0,-1
1255,-1,0
1256,-2,-1
1257,0,1
1258,0,1
1259,0,0
1260,2,-1
1261,2,2
1262,2,1
1263,-1,-2
1264,1,-1
1265,1,0
1266,1,0
1267,0,2
1268,2,1
1269,1,1
1270,0,0
1271,-1,-2
1272,-1,0
1273,-2,2
1274,-2,1
1275,0,0
1276,1,3
1277,0,1
1278,2,2
1279,2,2
1280,1,0
1281,0,0
1282,1,0
1283,1,2
1284,0,1
1285,-1,0
1286,1,-1
1287,0,-1
1288,1,1
1289,1,1
1290,1,1
1291,0,0
1292,-4,0
1293,-4,-3
1294,-5,-5
1295,-5,-4
1296,-3,-3
1297,-3,-2
1298,-1,-2
1299,-4,-2
1300,-4,-2
1301,-2,-4
1302,-3,-3
1303,-4,-2
1304,-1,0
1305,-1,0
1306,-1,2
1307,-1,0
1308,0,0
1309,-1,0
1310,-1,1
1311,-1,-2
1312,-2,-4
1313,-1,-3
1314,1,1
1315,0,0
1316,-1,1
1317,-1,0
1318,0,-1
1319,-1,-1
1320,0,-1
1321,0,0
1322,0,2
1323,3,1
1324,2,0
1325,0,1
1326,-1,1
1327,2,2
1328,3,2
1329,2,2
1330,0,2
1331,0,-1
1332,0,1
1333,1,0
1334,1,0
1335,2,-1
1336,0,1
1337,1,1
1338,1,0
1339,1,-1
1340,0,0
1341,0,-1
1342,2,-1
1343,0,0
1344,0,0
1345,0,1
1346,0,1
1347,3,0
1348,5,2
1349,4,1
1350,2,1
1351,1,1
1352,2,1
1353,0,-1
1354,1,-1
1355,0,-2
1356,1,0
1357,1,1
1358,0,0
1359,-1,-1
1360,0,0
1361,-2,-1
1362,-1,-3
1363,0,-1
1364,1,1
1365,5,4
1366,4,4
1367,3,2
1368,2,-1
1369,-2,0
1370,-2,-1
1371,-2,0
1372,2,0
1373,2,1
1374,0,0
1375,4,2
1376,-1,1
1377,-3,-2
1378,-4,-1
1379,-1,-1
1380,0,-3
1381,-1,-4
1382,-1,-1
1383,-3,-1
1384,-1,-2
1385,0,1
1386,2,2
1387,3,0
1388,3,2
1389,0,0
1390,-1,1
1391,-1,0
1392,0,-2
1393,0,1
1394,-2,-1
1395,-2,-1
1396,-3,-3
1397,-3,-4
1398,-1,-4
1399,-1,-5
1400,-2,-4
1401,-2,-3
1402,-1,-2
1403,-1,-1
1404,-4,-1
1405,-1,-1
1406,-2,-4
1407,-1,-4
1408,-2,-4
1409,-6,-4
1410,-4,-5
1411,-5,-4
1412,-4,-4
1413,-3,-3
1414,-3,-3
1415,-2,-3
1416,-2,-3
1417,-4,-3
1418,-5,-2
1419,-3,-3
1420,-3,-4
1421,-3,-2
1422,-4,-2
1423,-3,-3
1424,-3,-1
1425,-2,-1
1426,-1,1
1427,0,0
1428,0,1
1429,1,0
1430,0,0
1431,0,0
1432,-2,-1
1433,-1,1
1434,2,1
1435,2,1
1436,3,2
1437,2,2
1438,1,2
1439,1,2
1440,-2,1
1441,-2,-1
1442,0,1
1443,1,2
1444,2,2
1445,2,1
1446,0,2
1447,-1,1
1448,1,1
1449,1,1
1450,2,1
1451,2,-1
1452,-1,1
1453,-2,-3
1454,1,-2
1455,0,0
1456,-1,0
1457,1,1
1458,1,0
1459,0,1
1460,0,0
1461,-1,0
1462,-4,0
1463,0,-1
1464,1,0
1465,-1,0
1466,-3,-1
1467,-2,-1
1468,-4,-3
1469,-2,-3
1470,-1,-3
1471,-1,-1
1472,0,-2
1473,1,-1
1474,0,-1
1475,-2,-3
1476,2,-1
1477,0,-2
1478,2,-2
1479,1,0
1480,1,2
1481,0,-1
1482,-1,0
1483,-3,-1
1484,-3,-2
1485,-7,-8
1486,-7,-6
1487,-11,-10
1488,12,-1
1489,20,16
1490,22,15
1491,22,21
1492,30,29
1493,5,16
1494,3,-3
1495,7,12
1496,-3,-8
1497,-3,-1
1498,-2,-6
1499,13,14
1500,7,1
1501,3,3
1502,-7,-5
1503,-6,-3
1504,-6,-15
1505,-6,-4
1506,-13,-11
1507,-20,-12
1508,-21,-26
1509,37,17
1510,77,59
1511,75,54
1512,80,75
1513,52,74
1514,-6,25
1515,-16,-13
1516,-26,-15
1517,-40,-41
1518,-10,-23
1519,2,9
1520,8,13
1521,23,19
1522,-3,-1
1523,-25,-23
1524,-69,-42
1525,-53,-64
1526,-27,-23
1527,-47,-36
1528,10,-18
1529,18,28
1530,8,10
1531,21,17
1532,-29,1
1533,-52,-44
1534,-99,-82
1535,-50,-68
1536,-47,-37
1537,-49,-63
1538,-24,-32
1539,-42,-29
1540,-11,-25
1541,-17,-12
1542,-2,-13
1543,-8,-14
1544,-33,-40
1545,20,26
1546,-63,-31
1547,-27,-32
1548,28,-1
1549,-8,-22
1550,64,30
1551,62,51
1552,102,86
1553,60,82
1554,57,26
1555,55,79
1556,-23,-6
1557,7,-9
1558,57,32
1559,61,48
1560,6,30
1561,23,39
1562,-10,8
1563,-13,-2
1564,-24,-32
1565,-24,-24
1566,2,0
1567,-28,-16
1568,-7,4
1569,-3,-11
1570,2,-1
1571,5,11
1572,-4,-23
1573,25,26
1574,12,24
1575,-27,-22
1576,-24,-9
1577,-25,-16
1578,5,-3
1579,-7,-15
1580,-40,-28
1581,20,9
1582,-23,-24
1583,5,17
1584,0,2
1585,-13,-4
1586,8,7
1587,-7,-9
1588,9,-2
1589,-16,-22
1590,-8,-3
1591,-14,-19
1592,4,-16
1593,-2,2
1594,7,20
1595,32,13
1596,5,14
1597,2,2
1598,1,-6
1599,-7,-9
1600,-3,-6
1601,-22,-6
1602,17,-11
1603,-3,11
1604,-6,13
1605,27,-7
1606,-12,-9
1607,-1,17
1608,4,-7
1609,-15,-4
1610,-4,6
1611,-9,-8
1612,4,-1
1613,20,1
1614,10,10
1615,8,9
1616,14,9
1617,-28,8
1618,-10,-20
1619,-4,-4
1620,-24,-18
1621,-10,-14
1622,-1,1
1623,-6,0
1624,-6,-3
1625,9,5
1626,3,4
1627,0,8
1628,-8,-4
1629,8,-13
1630,-13,3
1631,-6,-9
1632,2,-1
1633,-5,6
1634,22,10
1635,9,-2
1636,9,6
1637,10,16
1638,-12,-9
1639,5,6
1640,6,11
1641,17,-1
1642,13,19
1643,-12,11
1644,7,-11
1645,5,-15
1646,4,12
1647,-4,11
1648,20,6
1649,4,14
1650,17,19
1651,17,8
1652,6,8
1653,7,22
1654,3,5
1655,17,4
1656,13,13
1657,-1,11
1658,-9,-13
1659,-2,-2
1660,-3,-1
1661,-1,0
1662,-5,2
1663,-15,1
1664,-17,-11
1665,7,-4
1666,-2,-2
1667,-15,-21
1668,-3,-1
1669,-6,3
1670,-15,-2
1671,-13,-10
1672,-10,-14
1673,-6,-12
1674,-8,-4
1675,15,17
1676,-1,-8
1677,-19,-16
1678,-11,-8
1679,-4,-4
1680,-3,-2
1681,-14,-12
1682,-6,-8
1683,-1,-4
1684,0,1
1685,-5,-2
1686,-3,0
1687,10,0
1688,8,7
1689,-3,-5
1690,-6,-2
1691,-1,-4
1692,-13,-10
1693,-8,6
1694,17,5
1695,-4,0
1696,9,4
1697,3,3
1698,-12,-9
1699,-13,-9
1700,-2,-6
1701,-14,-14
1702,-4,-3
1703,-8,-5
1704,-5,-6
1705,-4,-10
1706,-3,-10
1707,10,5
1708,10,6
1709,8,13
1710,17,6
1711,-2,11
1712,3,-3
1713,14,-4
1714,-5,10
1715,2,3
1716,19,8
1717,21,5
1718,2,8
1719,-4,8
1720,5,4
1721,5,-3
1722,-3,1
1723,4,0
1724,-7,1
1725,-7,-1
1726,0,-8
1727,5,-1
1728,12,0
1729,1,6
1730,-5,-1
1731,9,4
1732,2,3
1733,3,-7
1734,-10,-12
1735,-16,-1
1736,6,6
1737,10,-5
1738,-12,-9
1739,-12,-8
1740,-7,-5
1741,-5,-7
1742,-13,-6
1743,-9,-10
1744,-3,-7
1745,-16,-7
1746,-4,-4
1747,-15,-3
1748,-7,-6
1749,-4,-6
1750,-3,-3
1751,-3,0
1752,-11,-4
1753,-2,-2
1754,3,-5
1755,-2,-2
1756,-11,1
1757,-1,1
1758,0,-3
1759,3,-1
1760,3,3
1761,4,6
1762,-11,1
1763,-5,-1
1764,8,0
1765,-8,-6
1766,-3,0
1767,10,5
1768,0,3
1769,0,0
1770,8,2
1771,6,5
1772,2,7
1773,3,7
1774,14,6
1775,6,5
1776,4,5
1777,4,0
1778,-5,2
1779,-5,2
1780,2,0
1781,-1,-2
1782,7,-2
1783,3,8
1784,3,-2
1785,-3,-3
1786,2,3
1787,-2,-2
1788,-6,3
1789,-2,-8
1790,-3,-4
1791,-4,-2
1792,2,-1
1793,-1,1
1794,-5,-3
1795,0,-4
1796,0,-5
1797,3,5
1798,-3,1
1799,-5,0
1800,-6,2
1801,-10,-9
1802,-4,-9
1803,-3,1
1804,1,-4
1805,-4,-7
1806,-1,1
1807,2,-2
1808,7,4
1809,0,8
1810,4,1
1811,1,-1
1812,0,0
1813,0,-8
1814,4,-3
1815,13,12
1816,5,1
1817,-4,4
1818,-1,0
1819,6,-1
1820,0,-2
1821,-4,0
1822,-5,-4
1823,-4,-2
1824,0,-8
1825,2,1
1826,6,4
1827,-1,0
1828,-13,-4
1829,-4,0
1830,3,5
1831,-7,-10
1832,3,-5
1833,-2,10
1834,2,1
1835,10,-1
1836,3,-2
1837,3,-2
1838,-3,1
1839,1,0
1840,4,8
1841,1,3
1842,8,-3
1843,-3,0
1844,-6,-2
1845,2,2
1846,4,5
1847,4,5
1848,-9,-1
1849,-2,-6
1850,-6,1
1851,-4,-2
1852,0,-9
1853,7,7
1854,0,8
1855,9,3
1856,9,13
1857,1,0
1858,-2,-1
1859,-9,-9
1860,-6,-4
1861,-4,-3
1862,-3,-7
1863,11,5
1864,7,9
1865,-2,3
1866,-5,0
1867,6,0
1868,0,-6
