,R,L
6699,1,-2
6700,0,-3
6701,-3,-3
6702,-3,-2
6703,2,-2
6704,0,1
6705,2,2
6706,6,4
6707,4,4
6708,5,3
6709,2,5
6710,0,3
6711,6,3
6712,4,4
6713,4,7
6714,5,3
6715,0,1
6716,-2,2
6717,-3,-1
6718,-4,-2
6719,-1,-1
6720,3,1
6721,1,1
6722,-1,0
6723,1,3
6724,-4,0
6725,2,-1
6726,-3,1
6727,-3,-1
6728,0,-1
6729,1,3
6730,0,3
6731,2,2
6732,-2,2
6733,1,0
6734,-1,2
6735,-1,-1
6736,0,1
6737,-6,-4
6738,-6,-7
6739,-3,-2
6740,-6,-4
6741,-2,-1
6742,-5,-3
6743,-7,-4
6744,0,-1
6745,-3,-5
6746,-4,-7
6747,-3,-5
6748,-4,0
6749,0,-3
6750,1,-1
6751,0,-1
6752,0,-3
6753,-1,0
6754,0,0
6755,3,-2
6756,1,-1
6757,0,-1
6758,0,0
6759,1,1
6760,4,1
6761,4,3
6762,2,3
6763,1,3
6764,0,0
6765,3,-1
6766,2,1
6767,2,1
6768,4,5
6769,6,5
6770,4,3
6771,3,6
6772,1,5
6773,0,1
6774,-2,1
6775,2,-1
6776,3,1
6777,-2,4
6778,4,2
6779,0,-2
6780,-1,-1
6781,-2,1
6782,1,-1
6783,1,0
6784,0,-5
6785,-6,-3
6786,-4,-1
6787,0,-2
6788,0,1
6789,4,-1
6790,-1,-1
6791,-3,0
6792,0,1
6793,-5,-3
6794,-7,-3
6795,-1,-4
6796,-1,-1
6797,-4,2
6798,0,1
6799,0,1
6800,3,3
6801,3,1
6802,-1,-1
6803,2,0
6804,-1,0
6805,-1,-2
6806,-3,-1
6807,-4,-2
6808,0,-1
6809,-1,1
6810,2,1
6811,-1,1
6812,-5,1
6813,1,-1
6814,2,2
6815,-1,1
6816,3,0
6817,-1,1
6818,-2,1
6819,5,1
6820,3,2
6821,-3,2
6822,-2,-3
6823,-4,-2
6824,-2,-2
6825,3,-4
6826,-1,-2
6827,0,0
6828,0,-3
6829,-1,-1
6830,-1,-1
6831,0,-3
6832,0,0
6833,-2,-2
6834,-2,-3
6835,-2,-3
6836,-3,-1
6837,0,-3
6838,-1,0
6839,-4,0
6840,-3,-2
6841,-5,-2
6842,-3,-4
6843,-1,-1
6844,0,1
6845,-2,0
6846,0,-2
6847,1,1
6848,-1,0
6849,0,-1
6850,-1,1
6851,-5,0
6852,-1,-3
6853,-2,-4
6854,-1,2
6855,1,1
6856,-2,0
6857,-2,0
6858,-1,-1
6859,1,-1
6860,-2,2
6861,0,1
6862,0,0
6863,-1,2
6864,0,2
6865,0,2
6866,0,0
6867,-2,-1
6868,-2,0
6869,-3,-3
6870,-3,-1
6871,-3,-2
6872,-2,-4
6873,-3,0
6874,-4,-1
6875,-2,-1
6876,-1,-2
6877,-3,-2
6878,0,2
6879,1,-1
6880,-4,-1
6881,1,-1
6882,3,0
6883,-2,-1
6884,1,1
6885,3,2
6886,3,-2
6887,-2,-3
6888,-3,-1
6889,-1,-5
6890,-2,-4
6891,-1,-1
6892,4,-1
6893,3,2
6894,3,3
6895,2,1
6896,1,1
6897,1,1
6898,4,1
6899,4,3
6900,3,2
6901,1,4
6902,4,3
6903,4,5
6904,2,2
6905,1,2
6906,0,1
6907,0,2
6908,1,3
6909,1,1
6910,-1,1
6911,0,3
6912,4,3
6913,2,3
6914,1,0
6915,1,0
6916,-2,0
6917,-3,2
6918,0,-1
6919,0,-1
6920,-1,-1
6921,1,2
6922,-2,0
6923,-2,-3
6924,-4,-4
6925,-7,-5
6926,-2,-7
6927,-4,-3
6928,-5,-2
6929,-1,-2
6930,0,-1
6931,-2,0
6932,0,0
6933,-2,-1
6934,-2,-3
6935,-1,-4
6936,-2,-3
6937,-2,-2
6938,0,-1
6939,1,1
6940,1,1
6941,0,-1
6942,0,0
6943,0,0
6944,2,0
6945,0,1
6946,1,2
6947,0,1
6948,3,-1
6949,3,3
6950,3,4
6951,2,3
6952,3,3
6953,2,2
6954,3,2
6955,0,0
6956,2,1
6957,1,4
6958,-1,1
6959,1,1
6960,-1,0
6961,1,1
6962,-1,2
6963,0,1
6964,-1,1
6965,-4,0
6966,1,1
6967,-2,0
6968,-3,-1
6969,-3,1
6970,-3,-1
6971,0,-1
6972,-2,-2
6973,-3,-3
6974,-2,-2
6975,-4,-1
6976,-2,-3
6977,2,1
6978,0,-1
6979,0,-1
6980,1,1
6981,1,2
6982,-3,-1
6983,-6,-4
6984,-6,-5
6985,-5,-6
6986,-5,-5
6987,-3,-2
6988,-7,-4
6989,-4,-3
6990,-4,-2
6991,-3,-4
6992,-3,-1
6993,-3,-2
6994,0,-2
6995,-2,-4
6996,1,-4
6997,0,-5
6998,-5,-2
6999,-3,-3
7000,-3,-3
7001,-1,-3
7002,0,-2
7003,0,-3
7004,-1,-4
7005,0,-3
7006,-3,-2
7007,0,-2
7008,1,-3
7009,0,-3
7010,0,-3
7011,-2,-2
7012,-3,-4
7013,-1,-2
7014,0,-2
7015,1,0
7016,2,0
7017,1,1
7018,-3,-2
7019,-4,0
7020,-3,-3
7021,1,-1
7022,0,1
7023,0,-2
7024,-1,0
7025,0,1
7026,2,-2
7027,0,-2
7028,-1,2
7029,-2,0
7030,0,1
7031,1,1
7032,1,2
7033,1,2
7034,1,2
7035,0,-1
7036,-1,-2
7037,-4,-1
7038,-4,-2
7039,-2,1
7040,2,1
7041,0,1
7042,0,4
7043,2,2
7044,0,-1
7045,1,1
7046,1,1
7047,1,0
7048,0,0
7049,-1,1
7050,1,2
7051,2,2
7052,1,2
7053,-1,-1
7054,-3,-3
7055,-1,-2
7056,-2,-2
7057,-3,1
7058,-2,0
7059,0,-1
7060,3,1
7061,2,3
7062,1,2
7063,2,0
7064,1,2
7065,2,-1
7066,2,0
7067,0,1
7068,-1,-2
7069,-1,1
7070,1,-2
7071,1,-1
7072,1,1
7073,2,-1
7074,1,1
7075,0,0
7076,2,0
7077,0,-1
7078,0,-1
7079,0,-1
7080,-1,-3
7081,-1,-1
7082,-1,-1
7083,1,0
7084,-2,-2
7085,-4,-3
7086,-3,-3
7087,-1,-1
7088,0,1
7089,-1,1
7090,2,1
7091,0,1
7092,-1,1
7093,1,0
7094,-3,-4
7095,-1,-1
7096,-2,1
7097,-2,0
7098,-3,-1
7099,-2,0
7100,1,0
7101,-2,-2
7102,-2,-2
7103,-5,-3
7104,-4,-3
7105,0,-2
7106,2,0
7107,2,3
7108,1,3
7109,4,2
7110,3,2
7111,1,2
7112,2,1
7113,0,2
7114,-1,2
7115,2,3
7116,2,3
7117,3,2
7118,1,2
7119,-2,2
7120,-1,-1
7121,-3,-2
7122,-2,-2
7123,-3,-1
7124,-1,0
7125,0,1
7126,-1,1
7127,-1,1
7128,-1,1
7129,-4,-1
7130,-2,-3
7131,-2,-1
7132,0,1
7133,0,1
7134,0,-1
7135,-1,-2
7136,-4,-2
7137,-3,-2
7138,-3,0
7139,0,2
7140,-2,-1
7141,-2,-2
7142,-3,-1
7143,-3,-1
7144,-1,-2
7145,-5,-3
7146,-4,-2
7147,-1,-4
7148,-1,-1
7149,0,-2
7150,-3,-2
7151,-3,-3
7152,-2,-4
7153,-3,-3
7154,-1,-1
7155,-2,-3
7156,-3,-2
7157,0,-2
7158,0,-3
7159,0,-2
7160,0,-1
7161,0,0
7162,2,-1
7163,2,0
7164,5,1
7165,3,2
7166,0,0
7167,-2,-2
7168,-2,-1
7169,-1,-2
7170,0,-2
7171,-1,-1
7172,0,1
7173,-1,0
7174,0,-1
7175,-1,-1
7176,0,-2
7177,0,-1
7178,-1,-1
7179,1,-1
7180,1,2
7181,2,-1
7182,-2,0
7183,-2,-1
7184,1,-3
7185,-1,-4
7186,-3,0
7187,-4,-1
7188,-1,-2
7189,-1,-2
7190,0,-1
7191,-2,1
7192,-3,0
7193,0,-2
7194,-3,0
7195,-2,-2
7196,-1,-2
7197,-1,-1
7198,1,-1
7199,-4,0
7200,-1,0
7201,-2,1
7202,0,0
7203,1,-3
7204,1,2
7205,-1,-1
7206,-2,-1
7207,0,-1
7208,1,0
7209,1,1
7210,2,2
7211,3,3
7212,5,2
7213,3,3
7214,0,4
7215,3,3
7216,3,1
7217,-2,-1
7218,0,1
7219,0,3
7220,0,0
7221,1,-1
7222,1,-2
7223,-3,-2
7224,-4,-1
7225,-2,0
7226,1,-1
7227,-1,2
7228,-1,1
7229,-2,1
7230,-2,-1
7231,-1,0
7232,-4,1
7233,0,-1
7234,0,-2
7235,-2,-1
7236,-4,0
7237,-4,-1
7238,-1,-1
7239,-3,1
7240,-1,1
7241,-2,0
7242,-2,0
7243,-2,-2
7244,-5,-3
7245,-3,-3
7246,-1,-1
7247,-3,-1
7248,0,-1
7249,-2,-3
7250,-3,-2
7251,0,2
7252,4,0
7253,1,-2
7254,-2,0
7255,-1,-3
7256,-2,-2
7257,-4,-1
7258,0,0
7259,3,-1
7260,2,-2
7261,-1,-1
7262,-1,-1
7263,-3,-2
7264,-4,-2
7265,3,1
7266,-2,1
7267,0,2
7268,4,3
7269,4,4
7270,2,3
7271,1,1
7272,1,1
7273,-1,-2
7274,-2,0
7275,-2,-2
7276,1,-1
7277,0,1
7278,-2,1
7279,0,1
7280,0,3
7281,-1,-1
7282,-2,1
7283,0,1
7284,0,1
7285,-1,1
7286,0,1
7287,-1,3
7288,-3,-1
7289,-4,-2
7290,-4,-4
7291,-4,-4
7292,-4,-4
7293,-2,-3
7294,-2,-1
7295,0,-1
7296,2,0
7297,-2,0
7298,-2,-1
7299,1,-1
7300,-3,-1
7301,-3,-2
7302,0,-4
7303,-2,-3
7304,0,0
7305,-1,-1
7306,-1,-4
7307,-3,-2
7308,-2,-3
7309,-2,-3
7310,0,0
7311,-1,0
7312,0,-1
7313,-1,0
7314,0,0
7315,0,-1
7316,1,-1
7317,0,-3
7318,2,-3
7319,2,-2
7320,2,0
7321,0,-2
7322,3,3
7323,2,3
7324,-1,0
7325,-1,-1
7326,-2,-1
7327,-5,-3
7328,-2,-3
7329,1,0
7330,-1,-2
7331,-3,-1
7332,-2,-2
7333,-3,-2
7334,-5,-5
7335,-5,-5
7336,-5,-5
7337,-5,-6
7338,-5,-6
7339,-4,-1
7340,-4,-2
7341,-3,-3
7342,1,-2
7343,0,-1
7344,1,-1
7345,0,1
7346,-1,0
7347,1,-3
7348,-1,-2
7349,-1,-2
7350,-1,-2
7351,-2,-2
7352,3,0
7353,0,-1
7354,0,2
7355,2,2
7356,3,0
7357,2,0
7358,2,1
7359,5,3
7360,5,5
7361,2,5
7362,3,2
7363,1,1
7364,0,0
7365,3,1
7366,2,1
7367,1,1
7368,0,1
7369,1,2
7370,0,2
7371,2,4
7372,1,3
7373,-1,2
7374,0,1
7375,-2,1
7376,-2,1
7377,-1,1
7378,0,1
7379,2,2
7380,-1,2
7381,-1,1
7382,-2,1
7383,-4,-1
7384,-4,-3
7385,-4,-1
7386,-5,-1
7387,-5,-1
7388,-3,-1
7389,-3,1
7390,-2,-2
7391,-4,-3
7392,-4,-2
7393,-4,-4
7394,-1,-3
7395,-1,-1
7396,-2,-1
7397,0,-1
7398,0,-1
7399,1,0
7400,2,-2
7401,3,2
7402,3,2
7403,3,3
7404,3,1
7405,2,0
7406,1,1
7407,3,2
7408,3,3
7409,3,1
7410,3,1
7411,3,3
7412,5,2
7413,3,2
7414,2,2
7415,4,1
7416,3,3
7417,0,2
7418,0,2
7419,0,3
7420,2,2
7421,3,3
7422,-1,2
7423,0,1
7424,-1,1
7425,0,1
7426,1,0
7427,1,2
7428,1,1
7429,0,2
7430,0,0
7431,0,0
7432,-3,-2
7433,-1,-2
7434,-4,-2
7435,-3,-2
7436,1,0
7437,-1,0
7438,-3,-1
7439,-2,-1
7440,-2,-2
7441,-3,-3
7442,-5,-4
7443,-2,-1
7444,0,-1
7445,-1,-1
7446,0,2
7447,-4,-2
7448,-5,-2
7449,-6,-5
7450,-5,-4
7451,-2,-3
7452,-3,-2
7453,0,-1
7454,0,0
7455,-1,-1
7456,-4,1
7457,-3,-1
7458,-1,-2
7459,0,-2
7460,-1,-3
7461,-1,-1
7462,-1,-2
7463,0,-5
7464,-2,-3
7465,0,-2
7466,1,-2
7467,2,-1
7468,0,-3
7469,-1,-3
7470,1,-3
7471,4,-2
7472,-1,1
7473,-2,-1
7474,-3,-3
7475,-1,-2
7476,2,-1
7477,5,-1
7478,1,1
7479,2,2
7480,1,0
7481,-2,-1
7482,-3,1
7483,-2,-3
7484,-2,-2
7485,-1,-1
7486,0,-1
7487,-2,-1
7488,-5,-3
7489,-2,-2
7490,0,-2
7491,-1,1
7492,1,0
7493,2,1
7494,2,0
7495,4,0
7496,0,1
7497,0,1
7498,0,0
7499,-3,1
7500,-2,-1
7501,-1,-1
7502,-2,-1
7503,-2,0
7504,0,0
7505,0,2
7506,-2,1
7507,-1,1
7508,-2,0
7509,-2,-2
7510,2,1
7511,2,1
7512,1,0
7513,-1,0
7514,-1,-2
7515,0,-1
7516,-1,-3
7517,0,-1
7518,0,0
7519,0,1
7520,2,0
7521,3,2
7522,3,2
7523,1,1
7524,0,0
7525,1,-2
7526,0,-2
7527,0,-1
7528,3,1
7529,4,4
7530,1,5
7531,2,3
7532,1,0
7533,0,1
7534,1,1
7535,0,1
7536,1,2
7537,1,1
7538,0,1
7539,2,1
7540,-3,-1
7541,-4,-2
7542,-4,-3
7543,-4,-5
7544,-3,-4
7545,-2,-3
7546,-3,-2
7547,-3,-3
7548,-1,-2
7549,-2,-2
7550,-3,-4
7551,-3,-5
7552,-5,-4
7553,-3,-1
7554,-2,-2
7555,-2,-1
7556,-1,-1
7557,-2,1
7558,-1,-2
7559,-3,-1
7560,-3,-3
7561,-2,0
7562,-3,-4
7563,-3,-3
7564,-3,-3
7565,-1,-2
7566,0,-1
7567,1,-1
7568,2,-1
7569,-1,-3
7570,0,-3
7571,0,-2
7572,-1,-2
7573,0,0
7574,3,1
7575,3,2
7576,0,-1
7577,0,0
7578,0,-1
7579,1,0
7580,1,-1
7581,3,2
7582,2,3
7583,3,4
7584,4,5
7585,3,4
7586,1,4
7587,1,1
7588,-1,1
7589,0,0
7590,2,1
7591,1,4
7592,1,3
7593,-2,1
7594,-1,1
7595,1,1
7596,2,3
7597,0,2
7598,0,2
7599,1,3
7600,1,2
7601,-1,1
7602,-1,1
7603,0,1
7604,-3,0
7605,-2,0
7606,1,1
7607,1,1
7608,1,0
7609,-2,-1
7610,0,1
7611,-1,-3
7612,-3,-2
7613,-3,-3
7614,-4,-4
7615,-2,-3
7616,-4,-3
7617,-2,-2
7618,-1,-1
7619,-2,-1
7620,-3,-2
7621,-3,-2
7622,-3,-3
7623,-1,-2
7624,-1,-2
7625,-3,-5
7626,-3,-3
7627,-3,-4
7628,-2,-4
7629,-1,-3
7630,0,-1
7631,1,-2
7632,-1,-2
7633,-1,-1
7634,-2,-3
7635,-2,-3
7636,-1,-1
7637,-1,-1
7638,1,-1
7639,-2,-1
7640,-2,-2
7641,0,0
7642,3,1
7643,3,1
7644,0,2
7645,1,-1
7646,-1,-1
7647,-4,-1
7648,-2,0
7649,-2,-1
7650,0,-1
7651,0,-2
7652,0,0
7653,1,0
7654,2,1
7655,1,1
7656,0,1
7657,-1,0
7658,-1,-2
7659,-5,-3
7660,-3,-2
7661,-1,0
7662,0,0
7663,-1,0
7664,-1,1
7665,-2,-1
7666,-2,-2
7667,-3,-1
7668,-1,-2
7669,-1,-1
7670,-1,-1
7671,-1,-3
7672,-3,-2
7673,-3,-1
7674,-4,-1
7675,-3,-2
7676,1,-1
7677,-1,-1
7678,-1,-2
7679,-1,-2
7680,-4,-3
7681,-3,-2
7682,-2,-1
7683,-1,-3
7684,0,-2
7685,0,-2
7686,-1,1
7687,0,1
7688,2,1
7689,0,4
7690,3,4
7691,4,5
7692,3,4
7693,-1,-1
7694,-1,0
7695,1,-1
7696,0,-1
7697,1,1
7698,1,3
7699,1,3
7700,1,2
7701,4,1
7702,4,2
7703,1,0
7704,1,2
7705,2,1
7706,2,2
7707,1,2
7708,0,1
7709,0,0
7710,0,-1
7711,-2,-2
7712,-3,-3
7713,-3,-4
7714,-1,-2
7715,3,1
7716,2,4
7717,2,3
7718,4,4
7719,2,0
7720,2,0
7721,0,3
7722,-2,1
7723,-2,-4
7724,-2,-3
7725,1,-1
7726,-1,0
7727,-1,0
7728,1,0
7729,4,1
7730,1,0
7731,-2,-1
7732,-1,-2
7733,-1,-1
7734,-2,-1
7735,1,0
7736,2,2
7737,-1,-2
7738,0,-2
7739,-1,-3
7740,-2,-2
7741,-3,-1
7742,-2,-1
7743,-2,-1
7744,-1,-1
7745,-1,-1
7746,-1,0
7747,0,2
7748,0,1
7749,-1,1
7750,-1,0
7751,2,0
7752,2,0
7753,0,0
7754,0,0
7755,1,-2
7756,-2,-1
7757,-3,-2
7758,-2,1
7759,0,2
7760,-3,0
7761,-1,1
7762,2,1
7763,2,-1
7764,0,-1
7765,-5,-3
7766,-4,-3
7767,-5,-4
7768,-3,-4
7769,-2,-3
7770,-2,-2
7771,-2,-2
7772,-1,0
7773,-3,-2
7774,-4,-4
7775,-2,-2
7776,-2,-1
7777,-1,-2
7778,-3,-1
7779,-2,-1
7780,-1,-1
7781,1,1
7782,1,2
7783,2,3
7784,2,1
7785,1,2
7786,0,0
7787,1,-1
7788,-1,-3
7789,-1,-2
7790,-2,-1
7791,0,-1
7792,-1,-2
7793,0,-1
7794,0,-2
7795,-1,0
7796,-1,0
7797,0,-1
7798,1,3
7799,0,-1
7800,0,1
7801,0,0
7802,-1,1
7803,-1,-1
7804,0,1
7805,0,1
7806,0,1
7807,1,-1
7808,0,-1
7809,1,0
7810,2,3
7811,0,3
7812,0,2
7813,-1,0
7814,-1,-2
7815,-4,-1
7816,-3,-2
7817,-3,0
7818,-3,-1
7819,-2,-2
7820,-3,-2
7821,-4,-2
7822,-2,-2
7823,-2,-4
7824,-1,-2
7825,-3,-2
7826,-3,-1
7827,-2,-2
7828,-2,-3
7829,-1,-2
7830,-1,-2
7831,-1,-1
7832,-2,-1
7833,-1,0
7834,-2,-1
7835,-2,0
7836,-3,1
7837,-2,2
7838,-2,0
7839,-2,-2
7840,-2,-1
7841,-1,-2
7842,0,1
7843,0,-2
7844,0,1
7845,1,-1
7846,0,0
7847,1,2
7848,1,3
7849,3,3
7850,0,1
7851,-1,0
7852,-1,-1
7853,0,0
7854,2,-1
7855,1,0
7856,0,0
7857,-1,-1
7858,1,-2
7859,-1,-2
7860,0,-2
7861,2,-1
7862,1,0
7863,1,1
7864,2,-1
7865,2,-1
7866,1,0
7867,0,0
7868,3,0
7869,4,1
7870,2,2
7871,2,0
7872,1,0
7873,-1,-2
7874,-1,-3
7875,0,-2
7876,1,-2
7877,-1,-2
7878,-1,-1
7879,0,0
7880,-5,-1
7881,1,-2
7882,-1,-1
7883,-2,0
7884,-4,-1
7885,-2,1
7886,1,2
7887,-2,2
7888,-1,2
7889,0,3
7890,0,2
7891,0,0
7892,-2,0
7893,-2,0
7894,-1,2
7895,-1,1
7896,-1,0
7897,-1,1
7898,-4,1
7899,-6,0
7900,-6,-3
7901,-2,-3
7902,-3,-1
7903,-2,0
7904,-1,2
7905,0,1
7906,-2,0
7907,-1,2
7908,2,3
7909,3,3
7910,1,2
7911,-1,1
7912,-2,-1
7913,0,-2
7914,-1,0
7915,0,0
7916,2,1
7917,0,0
7918,-2,-1
7919,-2,-1
7920,-3,-3
7921,-2,-4
7922,-3,-2
7923,-6,-2
7924,-3,-1
7925,-3,0
7926,0,1
7927,2,1
7928,0,0
7929,-1,0
7930,-1,-1
7931,-1,-2
7932,-2,-1
7933,-3,-3
7934,1,0
7935,-1,-2
7936,-2,-4
7937,-3,-2
7938,-3,-3
7939,-3,-2
7940,0,-2
7941,0,-2
7942,0,0
7943,-1,-1
7944,-1,-3
7945,2,-3
7946,-1,-2
7947,-3,-3
7948,-2,-2
7949,-3,-1
7950,0,-1
7951,3,-1
7952,3,0
7953,-1,-2
7954,0,-1
7955,-1,-2
7956,0,-1
7957,-1,-2
7958,-1,-2
7959,-1,-3
7960,-1,-2
7961,0,-3
7962,-2,-6
7963,-1,-4
7964,-2,-2
7965,-4,-1
7966,-4,-3
7967,-2,-2
7968,-1,-1
7969,-2,-2
7970,-1,-2
7971,1,0
7972,-1,-1
7973,0,1
7974,-1,0
7975,-1,0
7976,-2,-1
7977,-2,-1
7978,0,-1
7979,-3,-2
7980,-3,-1
7981,0,0
7982,-2,0
7983,-4,1
7984,0,0
7985,0,0
7986,-2,-2
7987,-2,-3
7988,-2,-1
7989,-3,-1
7990,-3,-2
7991,0,0
7992,1,0
7993,2,1
7994,2,1
7995,0,2
7996,0,1
7997,1,0
7998,2,1
7999,1,2
8000,0,1
8001,-3,-1
8002,-1,-2
8003,-2,-1
8004,2,1
8005,1,2
8006,1,1
8007,1,1
8008,-1,-3
8009,0,-3
8010,0,-3
8011,1,-1
8012,2,1
8013,1,1
8014,3,1
8015,1,-1
8016,3,-2
8017,3,0
8018,4,1
8019,3,0
8020,2,1
8021,2,0
8022,-1,-2
8023,-2,-3
8024,-2,-3
8025,-2,-3
8026,-1,-1
8027,1,0
8028,0,1
8029,-2,0
8030,-3,1
8031,-2,-1
8032,-2,-3
8033,-2,-1
8034,-1,0
8035,-2,0
8036,-3,2
8037,-2,0
8038,-1,-1
8039,-2,-2
8040,0,0
8041,2,0
8042,1,1
8043,0,3
8044,-2,1
8045,-2,-1
8046,-3,-1
8047,-1,-1
8048,2,1
8049,2,3
8050,1,3
8051,0,1
8052,-1,1
8053,1,0
8054,3,2
8055,1,4
8056,0,3
8057,2,3
8058,0,3
8059,0,0
8060,-1,2
8061,-3,2
8062,-1,0
8063,2,0
8064,1,2
8065,0,-1
8066,0,1
8067,-1,0
8068,-2,-1
8069,-2,-2
8070,-3,-3
8071,-2,-1
8072,0,-2
8073,-1,-2
8074,-1,-1
8075,0,0
8076,-2,-2
8077,-1,-2
8078,0,-1
8079,-1,1
8080,-1,0
8081,1,2
8082,0,0
8083,-2,-1
8084,-2,-3
8085,-1,-3
8086,-1,0
8087,-1,-2
8088,-2,-2
8089,-3,-4
8090,-2,-2
8091,-1,-2
8092,1,-1
8093,1,0
8094,1,-1
8095,0,-1
8096,1,0
8097,-1,-2
8098,-1,-1
8099,2,2
8100,1,1
8101,1,1
8102,1,0
8103,3,-1
8104,1,0
8105,1,3
8106,1,0
8107,1,-2
8108,-2,0
8109,-2,-1
8110,-1,0
8111,-1,0
8112,-4,-3
8113,-1,-2
8114,0,-1
8115,1,-1
8116,-1,-1
8117,-3,0
8118,1,1
8119,1,0
8120,0,-1
8121,-1,-1
8122,-1,-1
8123,-3,-1
8124,-6,-2
8125,-1,-4
8126,3,-1
8127,-2,0
8128,1,0
8129,2,0
8130,-1,-1
8131,-3,-1
8132,-1,1
8133,1,1
8134,0,-2
8135,0,-2
8136,1,1
8137,2,0
8138,0,2
8139,-1,2
8140,3,2
8141,0,0
8142,-2,-2
8143,-3,-3
8144,-3,-4
8145,-4,-5
8146,-1,-4
8147,-3,-2
8148,-4,-1
8149,-4,0
8150,-4,-3
8151,-2,-3
8152,-3,-5
8153,-1,-3
8154,0,-2
8155,-3,0
8156,-2,1
8157,-1,0
8158,0,-1
8159,2,-2
8160,4,0
8161,1,2
8162,-1,1
8163,0,2
8164,2,3
8165,3,2
8166,3,1
8167,2,2
8168,0,0
8169,2,1
8170,3,0
8171,0,1
8172,1,3
8173,1,3
8174,1,1
8175,-1,0
8176,-2,-1
8177,-1,-2
8178,-2,0
8179,0,2
8180,-1,2
8181,-3,-1
8182,-2,0
8183,0,0
8184,0,2
8185,0,0
8186,-1,0
8187,0,0
8188,0,1
8189,-1,0
8190,-1,-1
8191,0,0
8192,-4,-2
8193,-3,-5
8194,-3,-3
8195,-2,-3
8196,0,-3
8197,-1,-3
8198,-2,-2
8199,-3,-3
8200,-1,-4
8201,-2,-3
8202,-2,-3
8203,-2,-2
8204,-2,-4
8205,-4,-5
8206,-4,-5
8207,-2,-2
8208,-1,-1
8209,-1,-2
8210,-1,0
8211,-1,-2
8212,-1,-1
8213,-1,-1
8214,-2,0
8215,-4,-1
8216,-1,-1
8217,-2,0
8218,0,3
8219,3,2
8220,-1,1
8221,-1,1
8222,0,2
8223,0,0
8224,1,2
8225,0,3
8226,0,1
8227,2,1
8228,0,2
8229,0,3
8230,1,4
8231,4,3
8232,3,4
8233,4,5
8234,4,3
8235,3,2
8236,1,4
8237,0,3
8238,0,3
8239,1,3
8240,3,4
8241,2,2
8242,4,4
8243,3,3
8244,4,4
8245,4,6
8246,4,3
8247,5,4
8248,4,4
8249,3,6
8250,1,3
8251,-1,1
8252,-1,0
8253,-1,-1
8254,-2,-1
8255,-2,-3
8256,-1,-1
8257,-2,-2
8258,-3,-3
8259,-4,-3
8260,-5,-5
8261,-3,-6
8262,-4,-7
8263,-6,-5
8264,-6,-5
8265,-5,-6
8266,-4,-7
8267,-7,-8
8268,-5,-7
8269,-3,-5
8270,-1,-3
8271,0,-3
8272,-2,-3
8273,-2,-3
8274,-2,-4
8275,-2,-3
8276,-3,-6
8277,-4,-7
8278,-4,-6
8279,-3,-4
8280,-1,-2
8281,-2,-2
8282,-2,-3
8283,-2,-4
8284,1,-3
8285,-1,-2
8286,-2,-4
8287,-2,-3
8288,-1,-2
8289,2,-1
8290,1,-1
8291,0,-1
8292,1,0
8293,0,0
8294,-1,-2
8295,0,-1
8296,2,1
8297,2,1
8298,3,2
8299,2,3
8300,3,2
8301,1,1
8302,2,1
8303,4,4
8304,3,4
8305,3,5
8306,1,2
8307,2,3
8308,1,1
8309,2,1
8310,2,3
8311,1,3
8312,0,3
8313,-1,2
8314,0,0
8315,-2,0
8316,-1,0
8317,-2,0
8318,-2,0
8319,-2,0
8320,-2,0
8321,-1,0
8322,-3,-3
8323,-3,-4
8324,-4,-4
8325,-3,-4
8326,-1,-2
8327,1,-3
8328,1,0
8329,-1,0
8330,-3,-1
8331,-1,-2
8332,-3,-2
8333,-2,-2
8334,-5,-2
8335,-2,-2
8336,0,2
8337,0,2
8338,0,2
8339,0,4
8340,-2,1
8341,1,1
8342,-3,1
8343,-1,1
8344,3,4
8345,2,3
8346,4,4
8347,3,2
8348,2,3
8349,-1,3
8350,-1,-1
8351,1,-2
8352,0,0
8353,1,0
8354,1,1
8355,0,1
8356,-4,2
8357,0,2
8358,3,1
8359,2,-1
8360,0,-2
8361,-4,-2
8362,-1,-3
8363,0,-3
8364,-1,1
8365,3,0
8366,3,0
8367,2,0
8368,-2,-1
8369,-4,-3
8370,-3,-6
8371,0,-5
8372,-1,-2
8373,-4,-3
8374,-3,-2
8375,-2,-2
8376,1,-2
8377,0,-4
8378,-1,-4
8379,-4,-2
8380,-4,-3
8381,-2,-2
8382,-3,0
8383,-3,1
8384,-2,0
8385,1,1
8386,2,3
8387,0,3
8388,1,4
8389,-3,-1
8390,-2,-1
8391,-3,-1
8392,-2,1
8393,3,2
8394,2,3
8395,1,3
8396,1,3
8397,-1,1
8398,-2,-1
8399,-1,1
8400,-1,0
8401,1,-1
8402,1,0
8403,-1,1
8404,0,1
8405,-4,-1
8406,-6,-2
8407,-2,-3
8408,-1,-2
8409,-1,-2
8410,-1,-1
8411,-3,0
8412,-1,0
8413,-1,-1
8414,-4,-1
8415,-4,0
8416,-2,-3
8417,-1,0
8418,-1,0
8419,0,2
8420,-1,2
8421,1,1
8422,0,1
8423,0,0
8424,-2,-1
8425,-2,-2
8426,-1,-1
8427,0,0
8428,-2,0
8429,-1,0
8430,2,-1
8431,0,-2
8432,0,-3
8433,-1,-2
8434,0,-1
8435,-2,-1
8436,-2,-1
8437,0,-2
8438,0,-2
8439,-1,-3
8440,-2,-4
8441,-3,-2
