,R,L
548,-25,67
549,-79,60
550,-61,47
551,-44,52
552,-70,49
553,-58,72
554,-22,77
555,-55,50
556,-75,50
557,-65,61
558,-63,59
559,-55,47
560,-30,57
561,-48,57
562,-78,66
563,-52,61
564,-62,48
565,-53,59
566,-41,60
567,-46,73
568,-58,60
569,-85,33
570,-43,52
571,-35,69
572,-66,56
573,-78,62
574,-48,78
575,-47,30
576,-79,30
577,-51,80
578,-38,70
579,-71,28
580,-75,63
581,-48,71
582,-53,33
583,-85,46
584,-58,64
585,-20,66
586,-72,45
587,-105,40
588,-64,37
589,-47,53
590,-46,65
591,-42,63
592,-56,68
593,-80,47
594,-70,35
595,-49,48
596,-45,67
597,-52,68
598,-61,51
599,-48,54
600,-65,56
601,-91,42
602,-52,47
603,-20,55
604,-67,52
605,-89,57
606,-37,59
607,-32,55
608,-76,70
609,-67,41
610,-45,24
611,-59,61
612,-70,68
613,-41,53
614,-35,62
615,-74,55
616,-73,26
617,-58,40
618,-51,67
619,-51,62
620,-74,52
621,-60,31
622,-42,44
623,-62,79
624,-59,61
625,-53,41
626,-75,55
627,-49,42
628,-36,48
629,-66,64
630,-52,51
631,-56,65
632,-64,66
633,-41,40
634,-47,40
635,-67,53
636,-70,55
637,-51,54
638,-48,55
639,-58,61
640,-64,38
641,-66,40
642,-41,75
643,-40,66
644,-63,34
645,-69,48
646,-67,48
647,-60,40
648,-62,46
649,-55,66
650,-64,57
651,-60,28
652,-50,56
653,-52,59
654,-62,38
655,-71,43
656,-58,46
657,-60,61
658,-67,42
659,-45,50
660,-49,60
661,-67,45
662,-68,54
663,-58,47
664,-70,30
665,-59,42
666,-40,62
667,-60,69
668,-70,54
669,-58,25
670,-52,59
671,-36,79
672,-36,56
673,-64,41
674,-59,67
675,-44,69
676,-65,37
677,-59,55
678,-49,61
679,-52,50
680,-51,53
681,-47,64
682,-48,73
683,-53,42
684,-71,40
685,-63,63
686,-42,45
687,-49,51
688,-52,63
689,-60,60
690,-48,48
691,-49,58
692,-47,69
693,-58,44
694,-82,42
695,-56,50
696,-35,56
697,-44,62
698,-56,47
699,-75,53
700,-78,58
701,-47,34
702,-30,24
703,-68,66
704,-73,62
705,-49,38
706,-53,54
707,-52,58
708,-47,49
709,-56,45
710,-73,51
711,-47,46
712,-37,54
713,-55,60
714,-61,50
715,-78,44
716,-47,41
717,-49,41
718,-62,53
719,-43,57
720,-41,54
721,-47,61
722,-65,59
723,-57,39
724,-50,28
725,-62,49
726,-55,67
727,-37,62
728,-34,56
729,-67,36
730,-67,50
731,-38,66
732,-58,43
733,-65,34
734,-66,47
735,-55,48
736,-47,57
737,-63,59
738,-44,39
739,-41,47
740,-63,52
741,-66,52
742,-45,43
743,-44,54
744,-69,47
745,-69,50
746,-41,56
747,-43,48
748,-69,51
749,-58,52
750,-42,40
751,-71,45
752,-58,58
753,-30,57
754,-52,45
755,-71,52
756,-52,56
757,-34,47
758,-51,54
759,-61,59
760,-45,46
761,-48,48
762,-62,73
763,-45,51
764,-41,31
765,-53,48
766,-62,53
767,-57,46
768,-48,53
769,-42,65
770,-52,58
771,-44,50
772,-54,47
773,-63,41
774,-53,54
775,-46,52
776,-55,46
777,-62,53
778,-34,51
779,-45,54
780,-64,52
781,-56,59
782,-64,36
783,-53,26
784,-49,55
785,-52,60
786,-46,54
787,-66,33
788,-64,43
789,-42,61
790,-39,56
791,-43,57
792,-61,48
793,-81,25
794,-46,28
795,-42,62
796,-72,70
797,-57,30
798,-36,46
799,-45,69
800,-60,47
801,-63,34
802,-61,35
803,-65,42
804,-48,48
805,-32,51
806,-53,64
807,-61,53
808,-52,31
809,-54,32
810,-56,54
811,-67,61
812,-68,23
813,-47,42
814,-38,64
815,-51,51
816,-54,39
817,-68,53
818,-58,51
819,-44,33
820,-50,45
821,-59,51
822,-60,46
823,-37,51
824,-40,56
825,-49,55
826,-51,46
827,-57,47
828,-46,51
829,-51,40
830,-61,38
831,-47,56
832,-47,51
833,-42,51
834,-51,45
835,-59,44
836,-50,54
837,-47,48
838,-57,43
839,-52,39
840,-40,50
841,-53,54
842,-53,43
843,-46,56
844,-51,44
845,-59,38
846,-48,59
847,-35,46
848,-67,33
849,-78,37
850,-44,48
851,-42,54
852,-57,54
853,-49,42
854,-41,46
855,-54,57
856,-60,31
857,-50,41
858,-42,64
859,-49,53
860,-53,33
861,-49,48
862,-45,62
863,-48,47
864,-48,49
865,-56,44
866,-67,28
867,-50,46
868,-36,56
869,-59,48
870,-59,50
871,-44,46
872,-43,47
873,-47,54
874,-53,46
875,-55,34
876,-54,39
877,-54,57
878,-49,49
879,-47,46
880,-45,48
881,-43,47
882,-50,53
883,-51,49
884,-52,43
885,-54,39
886,-46,44
887,-45,51
888,-49,64
889,-49,59
890,-38,43
891,-51,44
892,-61,39
893,-60,42
894,-54,47
895,-52,40
896,-50,42
897,-53,49
898,-51,55
899,-42,54
900,-46,42
901,-50,46
902,-55,45
903,-52,37
904,-44,55
905,-41,50
906,-52,48
907,-59,46
908,-52,39
909,-48,40
910,-48,47
911,-50,45
912,-45,43
913,-46,52
914,-56,53
915,-51,38
916,-42,37
917,-49,54
918,-46,57
919,-38,50
920,-49,40
921,-53,51
922,-36,48
923,-40,49
924,-42,59
925,-44,58
926,-50,47
927,-43,43
928,-43,48
929,-53,50
930,-40,51
931,-40,53
932,-49,47
933,-45,46
934,-47,47
935,-55,40
936,-54,39
937,-48,40
938,-55,50
939,-52,52
940,-40,45
941,-46,48
942,-58,43
943,-58,39
944,-59,32
945,-60,37
946,-42,60
947,-39,42
948,-65,29
949,-61,47
950,-39,52
951,-53,35
952,-67,26
953,-64,39
954,-62,35
955,-50,34
956,-44,47
957,-48,52
958,-47,39
959,-60,26
960,-60,43
961,-43,55
962,-40,42
963,-52,44
964,-37,50
965,-51,41
966,-66,33
967,-45,45
968,-44,48
969,-57,42
970,-48,39
971,-45,42
972,-47,46
973,-53,44
974,-48,39
975,-44,39
976,-57,46
977,-49,46
978,-26,55
979,-47,53
980,-64,35
981,-43,38
982,-38,46
983,-46,50
984,-53,47
985,-48,49
986,-36,47
987,-44,50
988,-47,53
989,-39,39
990,-60,31
991,-63,36
992,-43,43
993,-31,52
994,-46,51
995,-59,31
996,-43,37
997,-50,46
998,-65,33
999,-47,37
1000,-33,60
1001,-48,49
1002,-51,26
1003,-44,47
1004,-49,51
1005,-48,40
1006,-53,41
1007,-46,44
1008,-43,37
1009,-57,42
1010,-46,42
1011,-43,39
1012,-51,45
1013,-56,47
1014,-38,45
1015,-36,53
1016,-44,56
1017,-46,44
1018,-50,35
1019,-55,44
1020,-44,43
1021,-45,45
1022,-50,42
1023,-46,40
1024,-44,46
1025,-47,50
1026,-47,52
1027,-42,47
1028,-40,38
1029,-51,36
1030,-58,47
1031,-44,48
1032,-39,47
1033,-45,51
1034,-38,48
1035,-51,37
1036,-59,42
1037,-50,45
1038,-50,42
1039,-39,40
1040,-47,47
1041,-53,50
1042,-46,39
1043,-44,41
1044,-46,55
1045,-45,47
1046,-44,33
1047,-55,41
1048,-51,44
1049,-39,36
1050,-48,41
1051,-51,43
1052,-44,38
1053,-53,49
1054,-46,47
1055,-41,37
1056,-50,48
1057,-49,38
1058,-45,31
1059,-48,53
1060,-44,50
1061,-49,39
1062,-46,38
1063,-49,44
1064,-56,38
1065,-45,37
1066,-39,44
1067,-47,48
1068,-51,44
1069,-40,35
1070,-39,46
1071,-54,52
1072,-43,42
1073,-35,47
1074,-44,49
1075,-44,43
1076,-44,40
1077,-42,42
1078,-45,50
1079,-41,48
1080,-38,42
1081,-50,38
1082,-52,48
1083,-36,47
1084,-34,48
1085,-52,45
1086,-45,36
1087,-39,44
1088,-52,50
1089,-39,48
1090,-39,48
1091,-49,42
1092,-41,37
1093,-47,39
1094,-51,49
1095,-40,51
1096,-46,41
1097,-56,34
1098,-48,41
1099,-45,44
1100,-47,38
1101,-44,48
1102,-43,48
1103,-53,31
1104,-53,35
1105,-52,38
1106,-47,38
1107,-45,36
1108,-49,38
1109,-56,41
1110,-50,39
1111,-41,38
1112,-48,45
1113,-44,39
1114,-41,28
1115,-50,41
1116,-42,44
1117,-45,39
1118,-47,38
1119,-50,37
1120,-49,37
1121,-49,42
1122,-38,38
1123,-42,38
1124,-57,41
1125,-45,33
1126,-45,36
1127,-47,46
1128,-30,51
1129,-34,42
1130,-54,40
1131,-48,39
1132,-34,46
1133,-33,45
1134,-43,43
1135,-48,48
1136,-41,41
1137,-36,43
1138,-42,50
1139,-42,46
1140,-45,41
1141,-50,33
1142,-54,39
1143,-40,41
1144,-34,44
1145,-44,43
1146,-44,41
1147,-46,37
1148,-51,41
1149,-46,46
1150,-38,36
1151,-50,31
1152,-51,46
1153,-43,40
1154,-47,34
1155,-45,45
1156,-42,42
1157,-53,38
1158,-48,38
1159,-43,38
1160,-45,35
1161,-51,34
1162,-51,43
1163,-40,42
1164,-38,39
1165,-48,36
1166,-53,34
1167,-50,39
1168,-40,36
1169,-46,38
1170,-43,45
1171,-32,42
1172,-49,37
1173,-47,44
1174,-34,46
1175,-43,33
1176,-58,33
1177,-48,43
1178,-41,37
1179,-42,37
1180,-47,44
1181,-43,37
1182,-43,35
1183,-48,38
1184,-47,37
1185,-43,35
1186,-44,40
1187,-49,45
1188,-38,44
1189,-42,40
1190,-45,35
1191,-37,44
1192,-43,46
1193,-52,32
1194,-49,42
1195,-39,46
1196,-42,37
1197,-40,39
1198,-41,45
1199,-50,44
1200,-48,30
1201,-42,34
1202,-39,46
1203,-39,41
1204,-47,36
1205,-45,40
1206,-33,48
1207,-35,40
1208,-49,37
1209,-44,45
1210,-36,42
1211,-41,35
1212,-43,42
1213,-30,50
1214,-34,47
1215,-45,42
1216,-43,42
1217,-35,45
1218,-40,38
1219,-55,36
1220,-49,42
1221,-38,38
1222,-40,36
1223,-41,41
1224,-39,44
1225,-42,44
1226,-50,39
1227,-46,35
1228,-41,32
1229,-41,36
1230,-52,40
1231,-41,42
1232,-34,37
1233,-41,37
1234,-45,41
1235,-45,42
1236,-42,40
1237,-47,33
1238,-45,34
1239,-39,38
1240,-43,36
1241,-53,32
1242,-46,36
1243,-34,44
1244,-39,38
1245,-54,34
1246,-44,36
1247,-42,34
1248,-50,34
1249,-34,47
1250,-31,45
1251,-44,38
1252,-50,39
1253,-46,38
1254,-34,44
1255,-44,38
1256,-44,33
1257,-36,42
1258,-45,39
1259,-44,39
1260,-32,44
1261,-42,46
1262,-44,41
1263,-44,34
1264,-45,36
1265,-42,44
1266,-39,37
1267,-35,39
1268,-41,46
1269,-35,37
1270,-39,39
1271,-47,40
1272,-38,38
1273,-45,36
1274,-51,28
1275,-38,33
1276,-39,43
1277,-41,38
1278,-41,36
1279,-44,40
1280,-43,36
1281,-42,33
1282,-44,36
1283,-47,30
1284,-47,31
1285,-46,34
1286,-43,36
1287,-37,39
1288,-47,37
1289,-46,34
1290,-41,32
1291,-41,34
1292,-45,36
1293,-36,39
1294,-33,38
1295,-49,32
1296,-49,31
1297,-38,34
1298,-37,38
1299,-46,31
1300,-49,35
1301,-36,35
1302,-43,28
1303,-48,41
1304,-31,45
1305,-26,44
1306,-41,44
1307,-44,41
1308,-27,41
1309,-34,42
1310,-41,39
1311,-41,40
1312,-41,37
1313,-43,33
1314,-45,32
1315,-40,46
1316,-29,47
1317,-37,38
1318,-51,40
1319,-39,40
1320,-33,34
1321,-48,36
1322,-49,42
1323,-33,39
1324,-37,40
1325,-48,36
1326,-42,36
1327,-34,38
1328,-48,38
1329,-50,36
1330,-40,35
1331,-38,30
1332,-48,34
1333,-43,45
1334,-32,48
1335,-45,35
1336,-47,36
1337,-40,40
1338,-36,34
1339,-45,32
1340,-52,31
1341,-42,34
1342,-35,39
1343,-41,41
1344,-38,41
1345,-31,36
1346,-45,35
1347,-49,35
1348,-33,34
1349,-35,39
1350,-44,39
1351,-38,41
1352,-36,41
1353,-42,39
1354,-46,36
1355,-40,30
1356,-35,34
1357,-40,42
1358,-45,38
1359,-40,38
1360,-34,40
1361,-41,36
1362,-42,33
1363,-34,36
1364,-41,34
1365,-45,37
1366,-39,34
1367,-36,34
1368,-43,37
1369,-38,37
1370,-34,35
1371,-36,34
1372,-41,36
1373,-42,38
1374,-32,38
1375,-31,42
1376,-43,37
1377,-43,30
1378,-34,37
1379,-37,36
1380,-42,39
1381,-39,38
1382,-38,38
1383,-44,36
1384,-38,35
1385,-33,41
1386,-38,42
1387,-41,37
1388,-42,37
1389,-36,40
1390,-32,40
1391,-37,42
1392,-39,40
1393,-33,41
1394,-32,40
1395,-38,39
1396,-37,43
1397,-34,39
1398,-43,38
1399,-43,37
1400,-33,37
1401,-40,41
1402,-40,37
1403,-33,37
1404,-38,39
1405,-39,41
1406,-34,41
1407,-37,39
1408,-41,36
1409,-39,33
1410,-39,37
1411,-36,39
1412,-38,37
1413,-42,34
1414,-39,35
1415,-40,38
1416,-41,33
1417,-44,29
1418,-45,29
1419,-41,31
1420,-37,33
1421,-41,34
1422,-42,35
1423,-38,35
1424,-39,36
1425,-36,36
1426,-42,36
1427,-41,34
1428,-38,32
1429,-35,35
1430,-44,33
1431,-46,32
1432,-37,35
1433,-41,31
1434,-42,32
1435,-41,32
1436,-40,32
1437,-42,34
1438,-42,32
1439,-37,26
1440,-37,32
1441,-42,39
1442,-43,37
1443,-36,33
1444,-41,34
1445,-43,31
1446,-40,26
1447,-43,35
1448,-44,34
1449,-34,34
1450,-39,38
1451,-42,34
1452,-40,30
1453,-38,33
1454,-33,38
1455,-42,37
1456,-37,31
1457,-38,33
1458,-44,34
1459,-40,34
1460,-31,33
1461,-33,34
1462,-43,39
1463,-40,34
1464,-38,28
1465,-44,32
1466,-38,34
1467,-30,31
1468,-44,35
1469,-36,38
1470,-31,35
1471,-41,31
1472,-45,32
1473,-42,28
1474,-40,30
1475,-37,34
1476,-40,33
1477,-40,33
1478,-33,32
1479,-36,37
1480,-40,40
1481,-31,34
1482,-36,36
1483,-38,38
1484,-35,35
1485,-36,36
1486,-41,37
1487,-39,34
1488,-35,33
1489,-33,38
1490,-37,40
1491,-36,35
1492,-31,39
1493,-36,40
1494,-40,37
1495,-37,38
1496,-30,40
1497,-40,35
1498,-43,32
1499,-36,36
1500,-39,35
1501,-40,36
1502,-33,40
1503,-32,42
1504,-35,40
1505,-34,39
1506,-32,36
1507,-35,38
1508,-38,38
1509,-42,32
1510,-30,36
1511,-33,38
1512,-44,35
1513,-37,36
1514,-31,34
1515,-35,38
1516,-40,31
1517,-39,30
1518,-34,34
1519,-37,36
1520,-38,35
1521,-33,35
1522,-31,37
1523,-38,37
1524,-35,33
1525,-34,33
1526,-40,33
1527,-44,33
1528,-34,30
1529,-33,34
1530,-39,35
1531,-39,34
1532,-32,33
1533,-37,33
1534,-47,27
1535,-43,29
1536,-32,30
1537,-33,36
1538,-39,41
1539,-36,35
1540,-33,30
1541,-40,31
1542,-37,33
1543,-35,32
1544,-38,31
1545,-43,33
1546,-39,32
1547,-32,33
1548,-40,33
1549,-40,29
1550,-36,30
1551,-35,35
1552,-35,35
1553,-36,36
1554,-36,35
1555,-37,31
1556,-36,31
1557,-41,32
1558,-40,29
1559,-38,35
1560,-35,35
1561,-32,36
1562,-37,35
1563,-37,35
1564,-38,34
1565,-37,33
1566,-38,35
1567,-34,32
1568,-37,37
1569,-42,33
1570,-38,29
1571,-39,30
1572,-39,31
1573,-33,34
1574,-40,32
1575,-40,31
1576,-33,32
1577,-35,35
1578,-35,34
1579,-38,31
1580,-37,33
1581,-35,32
1582,-39,32
1583,-38,32
1584,-33,32
1585,-35,34
1586,-39,34
1587,-33,35
1588,-33,33
1589,-43,29
1590,-40,32
1591,-33,34
1592,-36,33
1593,-34,34
1594,-31,35
1595,-40,32
1596,-36,34
1597,-31,37
1598,-33,38
1599,-35,36
1600,-42,31
1601,-41,30
1602,-36,30
1603,-36,32
1604,-38,32
1605,-36,33
1606,-36,31
1607,-42,25
1608,-42,29
1609,-36,31
1610,-31,33
1611,-34,36
1612,-40,30
1613,-39,29
1614,-33,30
1615,-37,30
1616,-35,31
1617,-34,36
1618,-32,33
1619,-38,28
1620,-40,28
1621,-34,31
1622,-37,30
1623,-35,29
1624,-35,35
1625,-34,32
1626,-37,28
1627,-42,28
1628,-41,26
1629,-36,27
1630,-37,31
1631,-39,30
1632,-31,35
1633,-29,36
1634,-39,29
1635,-36,31
1636,-30,32
1637,-33,28
1638,-34,31
1639,-35,35
1640,-31,33
1641,-32,35
1642,-37,33
1643,-34,31
1644,-33,30
1645,-34,32
1646,-33,32
1647,-35,32
1648,-39,30
1649,-37,31
1650,-33,32
1651,-35,27
1652,-34,33
1653,-36,34
1654,-35,33
1655,-33,34
1656,-35,33
1657,-35,34
1658,-33,33
1659,-39,31
1660,-38,29
1661,-32,32
1662,-34,33
1663,-34,31
1664,-34,35
1665,-40,29
1666,-39,27
1667,-34,30
1668,-33,29
1669,-36,30
1670,-36,33
1671,-32,34
1672,-34,33
1673,-36,31
1674,-37,32
1675,-37,32
1676,-34,32
1677,-33,35
1678,-36,32
1679,-38,27
1680,-36,30
1681,-34,34
1682,-34,33
1683,-32,32
1684,-29,35
1685,-33,33
1686,-34,32
1687,-34,33
1688,-34,34
1689,-31,33
1690,-30,33
1691,-30,31
1692,-33,35
1693,-32,35
1694,-31,31
1695,-34,33
1696,-29,33
1697,-31,31
1698,-30,34
1699,-29,37
1700,-34,33
1701,-37,30
1702,-34,31
1703,-34,28
1704,-31,29
1705,-33,33
1706,-34,31
1707,-32,28
1708,-30,31
1709,-34,31
1710,-34,28
1711,-37,28
1712,-41,26
1713,-36,31
1714,-29,30
1715,-29,32
1716,-34,35
1717,-34,32
1718,-32,29
1719,-36,29
1720,-38,30
1721,-32,27
1722,-31,28
1723,-37,29
1724,-36,29
1725,-27,32
1726,-31,31
1727,-39,32
1728,-36,33
1729,-32,28
1730,-32,30
1731,-34,32
1732,-32,31
1733,-31,30
1734,-32,32
1735,-28,35
1736,-32,31
1737,-36,28
1738,-35,29
1739,-32,32
1740,-30,29
1741,-32,29
1742,-30,34
1743,-27,36
1744,-30,33
1745,-39,27
1746,-33,32
1747,-32,28
1748,-37,26
1749,-33,31
1750,-33,31
1751,-35,28
1752,-35,31
1753,-31,33
1754,-27,34
1755,-34,32
1756,-36,32
1757,-34,28
1758,-31,27
1759,-37,27
1760,-36,26
1761,-31,29
1762,-35,30
1763,-40,26
1764,-35,29
1765,-31,26
1766,-34,24
1767,-38,30
1768,-33,28
1769,-29,32
1770,-35,31
1771,-33,29
1772,-30,30
1773,-27,31
1774,-34,30
1775,-38,25
1776,-33,28
1777,-36,30
1778,-31,32
1779,-27,33
1780,-32,32
1781,-38,27
1782,-34,26
1783,-29,30
1784,-35,30
1785,-39,28
1786,-32,28
1787,-33,28
1788,-31,26
1789,-33,34
1790,-32,33
1791,-32,29
1792,-33,32
1793,-35,31
1794,-34,27
1795,-31,28
1796,-36,33
1797,-36,30
1798,-33,30
1799,-34,31
1800,-31,30
1801,-35,29
1802,-38,26
1803,-35,26
1804,-31,31
1805,-28,32
1806,-33,28
1807,-35,29
1808,-36,32
1809,-30,29
1810,-32,30
1811,-35,29
1812,-34,25
1813,-35,27
1814,-35,25
1815,-33,27
1816,-36,27
1817,-34,27
1818,-35,29
1819,-36,28
1820,-32,25
1821,-35,22
1822,-36,27
1823,-32,28
1824,-32,25
1825,-34,29
1826,-32,30
1827,-32,25
1828,-31,26
1829,-28,28
1830,-28,33
1831,-30,32
1832,-33,26
1833,-28,28
1834,-29,31
1835,-33,30
1836,-32,28
1837,-31,31
1838,-32,31
1839,-34,29
1840,-30,29
1841,-31,31
1842,-28,33
1843,-32,31
1844,-28,33
1845,-29,33
1846,-31,30
1847,-29,28
1848,-30,34
1849,-27,36
1850,-28,32
1851,-30,29
1852,-32,31
1853,-30,30
1854,-29,30
1855,-33,31
1856,-33,29
1857,-35,25
1858,-31,30
1859,-28,32
1860,-27,31
1861,-34,30
1862,-30,30
1863,-26,26
1864,-29,28
1865,-34,31
1866,-29,32
1867,-27,30
1868,-32,27
1869,-31,27
1870,-28,31
1871,-28,34
1872,-34,28
1873,-30,25
1874,-35,27
1875,-35,27
1876,-32,27
