,R,L
20924,0,1
20925,-1,1
20926,-3,0
20927,3,1
20928,0,5
20929,3,2
20930,5,5
20931,3,3
20932,5,5
20933,4,3
20934,6,1
20935,5,4
20936,3,4
20937,4,5
20938,4,7
20939,2,5
20940,4,2
20941,1,0
20942,-2,-2
20943,-5,-2
20944,-6,-7
20945,-5,-6
20946,-7,-8
20947,-7,-9
20948,-8,-4
20949,-5,-6
20950,-8,-8
20951,-7,-6
20952,-7,-6
20953,-1,-5
20954,-1,-1
20955,2,0
20956,6,3
20957,5,4
20958,8,8
20959,11,7
20960,9,10
20961,5,8
20962,6,2
20963,2,3
20964,1,0
20965,-3,1
20966,0,0
20967,-1,3
20968,0,-1
20969,5,-2
20970,-1,-5
20971,-5,-6
20972,-4,-5
20973,-2,-2
20974,-2,-2
20975,1,-1
20976,0,0
20977,3,4
20978,5,3
20979,2,2
20980,2,1
20981,-3,3
20982,-5,1
20983,-4,2
20984,-4,1
20985,1,2
20986,-3,0
20987,-3,0
20988,-3,-2
20989,-2,-1
20990,-1,2
20991,1,3
20992,3,4
20993,5,3
20994,0,4
20995,3,5
20996,1,6
20997,1,3
20998,7,4
20999,3,1
21000,2,1
21001,1,0
21002,-1,-3
21003,0,-1
21004,-1,-2
21005,-5,-5
21006,-6,-6
21007,-5,-5
21008,-5,-6
21009,-5,-7
21010,-5,-5
21011,-3,-5
21012,-2,-7
21013,-2,-7
21014,-3,-4
21015,-6,-5
21016,-3,-6
21017,-2,-3
21018,-2,-2
21019,-1,-3
21020,-4,-6
21021,-4,-8
21022,-7,-11
21023,-7,-8
21024,-8,-8
21025,-5,-6
21026,-3,-3
21027,0,0
21028,-1,-2
21029,-4,2
21030,0,0
21031,-1,3
21032,-2,1
21033,0,0
21034,-3,2
21035,1,0
21036,2,2
21037,1,-2
21038,-1,-2
21039,-1,-4
21040,0,-3
21041,-3,0
21042,1,0
21043,5,1
21044,4,0
21045,6,0
21046,6,0
21047,5,5
21048,3,3
21049,8,3
21050,3,2
21051,3,2
21052,1,1
21053,0,0
21054,-2,4
21055,2,2
21056,-1,1
21057,-2,-1
21058,-2,-3
21059,-3,-8
21060,-5,-6
21061,-6,-6
21062,-6,-7
21063,-8,-4
21064,-3,-2
21065,-6,-4
21066,-3,-2
21067,-5,-3
21068,-4,-2
21069,-2,-2
21070,-4,-1
21071,-4,-2
21072,1,0
21073,-1,-2
21074,-1,-2
21075,-1,-1
21076,-1,0
21077,1,1
21078,0,-3
21079,-4,-5
21080,-6,-5
21081,-8,-5
21082,-9,-9
21083,-9,-6
21084,-4,-6
21085,-3,-6
21086,-2,-4
21087,-1,0
21088,4,2
21089,3,6
21090,2,6
21091,3,7
21092,5,9
21093,8,5
21094,5,4
21095,5,3
21096,0,4
21097,0,2
21098,2,4
21099,1,-1
21100,2,1
21101,2,2
21102,2,2
21103,3,3
21104,1,3
21105,2,5
21106,5,3
21107,3,3
21108,2,2
21109,3,3
21110,1,2
21111,4,3
21112,-1,1
21113,-2,0
21114,-3,-1
21115,-7,-5
21116,-6,-3
21117,-8,-4
21118,-4,3
21119,-2,-1
21120,-1,1
21121,-1,2
21122,3,4
21123,0,2
21124,4,1
21125,0,-1
21126,1,-1
21127,-1,1
21128,0,-4
21129,0,-1
21130,1,-3
21131,1,0
21132,1,0
21133,1,2
21134,0,3
21135,4,4
21136,2,0
21137,3,3
21138,3,2
21139,4,1
21140,4,1
21141,0,1
21142,6,2
21143,3,0
21144,4,1
21145,3,1
21146,5,1
21147,0,4
21148,3,1
21149,3,0
21150,0,-1
21151,0,-2
21152,-4,-2
21153,-3,-1
21154,-5,-3
21155,-6,-4
21156,-8,0
21157,-7,-5
21158,-4,-2
21159,-5,-3
21160,-2,-2
21161,-5,-4
21162,-3,-5
21163,-7,-5
21164,-4,-6
21165,-5,-5
21166,-3,0
21167,-1,2
21168,-1,3
21169,5,7
21170,7,11
21171,10,9
21172,3,7
21173,3,2
21174,0,1
21175,1,-1
21176,-2,-3
21177,-2,-5
21178,-4,-5
21179,-3,-5
21180,-3,-4
21181,-3,-5
21182,-4,-3
21183,-4,-2
21184,-1,-1
21185,-1,1
21186,6,4
21187,7,6
21188,8,9
21189,10,9
21190,9,10
21191,8,8
21192,5,5
21193,5,4
21194,-1,1
21195,1,-1
21196,-1,2
21197,4,3
21198,4,4
21199,6,5
21200,6,5
21201,4,7
21202,6,5
21203,2,2
21204,2,3
21205,-2,-1
21206,-3,-3
21207,-6,-4
21208,-4,-7
21209,-5,-3
21210,-2,-2
21211,-4,-1
21212,-5,-2
21213,-5,-1
21214,-8,-3
21215,-6,-5
21216,-9,-7
21217,-8,-9
21218,-11,-14
21219,-15,-14
21220,-15,-14
21221,-13,-12
21222,-8,-10
21223,-6,-5
21224,0,0
21225,1,-1
21226,3,0
21227,2,-1
21228,1,-4
21229,0,-4
21230,-2,-4
21231,-1,-3
21232,-2,0
21233,2,-2
21234,0,0
21235,0,-4
21236,-2,-3
21237,1,0
21238,-2,-2
21239,2,-5
21240,-2,-2
21241,1,-2
21242,2,2
21243,1,1
21244,6,2
21245,4,0
21246,5,3
21247,3,6
21248,4,7
21249,4,10
21250,8,9
21251,10,7
21252,7,5
21253,5,8
21254,5,11
21255,5,9
21256,3,7
21257,5,9
21258,6,4
21259,3,5
21260,2,3
21261,4,1
21262,1,2
21263,-2,-3
21264,-1,-3
21265,-2,-5
21266,-1,-5
21267,-3,-4
21268,-3,-4
21269,-7,-2
21270,-1,-2
21271,-4,-3
21272,-5,-7
21273,-4,-5
21274,-6,-11
21275,-7,-7
21276,-9,-9
21277,-9,-9
21278,-11,-10
21279,-7,-7
21280,-7,-9
21281,-9,-9
21282,-7,-10
21283,-8,-10
21284,-6,-6
21285,-4,-4
21286,-2,0
21287,3,3
21288,5,6
21289,8,8
21290,10,10
21291,8,10
21292,4,4
21293,4,5
21294,2,3
21295,6,6
21296,3,6
21297,7,5
21298,2,2
21299,2,3
21300,0,0
21301,-3,0
21302,0,0
21303,0,-1
21304,1,-1
21305,1,2
21306,-3,1
21307,-1,1
21308,-3,2
21309,-3,0
21310,-4,-1
21311,-5,0
21312,-7,1
21313,1,3
21314,-2,5
21315,2,3
21316,-1,1
21317,-2,1
21318,-2,-2
21319,-3,-5
21320,-5,-3
21321,-8,-5
21322,-4,-5
21323,-3,-6
21324,-3,-6
21325,-2,-10
21326,-3,-8
21327,-3,-7
21328,1,-3
21329,2,-3
21330,-1,-3
21331,1,-4
21332,-1,-6
21333,-1,-4
21334,-2,-2
21335,-2,-1
21336,-1,0
21337,0,3
21338,3,0
21339,3,2
21340,2,2
21341,1,1
21342,4,5
21343,0,2
21344,2,5
21345,-1,3
21346,-1,1
21347,1,3
21348,2,0
21349,0,2
21350,0,0
21351,2,0
21352,-1,2
21353,1,3
21354,2,5
21355,0,1
21356,-2,0
21357,-2,-2
21358,-4,-4
21359,-5,-6
21360,-2,-6
21361,-4,-6
21362,-4,-4
21363,-4,-7
21364,-3,-6
21365,-4,-4
21366,-3,-4
21367,-4,-4
21368,0,-3
21369,-3,-4
21370,-2,-3
21371,-2,-2
21372,-4,-1
21373,-1,0
21374,1,3
21375,1,1
21376,-1,3
21377,0,1
21378,-2,0
21379,-5,-3
21380,-3,-5
21381,-4,-5
21382,-4,-6
21383,-3,-6
21384,-2,-9
21385,-4,-11
21386,-3,-7
21387,-3,-5
21388,-1,-1
21389,1,-2
21390,1,-2
21391,-2,-3
21392,-4,0
21393,-2,0
21394,0,3
21395,2,5
21396,5,4
21397,3,7
21398,3,3
21399,3,4
21400,3,1
21401,1,0
21402,2,0
21403,2,0
21404,-1,2
21405,0,-2
21406,1,-2
21407,-2,-3
21408,-2,-3
21409,-3,-5
21410,-2,-2
21411,0,0
21412,-2,1
21413,0,1
21414,-3,1
21415,3,3
21416,0,5
21417,0,3
21418,1,1
21419,1,3
21420,2,4
21421,1,5
21422,4,3
21423,0,2
21424,-1,0
21425,-2,-3
21426,-2,-7
21427,-7,-7
21428,-6,-12
21429,-10,-11
21430,-12,-13
21431,-10,-8
21432,-5,-4
21433,-2,-4
21434,-1,-1
21435,3,3
21436,-1,5
21437,0,6
21438,5,6
21439,4,5
21440,5,5
21441,2,0
21442,0,0
21443,-3,-1
21444,1,-3
21445,-3,-1
21446,-2,0
21447,-1,-2
21448,0,-2
21449,0,-1
21450,-3,0
21451,1,2
21452,0,4
21453,1,3
21454,1,4
21455,2,0
21456,0,0
21457,3,-1
21458,3,-3
21459,0,-1
21460,3,-3
21461,2,0
21462,2,1
21463,4,1
21464,3,3
21465,3,4
21466,3,3
21467,6,5
21468,3,6
21469,2,6
21470,2,2
21471,0,4
21472,1,5
21473,3,5
21474,2,4
21475,1,0
21476,1,0
21477,-1,-2
21478,-1,-4
21479,-5,-5
21480,-5,-4
21481,-3,-3
21482,-2,0
21483,-1,-1
21484,0,1
21485,0,2
21486,1,2
21487,0,3
21488,1,2
21489,3,2
21490,1,3
21491,0,0
21492,2,1
21493,0,1
21494,3,0
21495,1,0
21496,2,-3
21497,-4,-4
21498,-6,-5
21499,-4,-8
21500,-9,-5
21501,-6,0
21502,-2,0
21503,2,3
21504,-1,2
21505,0,1
21506,0,-1
21507,-5,0
21508,-4,0
21509,-1,-2
21510,-4,-1
21511,0,-3
21512,-2,-4
21513,-2,-3
21514,-3,-2
21515,-2,-4
21516,-4,0
21517,0,1
21518,3,1
21519,6,5
21520,4,3
21521,1,2
21522,0,0
21523,-3,-3
21524,-5,-4
21525,-5,-6
21526,-4,-4
21527,-4,-3
21528,-2,-4
21529,-4,-2
21530,-2,-1
21531,0,3
21532,0,3
21533,5,4
21534,6,2
21535,3,3
21536,3,1
21537,1,0
21538,2,2
21539,3,3
21540,1,5
21541,1,1
21542,1,0
21543,0,-3
21544,-2,-5
21545,-4,-5
21546,-3,-3
21547,0,-2
21548,-2,0
21549,-1,-1
21550,0,2
21551,1,2
21552,3,1
21553,1,4
21554,5,2
21555,2,2
21556,2,0
21557,4,1
21558,1,0
21559,1,-1
21560,0,0
21561,-4,-5
21562,-4,-3
21563,-2,-4
21564,-5,-5
21565,-4,-4
21566,-4,-4
21567,-4,-3
21568,-5,-5
21569,-2,-3
21570,-1,-1
21571,1,0
21572,6,5
21573,4,4
21574,5,3
21575,3,4
21576,3,1
21577,2,0
21578,2,1
21579,2,0
21580,1,0
21581,-1,0
21582,-2,0
21583,-4,-2
21584,-3,-2
21585,-3,0
21586,-4,-2
21587,-7,-4
21588,-5,-3
21589,-2,-2
21590,-4,-4
21591,-2,-3
21592,-1,-3
21593,-3,-1
21594,-1,-2
21595,1,0
21596,1,3
21597,4,6
21598,7,6
21599,8,5
21600,5,5
21601,5,5
21602,3,2
21603,1,0
21604,1,-1
21605,4,-1
21606,0,1
21607,2,1
21608,2,2
21609,4,4
21610,4,3
21611,1,1
21612,1,0
21613,-2,2
21614,-2,0
21615,-1,2
21616,1,6
21617,6,6
21618,6,8
21619,4,5
21620,4,6
21621,5,2
21622,1,0
21623,0,-2
21624,-2,-3
21625,-4,-5
21626,-7,-6
21627,-8,-7
21628,-8,-8
21629,-8,-7
21630,-8,-9
21631,-9,-7
21632,-7,-6
21633,-5,-4
21634,-6,-5
21635,-3,-1
21636,-4,-3
21637,-2,-3
21638,-5,-6
21639,-5,-8
21640,-6,-6
21641,-4,-5
21642,-5,-3
21643,-2,-3
21644,-2,-4
21645,-1,-4
21646,0,-3
21647,4,0
21648,5,-1
21649,7,4
21650,7,2
21651,4,4
21652,4,4
21653,5,4
21654,3,6
21655,4,6
21656,1,1
21657,-1,2
21658,-2,-2
21659,-6,-3
21660,-6,-4
21661,-4,-5
21662,-6,-5
21663,-3,-3
21664,-4,-1
21665,1,-1
21666,2,1
21667,5,2
21668,4,5
21669,4,3
21670,4,2
21671,1,2
21672,1,2
21673,-1,-1
21674,-3,0
21675,-3,1
21676,1,-1
21677,-2,1
21678,-1,-1
21679,-3,-1
21680,-3,-2
21681,-2,-2
21682,-2,-2
21683,-4,-1
21684,-6,-3
21685,-3,-3
21686,-6,-5
21687,-6,-7
21688,-5,-5
21689,-7,-5
21690,-6,-4
21691,-7,-3
21692,-3,-1
21693,-1,1
21694,1,2
21695,1,-1
21696,-1,-3
21697,-2,-3
21698,0,-4
21699,-1,-2
21700,-1,0
21701,3,0
21702,1,-2
21703,1,-3
21704,-2,-7
21705,-3,-9
21706,-6,-7
21707,-5,-9
21708,-4,-8
21709,-6,-5
21710,-2,-3
21711,3,2
21712,3,2
21713,4,5
21714,6,5
21715,6,4
21716,5,2
21717,2,1
21718,0,0
21719,3,1
21720,3,2
21721,7,5
21722,9,9
21723,11,9
21724,10,9
21725,11,7
21726,4,3
21727,0,-1
21728,-3,-5
21729,-10,-7
21730,-7,-7
21731,-7,-4
21732,-5,0
21733,-2,-2
21734,-2,1
21735,-5,0
21736,-2,0
21737,-5,0
21738,-4,-4
21739,-6,-5
21740,-5,-4
21741,-5,-3
21742,-3,-3
21743,-2,-5
21744,-3,-4
21745,-1,-3
21746,-2,-1
21747,0,0
21748,-1,-1
21749,0,3
21750,-2,1
21751,0,5
21752,1,4
21753,9,4
21754,7,4
21755,4,3
21756,4,-2
21757,-3,-3
21758,-4,-4
21759,-4,-8
21760,-6,-4
21761,-3,-3
21762,2,0
21763,1,4
21764,5,8
21765,5,8
21766,4,7
21767,2,8
21768,5,9
21769,6,7
21770,0,5
21771,-2,2
21772,0,2
21773,-1,5
21774,2,6
21775,3,5
21776,4,5
21777,3,4
21778,2,1
21779,0,0
21780,-1,1
21781,3,1
21782,1,-2
21783,2,-3
21784,-2,-4
21785,-2,-7
21786,-4,-6
21787,-6,-4
21788,-3,-5
21789,-4,-5
21790,-3,-3
21791,-1,-3
21792,-1,1
21793,-1,2
21794,1,3
21795,4,5
21796,2,4
21797,3,4
21798,1,3
21799,1,2
21800,0,-1
21801,1,-1
21802,-1,-1
21803,1,-3
21804,1,0
21805,0,1
21806,2,0
21807,0,-3
21808,-2,-3
21809,-1,-1
21810,0,-1
21811,1,3
21812,3,3
21813,0,2
21814,-1,0
21815,0,2
21816,1,4
21817,4,3
21818,3,6
21819,3,7
21820,10,8
21821,9,11
21822,8,7
21823,6,3
21824,2,1
21825,1,-3
21826,-1,-4
21827,-2,-4
21828,-6,-6
21829,-6,-6
21830,-6,-6
21831,-6,-3
21832,-4,-2
21833,-8,-4
21834,-9,-2
21835,-6,-2
21836,-4,0
21837,-3,2
21838,0,4
21839,2,4
21840,4,6
21841,5,3
21842,1,1
21843,2,-3
21844,0,-5
21845,-1,-5
21846,0,-6
21847,-1,-4
21848,-1,-3
21849,-1,-4
21850,-1,-1
21851,-1,-1
21852,4,0
21853,0,1
21854,0,0
21855,0,1
21856,0,1
21857,-2,0
21858,-3,-2
21859,0,-2
21860,-3,-3
21861,-1,-1
21862,-2,0
21863,-1,0
21864,-1,-2
21865,0,-1
21866,2,0
21867,2,1
21868,6,3
21869,6,1
21870,2,-3
21871,-3,-4
21872,-2,-6
21873,-8,-7
21874,-9,-8
21875,-9,-9
21876,-12,-7
21877,-7,-7
21878,-7,-6
21879,-5,-4
21880,-5,-8
21881,-4,-8
21882,-6,-6
21883,-5,-5
21884,-3,-2
21885,-2,-1
21886,1,1
21887,3,1
21888,3,2
21889,-1,3
21890,3,0
21891,0,-1
21892,-1,-2
21893,0,-5
21894,-1,-4
21895,-3,-4
21896,-1,-1
21897,1,2
21898,1,5
21899,8,6
21900,4,5
21901,6,3
21902,5,4
21903,6,6
21904,5,6
21905,8,6
21906,8,4
21907,7,4
21908,5,6
21909,4,5
21910,5,5
21911,2,7
21912,1,4
21913,2,5
21914,2,7
21915,0,5
21916,1,4
21917,0,5
21918,-1,2
21919,2,0
21920,0,0
21921,0,0
21922,2,0
21923,1,-2
21924,1,0
21925,1,0
21926,2,-2
21927,0,-3
21928,-1,-3
21929,-3,-3
21930,-4,0
21931,-3,-1
21932,-3,-4
21933,-6,-3
21934,-10,-6
21935,-8,-7
21936,-9,-7
21937,-11,-8
21938,-9,-11
21939,-7,-10
21940,-8,-11
21941,-8,-9
21942,-2,-7
21943,-3,-4
21944,-3,-4
21945,3,-3
21946,-2,-4
21947,1,-1
21948,3,-1
21949,0,0
21950,0,3
21951,5,4
21952,7,7
21953,5,8
21954,7,8
21955,7,6
21956,7,6
21957,6,4
21958,5,4
21959,1,4
21960,2,3
21961,4,3
21962,6,6
21963,6,3
21964,4,2
21965,2,2
21966,1,2
21967,0,-3
21968,-2,-5
21969,-7,-7
21970,-5,-6
21971,-6,-4
21972,-4,-3
21973,-4,-2
21974,0,-4
21975,-5,-6
21976,-5,-5
21977,-5,-8
21978,-9,-6
21979,-6,-7
21980,-6,-5
21981,-8,-5
21982,-6,-2
21983,-5,-2
21984,-5,-1
21985,-3,-2
21986,-4,-3
21987,-5,-6
21988,-6,-6
21989,-8,-7
21990,-8,-9
21991,-8,-6
21992,-7,-8
21993,-4,-6
21994,-2,-3
21995,1,-1
21996,1,3
21997,6,5
21998,2,4
21999,3,6
22000,5,6
22001,5,7
22002,7,7
22003,10,7
22004,10,10
22005,9,7
22006,9,6
22007,7,5
22008,4,2
22009,3,1
22010,3,0
22011,0,0
22012,2,2
22013,2,3
22014,1,1
22015,3,1
22016,0,1
22017,1,0
22018,0,-1
22019,-2,-1
22020,-1,0
22021,-1,0
22022,-1,-1
22023,-2,-5
22024,-4,-5
22025,-4,-5
22026,-3,-8
22027,-7,-8
22028,-5,-8
22029,-5,-9
22030,-7,-8
22031,-5,-9
22032,-3,-9
22033,-5,-6
22034,-4,-6
22035,-4,-9
22036,-10,-7
22037,-5,-6
22038,-6,-3
22039,-3,1
22040,2,3
22041,6,6
22042,7,9
22043,7,9
22044,11,9
22045,8,8
22046,8,9
22047,6,3
22048,2,-1
22049,-1,-4
22050,-3,-9
22051,-7,-9
22052,-8,-8
22053,-9,-7
22054,-4,-5
22055,-6,-5
22056,-6,-3
22057,-4,-1
22058,-6,0
22059,-6,0
22060,-3,0
22061,-1,2
22062,-3,1
22063,-1,0
22064,-1,1
22065,-1,2
22066,1,0
22067,1,1
22068,1,3
22069,3,4
22070,3,2
22071,2,2
22072,0,0
22073,0,-1
22074,-4,-3
22075,-2,-3
22076,-4,0
22077,-5,-1
22078,-3,0
22079,-1,1
22080,-1,2
22081,1,0
22082,3,2
22083,5,0
22084,3,2
22085,1,1
22086,1,0
22087,1,0
22088,2,2
22089,5,3
22090,5,6
22091,6,7
22092,7,4
22093,2,1
22094,1,2
22095,-1,1
22096,-3,0
22097,-3,-1
22098,0,-1
22099,-2,-3
22100,-2,-5
22101,-4,-8
22102,-4,-3
22103,-5,-3
22104,-3,-2
22105,0,2
22106,2,4
22107,3,8
22108,7,7
22109,5,8
22110,6,7
22111,5,7
22112,5,4
22113,2,3
22114,-1,0
22115,-4,-5
22116,-6,-6
22117,-6,-5
22118,-5,-5
22119,-4,-2
22120,-4,-1
22121,-4,-3
22122,-1,-1
22123,-3,-6
22124,-5,-4
22125,-5,-4
22126,-4,-4
22127,-5,-1
22128,-3,-4
22129,-3,-2
22130,-4,-3
22131,-2,-2
22132,-2,-2
22133,-2,-2
22134,0,0
22135,-1,0
22136,-3,0
22137,2,-1
22138,1,0
22139,-2,0
22140,3,1
22141,2,-1
22142,-1,1
22143,0,-1
22144,-2,-1
22145,-1,0
22146,-1,-2
22147,-1,-2
22148,0,1
22149,2,3
22150,3,3
22151,3,3
22152,1,4
22153,2,2
22154,3,4
22155,0,2
22156,1,1
22157,-1,0
22158,-2,2
22159,2,2
22160,1,1
22161,-1,2
22162,-1,2
22163,0,-1
22164,-2,1
22165,0,3
22166,0,0
22167,-2,1
22168,3,3
22169,7,5
22170,7,7
22171,7,7
22172,9,5
22173,3,3
22174,1,2
22175,0,-2
22176,-3,-3
22177,-5,-3
22178,-7,-4
22179,-8,-5
22180,-8,-6
22181,-8,-6
22182,-9,-6
22183,-5,-3
22184,-6,-1
22185,0,0
22186,3,5
22187,4,7
22188,7,5
22189,4,3
22190,1,-1
22191,-2,-3
22192,-3,-6
22193,-2,-4
22194,-4,-5
22195,-3,-5
22196,-1,-4
22197,-1,-3
22198,1,-3
22199,0,0
22200,-2,1
22201,0,2
22202,0,1
22203,3,2
22204,0,0
22205,0,-1
22206,-4,0
22207,-3,-2
22208,-1,-2
22209,0,-4
22210,-3,-5
22211,-2,-6
22212,-3,-8
22213,-5,-7
22214,-4,-5
22215,-2,-1
22216,-1,-3
22217,0,-4
22218,0,-6
22219,-1,-4
22220,-1,-2
22221,0,-1
22222,2,1
22223,3,4
22224,4,3
22225,5,5
22226,9,7
22227,8,7
22228,8,5
22229,5,0
22230,3,-4
22231,-1,-5
22232,-3,-6
22233,-5,-4
22234,-2,-3
22235,-4,-2
22236,-1,-2
22237,-1,-2
22238,-2,-2
22239,-2,-1
22240,-5,-4
22241,-3,-4
22242,-7,-4
22243,-6,-4
22244,-2,-1
22245,-2,0
22246,0,-2
22247,-1,-1
22248,0,2
22249,1,2
22250,4,5
22251,6,6
22252,8,7
22253,7,5
22254,4,7
22255,6,4
22256,3,3
22257,3,2
22258,4,1
22259,-2,0
22260,-1,-1
22261,-3,1
22262,-4,-2
22263,-3,-1
22264,-6,-1
22265,-2,-3
22266,-3,-4
22267,-3,-7
22268,-6,-6
22269,-8,-5
22270,-9,-6
22271,-9,-5
22272,-9,-5
22273,-6,-4
22274,-6,-4
22275,-2,-6
22276,-3,-4
22277,-3,-3
22278,0,-3
22279,-1,-2
22280,1,3
22281,4,5
22282,6,4
22283,6,7
22284,6,4
22285,2,5
22286,2,1
22287,-1,0
22288,-1,0
22289,0,-3
22290,-3,-5
22291,-5,-6
22292,-6,-10
22293,-8,-7
22294,-5,-10
22295,-8,-9
22296,-9,-10
22297,-10,-7
22298,-8,-6
22299,-4,-5
22300,-4,1
22301,2,5
22302,5,9
22303,7,10
22304,8,7
22305,7,8
22306,6,4
22307,4,1
22308,5,1
22309,4,1
22310,2,2
22311,2,0
22312,0,-1
22313,-2,-5
22314,-3,-8
22315,-5,-9
22316,-7,-8
22317,-9,-8
22318,-8,-6
22319,-7,-3
22320,-3,-1
22321,1,2
22322,5,5
22323,4,3
22324,4,4
22325,2,4
22326,2,2
22327,2,3
22328,2,4
22329,4,5
22330,4,4
22331,6,4
22332,2,2
22333,4,0
22334,-1,0
22335,-1,-2
22336,-2,-4
22337,-5,-3
22338,-6,-6
22339,-5,-5
22340,-4,-4
22341,-2,-4
22342,-1,0
22343,0,0
22344,2,2
22345,-2,-1
22346,1,-4
22347,-5,-4
22348,-4,-4
22349,-6,-3
22350,-5,-5
22351,-5,-5
22352,-2,-4
22353,-3,-4
22354,-2,-2
22355,1,-1
22356,2,0
22357,4,2
22358,4,3
22359,0,2
22360,-1,1
22361,-2,0
22362,-1,-2
22363,-2,1
22364,-4,-2
22365,-2,-4
22366,-3,-4
22367,-3,-5
22368,-6,-5
22369,-4,-4
22370,0,0
22371,1,1
22372,4,3
22373,5,5
22374,3,2
22375,1,2
22376,-1,3
22377,-1,1
22378,0,1
22379,-1,0
22380,-3,-2
22381,-2,-3
22382,-4,0
22383,-4,-1
22384,-1,2
22385,2,5
22386,4,6
22387,5,4
22388,5,3
22389,1,2
22390,3,2
22391,0,0
22392,-1,1
22393,0,-1
22394,2,-3
22395,0,-3
22396,-1,-5
22397,0,-4
22398,-2,-2
22399,-1,0
22400,3,2
22401,1,3
22402,3,3
22403,6,2
22404,6,2
22405,6,4
22406,5,5
22407,6,4
22408,6,4
22409,2,3
22410,4,0
22411,-2,-3
22412,-2,-3
22413,-2,-7
22414,-4,-8
22415,-5,-4
22416,-1,-1
22417,0,-2
22418,-1,0
22419,-1,-1
22420,-3,-1
22421,-7,0
22422,-6,-1
22423,-5,-1
22424,-4,2
22425,-2,0
22426,-2,-2
22427,-3,-1
22428,-3,-1
22429,2,1
22430,-2,0
22431,3,2
22432,0,-2
22433,-1,-2
22434,-2,-1
22435,-2,-3
22436,1,-1
22437,1,-1
22438,2,0
22439,-3,0
22440,-6,-3
22441,-8,-5
22442,-8,-5
22443,-7,-3
22444,-5,-1
22445,-4,-2
22446,-3,-1
22447,-4,-2
22448,-5,-3
22449,-3,-1
22450,-4,-1
22451,0,-1
22452,-1,-1
22453,-2,0
22454,0,0
22455,3,1
22456,0,2
22457,0,3
22458,1,3
22459,1,2
22460,1,2
22461,0,0
22462,-3,2
22463,-3,5
22464,1,6
22465,2,8
22466,3,9
22467,9,10
22468,6,9
22469,6,7
22470,5,4
22471,6,3
22472,3,5
22473,5,5
22474,6,4
22475,5,2
22476,3,1
22477,1,-2
22478,-1,-4
22479,-4,-4
22480,-4,-5
22481,-3,-4
22482,-6,-4
22483,-4,-4
22484,-3,-1
22485,-3,1
22486,1,3
22487,4,5
22488,3,7
22489,6,7
22490,3,3
22491,3,2
22492,1,0
22493,3,-1
22494,-3,-4
22495,0,-3
22496,-4,-6
22497,-6,-7
22498,-6,-7
22499,-6,-8
22500,-4,-6
22501,-5,-5
22502,-2,-1
22503,2,-1
22504,3,2
22505,3,2
22506,7,4
22507,8,7
22508,7,7
22509,11,8
22510,10,5
22511,6,3
22512,3,0
22513,2,-2
22514,-1,-2
22515,-2,-3
22516,-1,-4
22517,-1,-3
22518,0,-3
22519,0,-4
22520,-4,-3
22521,-6,-5
22522,-3,-4
22523,-7,-5
22524,-6,-5
22525,-4,-7
22526,-3,-6
22527,-4,-3
22528,-3,-3
22529,-3,-5
22530,-4,-2
22531,0,-2
22532,-1,0
22533,0,1
22534,3,0
22535,3,1
22536,1,0
22537,-1,-1
22538,0,-3
22539,-3,-5
22540,-3,-6
22541,-3,-8
22542,-6,-8
22543,-8,-9
22544,-8,-8
22545,-7,-5
22546,-6,-4
22547,-4,-1
22548,-2,3
22549,2,4
22550,3,7
22551,9,9
22552,9,12
22553,9,10
22554,10,10
22555,7,8
22556,6,5
22557,1,3
22558,3,1
22559,2,1
22560,-1,-3
22561,-2,-4
22562,-4,-3
22563,-4,-3
22564,-1,0
22565,-2,2
22566,-2,-2
22567,1,0
22568,-3,2
22569,-3,-2
22570,-4,1
22571,-4,-1
22572,0,3
22573,-1,0
22574,-1,-2
22575,-2,-2
22576,-1,-5
22577,-6,-2
22578,-6,-3
22579,-3,-1
22580,1,0
22581,1,-3
22582,2,2
22583,3,1
22584,-2,-1
22585,-2,-1
22586,0,-2
22587,-1,-2
22588,2,0
22589,3,1
22590,5,1
22591,0,0
22592,2,-1
22593,2,-2
22594,1,-2
22595,-1,-1
22596,4,1
22597,1,1
22598,3,-1
22599,1,-2
22600,2,-2
22601,-1,1
22602,1,0
22603,-1,5
22604,0,-7
22605,-8,0
22606,-4,-6
22607,-12,-3
22608,-4,1
22609,-4,2
22610,3,8
22611,9,4
22612,3,5
22613,6,8
22614,10,10
22615,7,7
22616,7,1
22617,1,9
22618,6,-3
22619,-5,2
22620,3,4
22621,3,-2
22622,-2,3
22623,3,0
22624,-3,0
22625,0,-4
22626,-5,-1
22627,-6,-6
22628,-8,4
22629,0,6
22630,7,6
22631,3,9
22632,10,8
22633,2,10
22634,7,4
22635,-1,13
22636,11,8
22637,5,10
22638,12,8
22639,4,18
22640,18,13
22641,4,36
22642,36,6
22643,-7,28
22644,23,30
22645,27,39
22646,37,92
22647,101,34
22648,-6,-152
22649,-215,-228
22650,-211,-112
22651,-97,-189
22652,-171,29
22653,122,-63
22654,-11,33
22655,79,84
22656,108,86
22657,76,110
22658,75,25
22659,-4,0
22660,-16,-1
22661,-30,22
22662,15,-21
22663,-29,34
22664,116,207
22665,213,32
22666,-18,-138
22667,-150,-158
22668,-176,-238
22669,-251,-234
22670,-222,-155
22671,-83,-221
22672,-146,157
22673,275,146
22674,176,37
22675,-3,-40
22676,-50,-107
22677,-118,-167
22678,-191,-71
