,R,L
38116,3,-3
38117,5,0
38118,8,4
38119,11,8
38120,13,10
38121,13,12
38122,12,12
38123,11,12
38124,10,10
38125,8,7
38126,6,4
38127,3,1
38128,1,0
38129,0,0
38130,1,1
38131,2,3
38132,4,5
38133,5,7
38134,7,9
38135,8,10
38136,8,9
38137,8,7
38138,6,4
38139,3,1
38140,0,0
38141,-1,1
38142,-1,3
38143,-1,4
38144,-2,4
38145,-5,3
38146,-6,1
38147,-6,0
38148,-1,0
38149,5,1
38150,9,3
38151,9,5
38152,4,7
38153,-2,8
38154,-7,9
38155,-6,8
38156,-2,7
38157,4,5
38158,8,4
38159,7,3
38160,3,3
38161,-2,3
38162,-6,4
38163,-7,4
38164,-5,4
38165,-1,4
38166,3,4
38167,5,3
38168,6,3
38169,6,3
38170,4,3
38171,2,4
38172,1,6
38173,1,8
38174,3,10
38175,5,10
38176,7,10
38177,7,10
38178,6,10
38179,4,10
38180,2,10
38181,1,9
38182,1,8
38183,1,6
38184,1,4
38185,1,2
38186,1,1
38187,1,0
38188,-1,-2
38189,-4,-5
38190,-8,-8
38191,-12,-10
38192,-14,-10
38193,-14,-8
38194,-10,-4
38195,-6,0
38196,-1,3
38197,3,4
38198,5,5
38199,7,5
38200,9,7
38201,10,7
38202,9,7
38203,6,6
38204,2,4
38205,-2,2
38206,-4,1
38207,-5,0
38208,-3,0
38209,-2,-2
38210,-2,-5
38211,-2,-7
38212,-2,-8
38213,-1,-7
38214,1,-5
38215,4,-3
38216,6,-1
38217,4,-1
38218,0,-1
38219,-5,-1
38220,-7,-1
38221,-6,0
38222,-1,1
38223,4,1
38224,6,1
38225,3,0
38226,-2,-2
38227,-8,-4
38228,-10,-5
38229,-8,-5
38230,-4,-5
38231,1,-3
38232,3,-1
38233,4,0
38234,2,1
38235,1,0
38236,1,-1
38237,0,-3
38238,-2,-5
38239,-5,-5
38240,-9,-4
38241,-11,-2
38242,-10,0
38243,-4,0
38244,3,0
38245,9,-2
38246,11,-2
38247,8,-2
38248,2,-1
38249,-2,1
38250,-3,2
38251,1,2
38252,7,1
38253,11,1
38254,12,2
38255,9,4
38256,4,7
38257,0,9
38258,-1,10
38259,0,9
38260,3,6
38261,5,3
38262,5,-2
38263,3,-5
38264,2,-6
38265,1,-5
38266,0,-1
38267,1,3
38268,1,6
38269,1,6
38270,0,3
38271,0,0
38272,2,-2
38273,4,-2
38274,6,1
38275,6,4
38276,4,5
38277,1,3
38278,-1,0
38279,-2,-2
38280,0,-1
38281,3,3
38282,6,6
38283,7,6
38284,6,4
38285,3,0
38286,0,-3
38287,-2,-4
38288,-1,-1
38289,2,5
38290,5,9
38291,7,12
38292,8,11
38293,6,8
38294,3,7
38295,2,7
38296,3,9
38297,6,11
38298,8,10
38299,7,6
38300,4,2
38301,-2,-1
38302,-7,-1
38303,-9,2
38304,-9,3
38305,-6,3
38306,-3,-1
38307,-2,-5
38308,-1,-7
38309,1,-4
38310,3,1
38311,7,7
38312,9,9
38313,10,8
38314,7,4
38315,3,1
38316,-1,0
38317,-1,1
38318,3,3
38319,8,4
38320,13,4
38321,14,3
38322,12,2
38323,7,2
38324,4,2
38325,2,1
38326,3,0
38327,3,0
38328,2,0
38329,-1,1
38330,-3,3
38331,-3,4
38332,1,5
38333,5,5
38334,8,5
38335,5,5
38336,-1,5
38337,-7,4
38338,-9,2
38339,-5,0
38340,3,-2
38341,8,-4
38342,7,-4
38343,0,-4
38344,-8,-3
38345,-11,-1
38346,-8,2
38347,0,5
38348,8,8
38349,12,8
38350,11,7
38351,8,6
38352,5,4
38353,3,3
38354,2,4
38355,2,4
38356,1,5
38357,1,5
38358,0,4
38359,-1,3
38360,-1,2
38361,0,1
38362,1,1
38363,2,1
38364,3,1
38365,2,0
38366,-2,-1
38367,-6,-2
38368,-9,-2
38369,-9,-1
38370,-5,1
38371,0,1
38372,4,0
38373,4,-2
38374,2,-4
38375,-1,-3
38376,-3,0
38377,-3,3
38378,-2,5
38379,-1,5
38380,-1,2
38381,-1,-1
38382,-1,-2
38383,0,-2
38384,0,1
38385,-1,3
38386,-4,6
38387,-5,7
38388,-4,6
38389,-1,3
38390,2,-1
38391,4,-4
38392,2,-7
38393,-2,-9
38394,-7,-11
38395,-11,-13
38396,-14,-16
38397,-14,-18
38398,-13,-18
38399,-11,-16
38400,-8,-12
38401,-5,-8
38402,-2,-5
38403,1,-3
38404,2,-2
38405,1,-1
38406,-2,-2
38407,-6,-4
38408,-9,-8
38409,-12,-13
38410,-13,-17
38411,-14,-21
38412,-14,-22
38413,-14,-22
38414,-14,-19
38415,-15,-16
38416,-16,-13
38417,-16,-12
38418,-16,-13
38419,-14,-14
38420,-12,-15
38421,-10,-15
38422,-12,-14
38423,-16,-13
38424,-20,-14
38425,-23,-16
38426,-22,-18
38427,-18,-18
38428,-13,-14
38429,-8,-8
38430,-5,-3
38431,-2,0
38432,1,0
38433,5,-2
38434,8,-4
38435,9,-4
38436,6,-2
38437,1,0
38438,-3,1
38439,-5,-1
38440,-6,-3
38441,-6,-5
38442,-7,-5
38443,-10,-3
38444,-12,-2
38445,-11,-3
38446,-5,-5
38447,3,-7
38448,11,-7
38449,15,-4
38450,14,0
38451,10,4
38452,4,6
38453,0,7
38454,-1,6
38455,-1,3
38456,0,0
38457,2,-2
38458,3,-2
38459,5,-1
38460,7,1
38461,8,2
38462,7,1
38463,5,-1
38464,3,-3
38465,3,-4
38466,6,-4
38467,8,-1
38468,9,2
38469,6,4
38470,2,4
38471,0,2
38472,0,-2
38473,2,-5
38474,2,-6
38475,-1,-5
38476,-8,-3
38477,-14,-3
38478,-15,-5
38479,-10,-8
38480,-2,-12
38481,4,-14
38482,3,-13
38483,-4,-11
38484,-11,-9
38485,-14,-9
38486,-11,-9
38487,-3,-8
38488,3,-5
38489,6,0
38490,4,4
38491,0,6
38492,-2,6
38493,-2,4
38494,0,2
38495,2,0
38496,2,0
38497,2,0
38498,1,1
38499,1,3
38500,0,5
38501,-1,8
38502,1,10
38503,4,10
38504,8,9
38505,10,8
38506,9,7
38507,5,7
38508,0,8
38509,-4,7
38510,-5,6
38511,-5,3
38512,-4,-1
38513,-4,-4
38514,-5,-5
38515,-7,-4
38516,-7,-1
38517,-5,2
38518,-2,3
38519,1,1
38520,4,0
38521,5,-1
38522,5,1
38523,4,5
38524,2,8
38525,0,9
38526,0,7
38527,0,5
38528,2,4
38529,4,4
38530,5,5
38531,5,6
38532,3,6
38533,1,5
38534,1,4
38535,1,3
38536,3,3
38537,4,3
38538,4,3
38539,2,3
38540,0,3
38541,-2,2
38542,-3,1
38543,-5,-2
38544,-6,-4
38545,-7,-5
38546,-7,-5
38547,-6,-5
38548,-5,-4
38549,-4,-3
38550,-4,-3
38551,-3,-3
38552,-1,-2
38553,1,0
38554,2,1
38555,0,0
38556,-4,-1
38557,-8,-3
38558,-11,-3
38559,-9,-1
38560,-4,2
38561,2,4
38562,6,6
38563,8,6
38564,8,5
38565,7,4
38566,5,5
38567,2,6
38568,0,7
38569,-2,8
38570,-3,8
38571,-4,6
38572,-7,2
38573,-11,-3
38574,-16,-7
38575,-18,-9
38576,-17,-7
38577,-12,-4
38578,-8,-1
38579,-5,1
38580,-7,2
38581,-9,3
38582,-11,3
38583,-8,5
38584,-3,5
38585,2,5
38586,5,4
38587,5,3
38588,3,5
38589,0,8
38590,-1,9
38591,-1,8
38592,0,5
38593,1,0
38594,2,-1
38595,4,0
38596,4,4
38597,3,7
38598,-1,7
38599,-5,4
38600,-8,-1
38601,-10,-4
38602,-8,-5
38603,-7,-3
38604,-6,0
38605,-6,3
38606,-6,4
38607,-3,5
38608,2,5
38609,8,5
38610,12,4
38611,13,3
38612,9,3
38613,3,4
38614,-2,6
38615,-3,8
38616,0,9
38617,4,7
38618,6,5
38619,5,1
38620,1,-1
38621,-3,-2
38622,-7,-2
38623,-9,-2
38624,-9,-3
38625,-7,-5
38626,-4,-6
38627,1,-6
38628,6,-3
38629,9,1
38630,9,5
38631,7,6
38632,4,6
38633,2,4
38634,2,4
38635,5,5
38636,8,7
38637,10,10
38638,11,12
38639,9,12
38640,6,9
38641,5,6
38642,6,4
38643,7,2
38644,7,2
38645,4,2
38646,0,2
38647,-5,2
38648,-9,0
38649,-10,-3
38650,-11,-7
38651,-11,-10
38652,-11,-12
38653,-9,-11
38654,-5,-7
38655,1,-2
38656,6,3
38657,9,5
38658,8,3
38659,4,0
38660,1,-3
38661,0,-4
38662,3,-2
38663,7,0
38664,10,3
38665,13,6
38666,14,8
38667,16,11
38668,18,13
38669,18,14
38670,15,14
38671,10,13
38672,4,9
38673,0,5
38674,-1,1
38675,1,-2
38676,4,-1
38677,6,1
38678,5,2
38679,3,2
38680,-1,-2
38681,-4,-7
38682,-7,-12
38683,-9,-14
38684,-11,-13
38685,-10,-9
38686,-7,-4
38687,-2,0
38688,5,3
38689,11,5
38690,15,6
38691,14,6
38692,10,7
38693,4,8
38694,-1,10
38695,-2,11
38696,1,11
38697,6,9
38698,9,5
38699,8,1
38700,5,-2
38701,1,-3
38702,-1,-3
38703,0,-2
38704,2,-2
38705,4,-2
38706,4,-2
38707,3,1
38708,3,5
38709,5,10
38710,9,12
38711,11,12
38712,10,9
38713,5,5
38714,-2,3
38715,-6,2
38716,-6,2
38717,0,4
38718,7,6
38719,13,8
38720,16,9
38721,14,9
38722,11,8
38723,7,4
38724,3,0
38725,0,-3
38726,-1,-5
38727,-2,-4
38728,0,-2
38729,4,2
38730,8,5
38731,11,7
38732,10,7
38733,7,6
38734,4,5
38735,2,4
38736,3,2
38737,4,1
38738,5,0
38739,3,0
38740,0,1
38741,-3,1
38742,-3,2
38743,0,2
38744,4,1
38745,6,1
38746,6,1
38747,5,2
38748,4,2
38749,6,4
38750,10,5
38751,15,6
38752,17,7
38753,16,6
38754,11,5
38755,6,4
38756,2,4
38757,0,4
38758,0,4
38759,-1,2
38760,-1,0
38761,0,-1
38762,2,-1
38763,5,1
38764,7,3
38765,7,5
38766,5,4
38767,1,1
38768,-3,-2
38769,-5,-4
38770,-5,-2
38771,-3,3
38772,0,8
38773,4,13
38774,6,14
38775,7,11
38776,5,7
38777,3,4
38778,1,2
38779,0,2
38780,-1,4
38781,-2,5
38782,-3,5
38783,-5,4
38784,-7,2
38785,-7,1
38786,-6,2
38787,-3,3
38788,-1,5
38789,2,7
38790,5,9
38791,7,11
38792,9,13
38793,9,14
38794,7,15
38795,6,14
38796,5,13
38797,5,11
38798,5,11
38799,6,11
38800,5,12
38801,4,12
38802,4,10
38803,5,8
38804,7,7
38805,8,6
38806,6,7
38807,2,8
38808,-3,9
38809,-5,9
38810,-4,8
38811,0,8
38812,3,8
38813,4,8
38814,2,9
38815,-1,10
38816,-3,12
38817,-2,13
38818,2,14
38819,8,15
38820,12,17
38821,14,18
38822,14,20
38823,12,22
38824,11,22
38825,9,19
38826,7,14
38827,6,9
38828,3,5
38829,-1,4
38830,-5,5
38831,-8,7
38832,-9,8
38833,-7,7
38834,-4,5
38835,0,3
38836,2,1
38837,2,1
38838,1,2
38839,-1,3
38840,-2,3
38841,-2,3
38842,-2,1
38843,-1,0
38844,-1,1
38845,0,3
38846,1,5
38847,3,6
38848,5,6
38849,7,6
38850,7,6
38851,7,6
38852,6,6
38853,4,5
38854,2,3
38855,0,1
38856,0,0
38857,-1,1
38858,-1,2
38859,-2,2
38860,-3,-1
38861,-3,-6
38862,-4,-11
38863,-3,-12
38864,-3,-10
38865,-2,-7
38866,-1,-5
38867,-2,-6
38868,-4,-10
38869,-6,-14
38870,-6,-16
38871,-5,-14
38872,-2,-11
38873,2,-8
38874,5,-7
38875,6,-7
38876,5,-6
38877,3,-5
38878,2,-4
38879,2,-3
38880,3,-4
38881,3,-6
38882,1,-9
38883,-1,-9
38884,-4,-8
38885,-7,-6
38886,-9,-5
38887,-11,-7
38888,-11,-11
38889,-10,-15
38890,-9,-17
38891,-6,-15
38892,-4,-11
38893,-1,-7
38894,1,-4
38895,3,-3
38896,5,-4
38897,5,-5
38898,4,-5
38899,2,-4
38900,2,-3
38901,2,-1
38902,2,-1
38903,2,-2
38904,1,-3
38905,-1,-4
38906,-3,-6
38907,-7,-8
38908,-10,-10
38909,-13,-12
38910,-15,-13
38911,-14,-14
38912,-12,-14
38913,-8,-14
38914,-5,-14
38915,-4,-12
38916,-5,-10
38917,-7,-7
38918,-8,-5
38919,-8,-5
38920,-8,-6
38921,-8,-8
38922,-8,-11
38923,-10,-12
38924,-10,-14
38925,-10,-14
38926,-10,-15
38927,-10,-14
38928,-11,-14
38929,-12,-13
38930,-14,-13
38931,-15,-14
38932,-15,-16
38933,-14,-17
38934,-13,-16
38935,-11,-14
38936,-9,-10
38937,-6,-7
38938,-2,-5
38939,2,-5
38940,5,-6
38941,6,-7
38942,5,-6
38943,2,-4
38944,0,-1
38945,-1,1
38946,1,1
38947,4,-1
38948,7,-4
38949,7,-6
38950,4,-6
38951,-1,-4
38952,-5,-2
38953,-7,0
38954,-6,0
38955,-5,-2
38956,-4,-4
38957,-3,-5
38958,-4,-5
38959,-5,-6
38960,-6,-6
38961,-8,-6
38962,-8,-5
38963,-9,-3
38964,-9,-1
38965,-8,2
38966,-7,3
38967,-7,2
38968,-6,-1
38969,-6,-3
38970,-5,-4
38971,-5,-4
38972,-4,-4
38973,-5,-4
38974,-5,-5
38975,-7,-6
38976,-8,-7
38977,-8,-7
38978,-8,-5
38979,-9,-4
38980,-10,-2
38981,-11,-2
38982,-11,-2
38983,-9,-2
38984,-6,-1
38985,-1,1
38986,3,3
38987,6,5
38988,6,7
38989,3,8
38990,0,8
38991,-2,7
38992,-1,6
38993,1,3
38994,5,2
38995,9,1
38996,11,2
38997,12,5
38998,12,7
38999,12,10
39000,13,12
39001,15,14
39002,15,15
39003,14,15
39004,11,15
39005,8,13
39006,6,13
39007,6,13
39008,8,14
39009,11,14
39010,12,13
39011,13,11
39012,13,10
39013,12,9
39014,11,10
39015,10,12
39016,9,12
39017,8,12
39018,7,9
39019,6,7
39020,5,5
39021,5,5
39022,6,5
39023,10,7
39024,15,8
39025,18,8
39026,17,7
39027,11,5
39028,4,1
39029,-4,-3
39030,-7,-5
39031,-7,-6
39032,-4,-5
39033,-1,-3
39034,1,-2
39035,2,-3
39036,2,-5
39037,1,-6
39038,2,-6
39039,2,-3
39040,3,-1
39041,4,1
39042,4,1
39043,4,0
39044,4,-2
39045,4,-3
39046,5,-3
39047,5,-3
39048,4,-4
39049,1,-4
39050,-1,-2
39051,-1,1
39052,1,5
39053,4,8
39054,6,9
39055,5,7
39056,2,2
39057,-1,-2
39058,-1,-3
39059,3,-1
39060,9,3
39061,14,6
39062,14,7
39063,9,5
39064,2,2
39065,-5,0
39066,-8,-1
39067,-7,-1
39068,-4,-2
39069,-1,-4
39070,-1,-7
39071,-2,-9
39072,-3,-10
39073,-2,-7
39074,0,-4
39075,2,-1
39076,2,1
39077,2,1
39078,2,0
39079,4,0
39080,5,2
39081,5,4
39082,3,7
39083,0,9
39084,-2,10
39085,0,10
39086,4,9
39087,9,9
39088,11,10
39089,11,10
39090,8,10
39091,5,8
39092,3,6
39093,4,4
39094,4,3
39095,3,2
39096,0,1
39097,-2,0
39098,-2,-1
39099,-1,-2
39100,1,-1
39101,2,0
39102,3,2
39103,4,4
39104,6,6
39105,8,8
39106,10,9
39107,11,10
39108,10,8
39109,8,6
39110,5,4
39111,4,2
39112,4,2
39113,5,2
39114,6,2
39115,6,1
39116,6,-1
39117,4,-3
39118,3,-4
39119,3,-3
39120,3,0
39121,5,4
39122,6,7
39123,6,8
39124,5,5
39125,2,2
39126,1,-1
39127,0,-1
39128,1,0
39129,4,2
39130,6,2
39131,8,1
39132,8,-1
39133,6,-3
39134,4,-3
39135,1,-1
39136,-2,1
39137,-4,1
39138,-5,0
39139,-4,-2
39140,-3,-4
39141,-1,-4
39142,2,-2
39143,4,2
39144,6,5
39145,8,7
39146,8,7
39147,6,6
39148,2,6
39149,-2,5
39150,-6,3
39151,-8,1
39152,-9,-2
39153,-8,-5
39154,-7,-6
39155,-5,-7
39156,-4,-7
39157,-4,-7
39158,-5,-7
39159,-8,-6
39160,-11,-5
39161,-13,-4
39162,-14,-4
39163,-13,-5
39164,-11,-6
39165,-10,-7
39166,-10,-7
39167,-10,-7
39168,-10,-5
39169,-9,-3
39170,-7,-1
39171,-5,0
39172,-4,0
39173,-4,0
39174,-4,0
39175,-5,0
39176,-6,-2
39177,-8,-4
39178,-11,-8
39179,-14,-11
39180,-18,-15
39181,-20,-16
39182,-22,-16
39183,-22,-15
39184,-21,-14
39185,-19,-13
39186,-17,-13
39187,-15,-12
39188,-12,-11
39189,-10,-9
39190,-9,-7
39191,-8,-6
39192,-6,-6
39193,-4,-5
39194,-2,-3
39195,1,0
39196,3,3
39197,4,4
39198,2,4
39199,0,2
39200,-2,1
39201,-3,1
39202,-2,2
39203,-1,4
39204,1,5
39205,3,6
39206,5,7
39207,7,9
39208,9,10
39209,10,11
39210,11,11
39211,11,10
39212,12,11
39213,11,11
39214,10,12
39215,8,12
39216,6,12
39217,4,11
39218,4,12
39219,7,14
39220,12,17
39221,17,20
39222,20,22
39223,21,22
39224,21,21
39225,19,20
39226,17,19
39227,16,18
39228,15,16
39229,13,15
39230,12,14
39231,12,15
39232,13,16
39233,15,17
39234,16,16
39235,16,14
39236,14,12
39237,11,10
39238,9,9
39239,8,10
39240,8,10
39241,9,9
39242,9,8
39243,10,7
39244,12,6
39245,12,6
39246,11,7
39247,9,9
39248,7,10
39249,6,11
39250,8,11
39251,11,10
39252,13,8
39253,14,6
39254,12,5
39255,10,5
39256,8,6
39257,6,5
39258,4,3
39259,2,-1
39260,-1,-4
39261,-2,-7
39262,-1,-7
39263,0,-6
39264,1,-5
39265,1,-6
39266,-1,-7
39267,-4,-9
39268,-7,-8
39269,-10,-7
39270,-10,-7
39271,-9,-7
39272,-6,-8
39273,-3,-9
39274,-3,-9
39275,-4,-7
39276,-6,-5
39277,-8,-4
39278,-9,-4
39279,-8,-5
39280,-6,-6
39281,-4,-6
39282,-4,-6
39283,-4,-6
39284,-5,-8
39285,-5,-10
39286,-6,-13
39287,-6,-14
39288,-7,-13
39289,-9,-13
39290,-10,-13
39291,-11,-15
39292,-13,-17
39293,-14,-19
39294,-14,-20
39295,-13,-17
39296,-12,-14
39297,-9,-10
39298,-7,-8
39299,-6,-9
39300,-7,-11
39301,-9,-15
39302,-12,-17
39303,-15,-17
39304,-16,-15
39305,-15,-13
39306,-13,-12
39307,-12,-13
39308,-10,-14
39309,-9,-15
39310,-8,-13
39311,-7,-10
39312,-5,-7
39313,-4,-5
39314,-4,-6
39315,-4,-9
39316,-4,-12
39317,-5,-15
39318,-7,-16
39319,-9,-15
39320,-10,-13
39321,-9,-11
39322,-6,-9
39323,-3,-8
39324,-1,-8
39325,-2,-8
39326,-5,-8
39327,-8,-7
39328,-9,-6
39329,-7,-6
39330,-4,-7
39331,-2,-10
39332,-2,-11
39333,-3,-10
39334,-5,-9
39335,-5,-6
39336,-4,-6
39337,-2,-6
39338,-2,-8
39339,-3,-10
39340,-6,-10
39341,-7,-10
39342,-6,-8
39343,-4,-6
39344,0,-4
39345,4,-3
39346,8,-3
39347,10,-3
39348,11,-2
39349,9,-1
39350,7,1
39351,5,3
39352,4,5
39353,5,5
39354,7,5
39355,8,4
39356,7,3
39357,5,2
39358,3,1
39359,2,0
39360,3,-2
39361,4,-2
39362,4,-2
39363,4,-1
39364,2,-1
39365,1,-1
39366,-1,-1
39367,-1,-2
39368,-1,-2
39369,0,-1
39370,0,0
39371,1,1
39372,2,1
39373,4,2
39374,7,2
39375,8,2
39376,7,0
39377,5,-3
39378,0,-7
39379,-4,-9
39380,-7,-10
39381,-7,-8
39382,-6,-5
39383,-4,-3
39384,-3,-2
39385,-3,-2
39386,-5,-3
39387,-7,-4
39388,-8,-3
39389,-6,-2
39390,-2,0
39391,1,1
39392,3,1
39393,2,-1
39394,0,-3
39395,-3,-6
39396,-5,-8
39397,-7,-9
39398,-8,-9
39399,-8,-7
39400,-7,-4
39401,-6,-1
39402,-4,2
39403,-4,3
39404,-5,2
39405,-5,-1
39406,-5,-5
39407,-4,-7
39408,-2,-6
39409,0,-4
39410,1,-1
39411,2,3
39412,2,4
39413,1,4
39414,-1,2
39415,-2,-1
39416,-5,-4
39417,-7,-6
39418,-9,-7
39419,-10,-7
39420,-10,-6
39421,-9,-5
39422,-8,-3
39423,-6,-1
39424,-5,1
39425,-4,3
39426,-3,3
39427,-4,2
39428,-6,0
39429,-6,-2
39430,-5,-2
39431,-3,-1
39432,1,2
39433,3,5
39434,5,7
39435,5,9
39436,5,10
39437,6,11
39438,7,11
39439,8,12
39440,8,12
39441,8,13
39442,8,14
39443,10,16
39444,11,17
39445,13,17
39446,13,16
39447,11,15
39448,10,15
39449,9,15
39450,11,15
39451,13,14
39452,15,14
39453,14,13
39454,11,14
39455,9,14
39456,7,15
39457,7,14
39458,9,13
39459,10,12
39460,11,13
39461,11,15
39462,12,16
39463,14,17
39464,16,14
39465,16,10
39466,14,5
39467,9,1
39468,4,0
39469,-1,1
39470,-2,2
39471,-1,3
39472,2,2
39473,6,2
39474,8,2
39475,10,3
39476,10,5
39477,10,6
39478,9,7
39479,7,6
39480,5,5
39481,3,4
39482,3,3
39483,4,2
39484,7,2
39485,9,2
39486,9,2
39487,7,1
39488,3,-1
39489,-1,-2
39490,-2,-3
39491,-3,-4
39492,-2,-5
39493,-3,-7
39494,-5,-9
39495,-6,-10
39496,-6,-10
39497,-5,-8
39498,-4,-5
39499,-3,-2
39500,-3,-1
39501,-3,0
39502,-2,0
39503,0,0
39504,2,1
39505,4,2
39506,6,2
39507,7,2
39508,8,2
39509,8,3
39510,7,3
39511,6,3
39512,3,1
39513,0,-1
39514,-2,-3
39515,-2,-4
39516,-1,-3
39517,0,0
39518,0,2
39519,-2,3
39520,-4,1
39521,-7,-2
39522,-7,-5
39523,-5,-7
39524,-3,-7
39525,-2,-6
39526,-3,-4
39527,-6,-3
39528,-8,-3
39529,-9,-4
39530,-8,-6
39531,-6,-7
39532,-6,-8
39533,-7,-8
39534,-10,-6
39535,-12,-4
39536,-11,0
39537,-8,3
39538,-3,4
39539,-1,4
39540,0,3
39541,0,2
39542,1,2
39543,4,3
39544,8,4
39545,11,6
39546,11,6
39547,8,5
39548,2,2
39549,-3,-1
39550,-4,-4
39551,-2,-5
39552,1,-4
39553,3,-1
39554,3,2
39555,1,3
39556,-1,3
39557,-3,0
39558,-3,-2
39559,-2,-3
39560,-1,-2
39561,1,0
39562,2,3
39563,2,5
39564,0,5
39565,-3,4
39566,-7,3
39567,-10,2
39568,-10,2
39569,-7,3
39570,-4,4
39571,0,4
39572,1,4
39573,1,5
39574,1,6
39575,2,8
39576,4,11
39577,7,12
39578,9,12
39579,9,11
39580,9,10
39581,8,11
39582,8,12
39583,8,13
39584,7,12
39585,7,9
39586,6,6
39587,5,4
39588,5,5
39589,5,7
39590,4,9
39591,3,10
39592,2,8
39593,1,6
39594,2,6
39595,4,7
39596,8,8
39597,10,9
39598,11,9
39599,9,8
39600,6,6
39601,2,5
39602,-1,5
39603,-2,6
39604,0,7
39605,5,8
39606,10,8
39607,14,8
39608,13,6
39609,9,3
39610,3,0
39611,-3,-4
39612,-7,-6
39613,-9,-6
39614,-9,-4
39615,-9,-2
39616,-9,1
39617,-8,2
39618,-5,1
39619,-1,0
39620,1,-2
39621,2,-3
39622,-1,-4
39623,-5,-5
39624,-10,-6
39625,-13,-5
39626,-13,-2
39627,-10,2
39628,-5,7
39629,0,12
39630,4,13
39631,7,12
39632,8,8
39633,7,2
39634,5,-3
39635,3,-7
39636,1,-7
39637,-2,-5
39638,-5,-2
39639,-7,1
39640,-7,1
39641,-6,1
39642,-2,0
39643,2,1
39644,5,4
39645,6,8
39646,4,9
39647,2,9
39648,0,6
39649,1,3
39650,3,2
39651,5,4
39652,6,7
39653,6,10
39654,8,12
39655,11,12
39656,14,12
39657,17,11
39658,18,10
39659,15,10
39660,12,10
39661,10,11
39662,9,12
39663,9,13
39664,9,13
39665,7,13
39666,4,12
39667,2,9
39668,1,7
39669,3,6
39670,6,7
39671,8,7
39672,10,8
39673,9,7
39674,7,6
39675,6,4
39676,5,3
39677,6,4
39678,7,5
39679,7,7
39680,7,8
39681,5,8
39682,4,7
39683,3,6
39684,4,4
39685,5,1
39686,6,-1
39687,6,-2
39688,4,-3
39689,3,-2
39690,2,-1
39691,2,-1
39692,2,0
39693,1,0
39694,-2,0
39695,-5,0
39696,-6,-1
39697,-5,-1
39698,-2,-2
39699,2,-1
39700,3,-2
39701,3,-3
39702,1,-5
39703,-2,-8
39704,-4,-12
39705,-6,-13
39706,-6,-13
39707,-5,-11
39708,-3,-8
39709,1,-5
39710,5,-3
39711,9,0
39712,12,2
39713,12,4
39714,10,6
39715,6,6
39716,4,4
39717,2,2
39718,2,-1
39719,3,-4
39720,2,-6
39721,0,-7
39722,-4,-9
39723,-9,-10
39724,-13,-11
39725,-16,-13
39726,-16,-14
39727,-16,-16
39728,-16,-18
39729,-16,-19
39730,-15,-18
39731,-14,-17
39732,-13,-14
39733,-11,-12
39734,-9,-11
39735,-7,-11
39736,-7,-10
39737,-7,-9
39738,-8,-8
39739,-9,-8
39740,-10,-9
39741,-12,-12
39742,-13,-15
39743,-13,-17
39744,-12,-17
39745,-11,-16
39746,-10,-14
39747,-10,-14
39748,-12,-13
39749,-14,-13
39750,-16,-12
39751,-17,-9
39752,-15,-6
39753,-11,-3
39754,-6,-1
39755,-2,-1
39756,1,-2
39757,1,-4
39758,-1,-5
39759,-5,-6
39760,-9,-5
39761,-12,-3
39762,-13,-2
39763,-12,-1
39764,-10,0
39765,-6,0
39766,-3,0
39767,0,0
39768,2,-2
39769,2,-4
39770,1,-6
39771,-2,-7
39772,-4,-7
39773,-6,-5
39774,-7,-3
39775,-6,-1
39776,-3,0
39777,0,1
39778,2,3
39779,2,4
39780,0,5
39781,-2,4
39782,-4,2
39783,-3,1
39784,-2,0
39785,-2,0
39786,-2,0
39787,-4,-1
39788,-6,-2
39789,-6,-4
39790,-4,-5
39791,-1,-4
39792,1,-1
39793,2,2
39794,2,5
39795,2,8
39796,2,8
39797,2,6
39798,2,3
39799,0,-1
39800,-2,-5
39801,-4,-6
39802,-5,-6
39803,-4,-4
39804,-4,-2
39805,-3,0
39806,-2,1
39807,-1,2
39808,1,2
39809,1,2
39810,0,1
39811,-3,1
39812,-5,0
39813,-6,-1
39814,-5,-1
39815,-3,-2
39816,0,-3
39817,1,-4
39818,0,-5
39819,-2,-6
39820,-4,-7
39821,-6,-8
39822,-7,-7
39823,-6,-6
39824,-4,-5
39825,-2,-3
39826,1,-1
39827,4,1
39828,6,3
39829,7,4
39830,7,4
39831,6,4
39832,5,3
39833,5,1
39834,6,1
39835,8,0
39836,10,-1
39837,10,-3
39838,9,-4
39839,5,-5
39840,0,-5
39841,-4,-4
39842,-5,-4
39843,-4,-4
39844,-2,-4
39845,-1,-5
39846,-2,-6
39847,-3,-6
39848,-3,-5
39849,-2,-5
39850,0,-4
39851,2,-4
39852,4,-3
39853,4,-3
39854,4,-2
39855,3,-1
39856,2,-1
39857,1,-2
39858,2,-2
39859,3,-2
39860,4,-1
39861,2,0
39862,0,0
39863,-3,-1
39864,-4,-3
39865,-4,-5
39866,-2,-7
39867,-1,-8
39868,-1,-7
39869,-1,-4
39870,0,0
39871,3,3
39872,6,5
39873,10,5
39874,10,3
39875,7,1
39876,3,-1
39877,1,0
39878,2,2
39879,5,5
39880,8,7
39881,8,7
39882,5,5
39883,0,2
39884,-4,0
39885,-4,0
39886,-1,1
39887,4,4
39888,7,7
39889,8,8
39890,8,9
39891,7,8
39892,7,9
39893,8,10
39894,8,11
